Zeit_ID,Jahr,Monat,Stunde,Wochentag
1998,2018,12,21,Mittwoch
1999,2018,12,21,Donnerstag
2000,2018,12,21,Freitag
2001,2018,12,21,Samstag
2002,2018,12,21,Sonntag
2003,2018,12,22,Montag
2004,2018,12,22,Dienstag
2005,2018,12,22,Mittwoch
2006,2018,12,22,Donnerstag
2007,2018,12,22,Freitag
2008,2018,12,22,Samstag
2009,2018,12,22,Sonntag
2010,2018,12,23,Montag
2011,2018,12,23,Dienstag
2012,2018,12,23,Mittwoch
2013,2018,12,23,Donnerstag
2014,2018,12,23,Freitag
2015,2018,12,23,Samstag
2016,2018,12,23,Sonntag
2017,2019,1,0,Montag
2018,2019,1,0,Dienstag
2019,2019,1,0,Mittwoch
2020,2019,1,0,Donnerstag
2021,2019,1,0,Freitag
2022,2019,1,0,Samstag
2023,2019,1,0,Sonntag
2024,2019,1,1,Montag
2025,2019,1,1,Dienstag
2026,2019,1,1,Mittwoch
2027,2019,1,1,Donnerstag
2028,2019,1,1,Freitag
2029,2019,1,1,Samstag
2030,2019,1,1,Sonntag
2031,2019,1,2,Montag
2032,2019,1,2,Dienstag
2033,2019,1,2,Mittwoch
2034,2019,1,2,Donnerstag
2035,2019,1,2,Freitag
2036,2019,1,2,Samstag
2037,2019,1,2,Sonntag
2038,2019,1,3,Montag
2039,2019,1,3,Dienstag
2040,2019,1,3,Mittwoch
2041,2019,1,3,Donnerstag
2042,2019,1,3,Freitag
2043,2019,1,3,Samstag
2044,2019,1,3,Sonntag
2045,2019,1,4,Montag
2046,2019,1,4,Dienstag
2047,2019,1,4,Mittwoch
2048,2019,1,4,Donnerstag
2049,2019,1,4,Freitag
2050,2019,1,4,Samstag
2051,2019,1,4,Sonntag
2052,2019,1,5,Montag
2053,2019,1,5,Dienstag
2054,2019,1,5,Mittwoch
2055,2019,1,5,Donnerstag
2056,2019,1,5,Freitag
2057,2019,1,5,Samstag
2058,2019,1,5,Sonntag
2059,2019,1,6,Montag
2060,2019,1,6,Dienstag
2061,2019,1,6,Mittwoch
2062,2019,1,6,Donnerstag
2063,2019,1,6,Freitag
2064,2019,1,6,Samstag
2065,2019,1,6,Sonntag
2066,2019,1,7,Montag
2067,2019,1,7,Dienstag
2068,2019,1,7,Mittwoch
2069,2019,1,7,Donnerstag
2070,2019,1,7,Freitag
2071,2019,1,7,Samstag
2072,2019,1,7,Sonntag
2073,2019,1,8,Montag
2074,2019,1,8,Dienstag
2075,2019,1,8,Mittwoch
2076,2019,1,8,Donnerstag
2077,2019,1,8,Freitag
2078,2019,1,8,Samstag
2079,2019,1,8,Sonntag
2080,2019,1,9,Montag
2081,2019,1,9,Dienstag
2082,2019,1,9,Mittwoch
2083,2019,1,9,Donnerstag
2084,2019,1,9,Freitag
2085,2019,1,9,Samstag
2086,2019,1,9,Sonntag
2087,2019,1,10,Montag
2088,2019,1,10,Dienstag
2089,2019,1,10,Mittwoch
2090,2019,1,10,Donnerstag
2091,2019,1,10,Freitag
2092,2019,1,10,Samstag
2093,2019,1,10,Sonntag
2094,2019,1,11,Montag
2095,2019,1,11,Dienstag
2096,2019,1,11,Mittwoch
2097,2019,1,11,Donnerstag
2098,2019,1,11,Freitag
2099,2019,1,11,Samstag
2100,2019,1,11,Sonntag
2101,2019,1,12,Montag
2102,2019,1,12,Dienstag
2103,2019,1,12,Mittwoch
2104,2019,1,12,Donnerstag
2105,2019,1,12,Freitag
2106,2019,1,12,Samstag
2107,2019,1,12,Sonntag
2108,2019,1,13,Montag
2109,2019,1,13,Dienstag
2110,2019,1,13,Mittwoch
2111,2019,1,13,Donnerstag
2112,2019,1,13,Freitag
2113,2019,1,13,Samstag
2114,2019,1,13,Sonntag
2115,2019,1,14,Montag
2116,2019,1,14,Dienstag
2117,2019,1,14,Mittwoch
2118,2019,1,14,Donnerstag
2119,2019,1,14,Freitag
2120,2019,1,14,Samstag
2121,2019,1,14,Sonntag
2122,2019,1,15,Montag
2123,2019,1,15,Dienstag
2124,2019,1,15,Mittwoch
2125,2019,1,15,Donnerstag
2126,2019,1,15,Freitag
2127,2019,1,15,Samstag
2128,2019,1,15,Sonntag
2129,2019,1,16,Montag
2130,2019,1,16,Dienstag
2131,2019,1,16,Mittwoch
2132,2019,1,16,Donnerstag
2133,2019,1,16,Freitag
2134,2019,1,16,Samstag
2135,2019,1,16,Sonntag
2136,2019,1,17,Montag
2137,2019,1,17,Dienstag
2138,2019,1,17,Mittwoch
2139,2019,1,17,Donnerstag
2140,2019,1,17,Freitag
2141,2019,1,17,Samstag
2142,2019,1,17,Sonntag
2143,2019,1,18,Montag
2144,2019,1,18,Dienstag
2145,2019,1,18,Mittwoch
2146,2019,1,18,Donnerstag
2147,2019,1,18,Freitag
2148,2019,1,18,Samstag
2149,2019,1,18,Sonntag
2150,2019,1,19,Montag
2151,2019,1,19,Dienstag
2152,2019,1,19,Mittwoch
2153,2019,1,19,Donnerstag
2154,2019,1,19,Freitag
2155,2019,1,19,Samstag
2156,2019,1,19,Sonntag
2157,2019,1,20,Montag
2158,2019,1,20,Dienstag
2159,2019,1,20,Mittwoch
2160,2019,1,20,Donnerstag
2161,2019,1,20,Freitag
2162,2019,1,20,Samstag
2163,2019,1,20,Sonntag
2164,2019,1,21,Montag
2165,2019,1,21,Dienstag
2166,2019,1,21,Mittwoch
2167,2019,1,21,Donnerstag
2168,2019,1,21,Freitag
2169,2019,1,21,Samstag
2170,2019,1,21,Sonntag
2171,2019,1,22,Montag
2172,2019,1,22,Dienstag
2173,2019,1,22,Mittwoch
2174,2019,1,22,Donnerstag
2175,2019,1,22,Freitag
2176,2019,1,22,Samstag
2177,2019,1,22,Sonntag
2178,2019,1,23,Montag
2179,2019,1,23,Dienstag
2180,2019,1,23,Mittwoch
2181,2019,1,23,Donnerstag
2182,2019,1,23,Freitag
2183,2019,1,23,Samstag
2184,2019,1,23,Sonntag
2185,2019,2,0,Montag
2186,2019,2,0,Dienstag
2187,2019,2,0,Mittwoch
2188,2019,2,0,Donnerstag
2189,2019,2,0,Freitag
2190,2019,2,0,Samstag
2191,2019,2,0,Sonntag
2192,2019,2,1,Montag
2193,2019,2,1,Dienstag
2194,2019,2,1,Mittwoch
2195,2019,2,1,Donnerstag
2196,2019,2,1,Freitag
2197,2019,2,1,Samstag
2198,2019,2,1,Sonntag
2199,2019,2,2,Montag
2200,2019,2,2,Dienstag
2201,2019,2,2,Mittwoch
2202,2019,2,2,Donnerstag
2203,2019,2,2,Freitag
2204,2019,2,2,Samstag
2205,2019,2,2,Sonntag
2206,2019,2,3,Montag
2207,2019,2,3,Dienstag
2208,2019,2,3,Mittwoch
2209,2019,2,3,Donnerstag
2210,2019,2,3,Freitag
2211,2019,2,3,Samstag
2212,2019,2,3,Sonntag
2213,2019,2,4,Montag
2214,2019,2,4,Dienstag
2215,2019,2,4,Mittwoch
2216,2019,2,4,Donnerstag
2217,2019,2,4,Freitag
2218,2019,2,4,Samstag
2219,2019,2,4,Sonntag
2220,2019,2,5,Montag
2221,2019,2,5,Dienstag
2222,2019,2,5,Mittwoch
2223,2019,2,5,Donnerstag
2224,2019,2,5,Freitag
2225,2019,2,5,Samstag
2226,2019,2,5,Sonntag
2227,2019,2,6,Montag
2228,2019,2,6,Dienstag
2229,2019,2,6,Mittwoch
2230,2019,2,6,Donnerstag
2231,2019,2,6,Freitag
2232,2019,2,6,Samstag
2233,2019,2,6,Sonntag
2234,2019,2,7,Montag
2235,2019,2,7,Dienstag
2236,2019,2,7,Mittwoch
2237,2019,2,7,Donnerstag
2238,2019,2,7,Freitag
2239,2019,2,7,Samstag
2240,2019,2,7,Sonntag
2241,2019,2,8,Montag
2242,2019,2,8,Dienstag
2243,2019,2,8,Mittwoch
2244,2019,2,8,Donnerstag
2245,2019,2,8,Freitag
2246,2019,2,8,Samstag
2247,2019,2,8,Sonntag
2248,2019,2,9,Montag
2249,2019,2,9,Dienstag
2250,2019,2,9,Mittwoch
2251,2019,2,9,Donnerstag
2252,2019,2,9,Freitag
2253,2019,2,9,Samstag
2254,2019,2,9,Sonntag
2255,2019,2,10,Montag
2256,2019,2,10,Dienstag
2257,2019,2,10,Mittwoch
2258,2019,2,10,Donnerstag
2259,2019,2,10,Freitag
2260,2019,2,10,Samstag
2261,2019,2,10,Sonntag
2262,2019,2,11,Montag
2263,2019,2,11,Dienstag
2264,2019,2,11,Mittwoch
2265,2019,2,11,Donnerstag
2266,2019,2,11,Freitag
2267,2019,2,11,Samstag
2268,2019,2,11,Sonntag
2269,2019,2,12,Montag
2270,2019,2,12,Dienstag
2271,2019,2,12,Mittwoch
2272,2019,2,12,Donnerstag
2273,2019,2,12,Freitag
2274,2019,2,12,Samstag
2275,2019,2,12,Sonntag
2276,2019,2,13,Montag
2277,2019,2,13,Dienstag
2278,2019,2,13,Mittwoch
2279,2019,2,13,Donnerstag
2280,2019,2,13,Freitag
2281,2019,2,13,Samstag
2282,2019,2,13,Sonntag
2283,2019,2,14,Montag
2284,2019,2,14,Dienstag
2285,2019,2,14,Mittwoch
2286,2019,2,14,Donnerstag
2287,2019,2,14,Freitag
2288,2019,2,14,Samstag
2289,2019,2,14,Sonntag
2290,2019,2,15,Montag
2291,2019,2,15,Dienstag
2292,2019,2,15,Mittwoch
2293,2019,2,15,Donnerstag
2294,2019,2,15,Freitag
2295,2019,2,15,Samstag
2296,2019,2,15,Sonntag
2297,2019,2,16,Montag
2298,2019,2,16,Dienstag
2299,2019,2,16,Mittwoch
2300,2019,2,16,Donnerstag
2301,2019,2,16,Freitag
2302,2019,2,16,Samstag
2303,2019,2,16,Sonntag
2304,2019,2,17,Montag
2305,2019,2,17,Dienstag
2306,2019,2,17,Mittwoch
2307,2019,2,17,Donnerstag
2308,2019,2,17,Freitag
2309,2019,2,17,Samstag
2310,2019,2,17,Sonntag
2311,2019,2,18,Montag
2312,2019,2,18,Dienstag
2313,2019,2,18,Mittwoch
2314,2019,2,18,Donnerstag
2315,2019,2,18,Freitag
2316,2019,2,18,Samstag
2317,2019,2,18,Sonntag
2318,2019,2,19,Montag
2319,2019,2,19,Dienstag
2320,2019,2,19,Mittwoch
2321,2019,2,19,Donnerstag
2322,2019,2,19,Freitag
2323,2019,2,19,Samstag
2324,2019,2,19,Sonntag
2325,2019,2,20,Montag
2326,2019,2,20,Dienstag
2327,2019,2,20,Mittwoch
2328,2019,2,20,Donnerstag
2329,2019,2,20,Freitag
2330,2019,2,20,Samstag
2331,2019,2,20,Sonntag
2332,2019,2,21,Montag
2333,2019,2,21,Dienstag
2334,2019,2,21,Mittwoch
2335,2019,2,21,Donnerstag
2336,2019,2,21,Freitag
2337,2019,2,21,Samstag
2338,2019,2,21,Sonntag
2339,2019,2,22,Montag
2340,2019,2,22,Dienstag
2341,2019,2,22,Mittwoch
2342,2019,2,22,Donnerstag
2343,2019,2,22,Freitag
2344,2019,2,22,Samstag
2345,2019,2,22,Sonntag
2346,2019,2,23,Montag
2347,2019,2,23,Dienstag
2348,2019,2,23,Mittwoch
2349,2019,2,23,Donnerstag
2350,2019,2,23,Freitag
2351,2019,2,23,Samstag
2352,2019,2,23,Sonntag
2353,2019,3,0,Montag
2354,2019,3,0,Dienstag
2355,2019,3,0,Mittwoch
2356,2019,3,0,Donnerstag
2357,2019,3,0,Freitag
2358,2019,3,0,Samstag
2359,2019,3,0,Sonntag
2360,2019,3,1,Montag
2361,2019,3,1,Dienstag
2362,2019,3,1,Mittwoch
2363,2019,3,1,Donnerstag
2364,2019,3,1,Freitag
2365,2019,3,1,Samstag
2366,2019,3,1,Sonntag
2367,2019,3,2,Montag
2368,2019,3,2,Dienstag
2369,2019,3,2,Mittwoch
2370,2019,3,2,Donnerstag
2371,2019,3,2,Freitag
2372,2019,3,2,Samstag
2373,2019,3,2,Sonntag
2374,2019,3,3,Montag
2375,2019,3,3,Dienstag
2376,2019,3,3,Mittwoch
2377,2019,3,3,Donnerstag
2378,2019,3,3,Freitag
2379,2019,3,3,Samstag
2380,2019,3,3,Sonntag
2381,2019,3,4,Montag
2382,2019,3,4,Dienstag
2383,2019,3,4,Mittwoch
2384,2019,3,4,Donnerstag
2385,2019,3,4,Freitag
2386,2019,3,4,Samstag
2387,2019,3,4,Sonntag
2388,2019,3,5,Montag
2389,2019,3,5,Dienstag
2390,2019,3,5,Mittwoch
2391,2019,3,5,Donnerstag
2392,2019,3,5,Freitag
2393,2019,3,5,Samstag
2394,2019,3,5,Sonntag
2395,2019,3,6,Montag
2396,2019,3,6,Dienstag
2397,2019,3,6,Mittwoch
2398,2019,3,6,Donnerstag
2399,2019,3,6,Freitag
2400,2019,3,6,Samstag
2401,2019,3,6,Sonntag
2402,2019,3,7,Montag
2403,2019,3,7,Dienstag
2404,2019,3,7,Mittwoch
2405,2019,3,7,Donnerstag
2406,2019,3,7,Freitag
2407,2019,3,7,Samstag
2408,2019,3,7,Sonntag
2409,2019,3,8,Montag
2410,2019,3,8,Dienstag
2411,2019,3,8,Mittwoch
2412,2019,3,8,Donnerstag
2413,2019,3,8,Freitag
2414,2019,3,8,Samstag
2415,2019,3,8,Sonntag
2416,2019,3,9,Montag
2417,2019,3,9,Dienstag
2418,2019,3,9,Mittwoch
2419,2019,3,9,Donnerstag
2420,2019,3,9,Freitag
2421,2019,3,9,Samstag
2422,2019,3,9,Sonntag
2423,2019,3,10,Montag
2424,2019,3,10,Dienstag
2425,2019,3,10,Mittwoch
2426,2019,3,10,Donnerstag
2427,2019,3,10,Freitag
2428,2019,3,10,Samstag
2429,2019,3,10,Sonntag
2430,2019,3,11,Montag
2431,2019,3,11,Dienstag
2432,2019,3,11,Mittwoch
2433,2019,3,11,Donnerstag
2434,2019,3,11,Freitag
2435,2019,3,11,Samstag
2436,2019,3,11,Sonntag
2437,2019,3,12,Montag
2438,2019,3,12,Dienstag
2439,2019,3,12,Mittwoch
2440,2019,3,12,Donnerstag
2441,2019,3,12,Freitag
2442,2019,3,12,Samstag
2443,2019,3,12,Sonntag
2444,2019,3,13,Montag
2445,2019,3,13,Dienstag
2446,2019,3,13,Mittwoch
2447,2019,3,13,Donnerstag
2448,2019,3,13,Freitag
2449,2019,3,13,Samstag
2450,2019,3,13,Sonntag
2451,2019,3,14,Montag
2452,2019,3,14,Dienstag
2453,2019,3,14,Mittwoch
2454,2019,3,14,Donnerstag
2455,2019,3,14,Freitag
2456,2019,3,14,Samstag
2457,2019,3,14,Sonntag
2458,2019,3,15,Montag
2459,2019,3,15,Dienstag
2460,2019,3,15,Mittwoch
2461,2019,3,15,Donnerstag
2462,2019,3,15,Freitag
2463,2019,3,15,Samstag
2464,2019,3,15,Sonntag
2465,2019,3,16,Montag
2466,2019,3,16,Dienstag
2467,2019,3,16,Mittwoch
2468,2019,3,16,Donnerstag
2469,2019,3,16,Freitag
2470,2019,3,16,Samstag
2471,2019,3,16,Sonntag
2472,2019,3,17,Montag
2473,2019,3,17,Dienstag
2474,2019,3,17,Mittwoch
2475,2019,3,17,Donnerstag
2476,2019,3,17,Freitag
2477,2019,3,17,Samstag
2478,2019,3,17,Sonntag
2479,2019,3,18,Montag
2480,2019,3,18,Dienstag
2481,2019,3,18,Mittwoch
2482,2019,3,18,Donnerstag
2483,2019,3,18,Freitag
2484,2019,3,18,Samstag
2485,2019,3,18,Sonntag
2486,2019,3,19,Montag
2487,2019,3,19,Dienstag
2488,2019,3,19,Mittwoch
2489,2019,3,19,Donnerstag
2490,2019,3,19,Freitag
2491,2019,3,19,Samstag
2492,2019,3,19,Sonntag
2493,2019,3,20,Montag
2494,2019,3,20,Dienstag
2495,2019,3,20,Mittwoch
2496,2019,3,20,Donnerstag
2497,2019,3,20,Freitag
2498,2019,3,20,Samstag
2499,2019,3,20,Sonntag
2500,2019,3,21,Montag
2501,2019,3,21,Dienstag
2502,2019,3,21,Mittwoch
2503,2019,3,21,Donnerstag
2504,2019,3,21,Freitag
2505,2019,3,21,Samstag
2506,2019,3,21,Sonntag
2507,2019,3,22,Montag
2508,2019,3,22,Dienstag
2509,2019,3,22,Mittwoch
2510,2019,3,22,Donnerstag
2511,2019,3,22,Freitag
2512,2019,3,22,Samstag
2513,2019,3,22,Sonntag
2514,2019,3,23,Montag
2515,2019,3,23,Dienstag
2516,2019,3,23,Mittwoch
2517,2019,3,23,Donnerstag
2518,2019,3,23,Freitag
2519,2019,3,23,Samstag
2520,2019,3,23,Sonntag
2521,2019,4,0,Montag
2522,2019,4,0,Dienstag
2523,2019,4,0,Mittwoch
2524,2019,4,0,Donnerstag
2525,2019,4,0,Freitag
2526,2019,4,0,Samstag
2527,2019,4,0,Sonntag
2528,2019,4,1,Montag
2529,2019,4,1,Dienstag
2530,2019,4,1,Mittwoch
2531,2019,4,1,Donnerstag
2532,2019,4,1,Freitag
2533,2019,4,1,Samstag
2534,2019,4,1,Sonntag
2535,2019,4,2,Montag
2536,2019,4,2,Dienstag
2537,2019,4,2,Mittwoch
2538,2019,4,2,Donnerstag
2539,2019,4,2,Freitag
2540,2019,4,2,Samstag
2541,2019,4,2,Sonntag
2542,2019,4,3,Montag
2543,2019,4,3,Dienstag
2544,2019,4,3,Mittwoch
2545,2019,4,3,Donnerstag
2546,2019,4,3,Freitag
2547,2019,4,3,Samstag
2548,2019,4,3,Sonntag
2549,2019,4,4,Montag
2550,2019,4,4,Dienstag
2551,2019,4,4,Mittwoch
2552,2019,4,4,Donnerstag
2553,2019,4,4,Freitag
2554,2019,4,4,Samstag
2555,2019,4,4,Sonntag
2556,2019,4,5,Montag
2557,2019,4,5,Dienstag
2558,2019,4,5,Mittwoch
2559,2019,4,5,Donnerstag
2560,2019,4,5,Freitag
2561,2019,4,5,Samstag
2562,2019,4,5,Sonntag
2563,2019,4,6,Montag
2564,2019,4,6,Dienstag
2565,2019,4,6,Mittwoch
2566,2019,4,6,Donnerstag
2567,2019,4,6,Freitag
2568,2019,4,6,Samstag
2569,2019,4,6,Sonntag
2570,2019,4,7,Montag
2571,2019,4,7,Dienstag
2572,2019,4,7,Mittwoch
2573,2019,4,7,Donnerstag
2574,2019,4,7,Freitag
2575,2019,4,7,Samstag
2576,2019,4,7,Sonntag
2577,2019,4,8,Montag
2578,2019,4,8,Dienstag
2579,2019,4,8,Mittwoch
2580,2019,4,8,Donnerstag
2581,2019,4,8,Freitag
2582,2019,4,8,Samstag
2583,2019,4,8,Sonntag
2584,2019,4,9,Montag
2585,2019,4,9,Dienstag
2586,2019,4,9,Mittwoch
2587,2019,4,9,Donnerstag
2588,2019,4,9,Freitag
2589,2019,4,9,Samstag
2590,2019,4,9,Sonntag
2591,2019,4,10,Montag
2592,2019,4,10,Dienstag
2593,2019,4,10,Mittwoch
2594,2019,4,10,Donnerstag
2595,2019,4,10,Freitag
2596,2019,4,10,Samstag
2597,2019,4,10,Sonntag
2598,2019,4,11,Montag
2599,2019,4,11,Dienstag
2600,2019,4,11,Mittwoch
2601,2019,4,11,Donnerstag
2602,2019,4,11,Freitag
2603,2019,4,11,Samstag
2604,2019,4,11,Sonntag
2605,2019,4,12,Montag
2606,2019,4,12,Dienstag
2607,2019,4,12,Mittwoch
2608,2019,4,12,Donnerstag
2609,2019,4,12,Freitag
2610,2019,4,12,Samstag
2611,2019,4,12,Sonntag
2612,2019,4,13,Montag
2613,2019,4,13,Dienstag
2614,2019,4,13,Mittwoch
2615,2019,4,13,Donnerstag
2616,2019,4,13,Freitag
2617,2019,4,13,Samstag
2618,2019,4,13,Sonntag
2619,2019,4,14,Montag
2620,2019,4,14,Dienstag
2621,2019,4,14,Mittwoch
2622,2019,4,14,Donnerstag
2623,2019,4,14,Freitag
2624,2019,4,14,Samstag
2625,2019,4,14,Sonntag
2626,2019,4,15,Montag
2627,2019,4,15,Dienstag
2628,2019,4,15,Mittwoch
2629,2019,4,15,Donnerstag
2630,2019,4,15,Freitag
2631,2019,4,15,Samstag
2632,2019,4,15,Sonntag
2633,2019,4,16,Montag
2634,2019,4,16,Dienstag
2635,2019,4,16,Mittwoch
2636,2019,4,16,Donnerstag
2637,2019,4,16,Freitag
2638,2019,4,16,Samstag
2639,2019,4,16,Sonntag
2640,2019,4,17,Montag
2641,2019,4,17,Dienstag
2642,2019,4,17,Mittwoch
2643,2019,4,17,Donnerstag
2644,2019,4,17,Freitag
2645,2019,4,17,Samstag
2646,2019,4,17,Sonntag
2647,2019,4,18,Montag
2648,2019,4,18,Dienstag
2649,2019,4,18,Mittwoch
2650,2019,4,18,Donnerstag
2651,2019,4,18,Freitag
2652,2019,4,18,Samstag
2653,2019,4,18,Sonntag
2654,2019,4,19,Montag
2655,2019,4,19,Dienstag
2656,2019,4,19,Mittwoch
2657,2019,4,19,Donnerstag
2658,2019,4,19,Freitag
2659,2019,4,19,Samstag
2660,2019,4,19,Sonntag
2661,2019,4,20,Montag
2662,2019,4,20,Dienstag
2663,2019,4,20,Mittwoch
2664,2019,4,20,Donnerstag
2665,2019,4,20,Freitag
2666,2019,4,20,Samstag
2667,2019,4,20,Sonntag
2668,2019,4,21,Montag
2669,2019,4,21,Dienstag
2670,2019,4,21,Mittwoch
2671,2019,4,21,Donnerstag
2672,2019,4,21,Freitag
2673,2019,4,21,Samstag
2674,2019,4,21,Sonntag
2675,2019,4,22,Montag
2676,2019,4,22,Dienstag
2677,2019,4,22,Mittwoch
2678,2019,4,22,Donnerstag
2679,2019,4,22,Freitag
2680,2019,4,22,Samstag
2681,2019,4,22,Sonntag
2682,2019,4,23,Montag
2683,2019,4,23,Dienstag
2684,2019,4,23,Mittwoch
2685,2019,4,23,Donnerstag
2686,2019,4,23,Freitag
2687,2019,4,23,Samstag
2688,2019,4,23,Sonntag
2689,2019,5,0,Montag
2690,2019,5,0,Dienstag
2691,2019,5,0,Mittwoch
2692,2019,5,0,Donnerstag
2693,2019,5,0,Freitag
2694,2019,5,0,Samstag
2695,2019,5,0,Sonntag
2696,2019,5,1,Montag
2697,2019,5,1,Dienstag
2698,2019,5,1,Mittwoch
2699,2019,5,1,Donnerstag
2700,2019,5,1,Freitag
2701,2019,5,1,Samstag
2702,2019,5,1,Sonntag
2703,2019,5,2,Montag
2704,2019,5,2,Dienstag
2705,2019,5,2,Mittwoch
2706,2019,5,2,Donnerstag
2707,2019,5,2,Freitag
2708,2019,5,2,Samstag
2709,2019,5,2,Sonntag
2710,2019,5,3,Montag
2711,2019,5,3,Dienstag
2712,2019,5,3,Mittwoch
2713,2019,5,3,Donnerstag
2714,2019,5,3,Freitag
2715,2019,5,3,Samstag
2716,2019,5,3,Sonntag
2717,2019,5,4,Montag
2718,2019,5,4,Dienstag
2719,2019,5,4,Mittwoch
2720,2019,5,4,Donnerstag
2721,2019,5,4,Freitag
2722,2019,5,4,Samstag
2723,2019,5,4,Sonntag
2724,2019,5,5,Montag
2725,2019,5,5,Dienstag
2726,2019,5,5,Mittwoch
2727,2019,5,5,Donnerstag
2728,2019,5,5,Freitag
2729,2019,5,5,Samstag
2730,2019,5,5,Sonntag
2731,2019,5,6,Montag
2732,2019,5,6,Dienstag
2733,2019,5,6,Mittwoch
2734,2019,5,6,Donnerstag
2735,2019,5,6,Freitag
2736,2019,5,6,Samstag
2737,2019,5,6,Sonntag
2738,2019,5,7,Montag
2739,2019,5,7,Dienstag
2740,2019,5,7,Mittwoch
2741,2019,5,7,Donnerstag
2742,2019,5,7,Freitag
2743,2019,5,7,Samstag
2744,2019,5,7,Sonntag
2745,2019,5,8,Montag
2746,2019,5,8,Dienstag
2747,2019,5,8,Mittwoch
2748,2019,5,8,Donnerstag
2749,2019,5,8,Freitag
2750,2019,5,8,Samstag
2751,2019,5,8,Sonntag
2752,2019,5,9,Montag
2753,2019,5,9,Dienstag
2754,2019,5,9,Mittwoch
2755,2019,5,9,Donnerstag
2756,2019,5,9,Freitag
2757,2019,5,9,Samstag
2758,2019,5,9,Sonntag
2759,2019,5,10,Montag
2760,2019,5,10,Dienstag
2761,2019,5,10,Mittwoch
2762,2019,5,10,Donnerstag
2763,2019,5,10,Freitag
2764,2019,5,10,Samstag
2765,2019,5,10,Sonntag
2766,2019,5,11,Montag
2767,2019,5,11,Dienstag
2768,2019,5,11,Mittwoch
2769,2019,5,11,Donnerstag
2770,2019,5,11,Freitag
2771,2019,5,11,Samstag
2772,2019,5,11,Sonntag
2773,2019,5,12,Montag
2774,2019,5,12,Dienstag
2775,2019,5,12,Mittwoch
2776,2019,5,12,Donnerstag
2777,2019,5,12,Freitag
2778,2019,5,12,Samstag
2779,2019,5,12,Sonntag
2780,2019,5,13,Montag
2781,2019,5,13,Dienstag
2782,2019,5,13,Mittwoch
2783,2019,5,13,Donnerstag
2784,2019,5,13,Freitag
2785,2019,5,13,Samstag
2786,2019,5,13,Sonntag
2787,2019,5,14,Montag
2788,2019,5,14,Dienstag
2789,2019,5,14,Mittwoch
2790,2019,5,14,Donnerstag
2791,2019,5,14,Freitag
2792,2019,5,14,Samstag
2793,2019,5,14,Sonntag
2794,2019,5,15,Montag
2795,2019,5,15,Dienstag
2796,2019,5,15,Mittwoch
2797,2019,5,15,Donnerstag
2798,2019,5,15,Freitag
2799,2019,5,15,Samstag
2800,2019,5,15,Sonntag
2801,2019,5,16,Montag
2802,2019,5,16,Dienstag
2803,2019,5,16,Mittwoch
2804,2019,5,16,Donnerstag
2805,2019,5,16,Freitag
2806,2019,5,16,Samstag
2807,2019,5,16,Sonntag
2808,2019,5,17,Montag
2809,2019,5,17,Dienstag
2810,2019,5,17,Mittwoch
2811,2019,5,17,Donnerstag
2812,2019,5,17,Freitag
2813,2019,5,17,Samstag
2814,2019,5,17,Sonntag
2815,2019,5,18,Montag
2816,2019,5,18,Dienstag
2817,2019,5,18,Mittwoch
2818,2019,5,18,Donnerstag
2819,2019,5,18,Freitag
2820,2019,5,18,Samstag
2821,2019,5,18,Sonntag
2822,2019,5,19,Montag
2823,2019,5,19,Dienstag
2824,2019,5,19,Mittwoch
2825,2019,5,19,Donnerstag
2826,2019,5,19,Freitag
2827,2019,5,19,Samstag
2828,2019,5,19,Sonntag
2829,2019,5,20,Montag
2830,2019,5,20,Dienstag
2831,2019,5,20,Mittwoch
2832,2019,5,20,Donnerstag
2833,2019,5,20,Freitag
2834,2019,5,20,Samstag
2835,2019,5,20,Sonntag
2836,2019,5,21,Montag
2837,2019,5,21,Dienstag
2838,2019,5,21,Mittwoch
2839,2019,5,21,Donnerstag
2840,2019,5,21,Freitag
2841,2019,5,21,Samstag
2842,2019,5,21,Sonntag
2843,2019,5,22,Montag
2844,2019,5,22,Dienstag
2845,2019,5,22,Mittwoch
2846,2019,5,22,Donnerstag
2847,2019,5,22,Freitag
2848,2019,5,22,Samstag
2849,2019,5,22,Sonntag
2850,2019,5,23,Montag
2851,2019,5,23,Dienstag
2852,2019,5,23,Mittwoch
2853,2019,5,23,Donnerstag
2854,2019,5,23,Freitag
2855,2019,5,23,Samstag
2856,2019,5,23,Sonntag
2857,2019,6,0,Montag
2858,2019,6,0,Dienstag
2859,2019,6,0,Mittwoch
2860,2019,6,0,Donnerstag
2861,2019,6,0,Freitag
2862,2019,6,0,Samstag
2863,2019,6,0,Sonntag
2864,2019,6,1,Montag
2865,2019,6,1,Dienstag
2866,2019,6,1,Mittwoch
2867,2019,6,1,Donnerstag
2868,2019,6,1,Freitag
2869,2019,6,1,Samstag
2870,2019,6,1,Sonntag
2871,2019,6,2,Montag
2872,2019,6,2,Dienstag
2873,2019,6,2,Mittwoch
2874,2019,6,2,Donnerstag
2875,2019,6,2,Freitag
2876,2019,6,2,Samstag
2877,2019,6,2,Sonntag
2878,2019,6,3,Montag
2879,2019,6,3,Dienstag
2880,2019,6,3,Mittwoch
2881,2019,6,3,Donnerstag
2882,2019,6,3,Freitag
2883,2019,6,3,Samstag
2884,2019,6,3,Sonntag
2885,2019,6,4,Montag
2886,2019,6,4,Dienstag
