Verkehrsaufkommen_ID,Anzahl_KFZ,Geschwindigkeit_KFZ,Anzahl_PKW,Geschwindigkeit_PKW,Anzahl_LKW,Geschwindigkeit_LKW,Zeit_ID_FK,Verkehrsdetektor_ID_FK
57,155.7323135755258,46.685468451242826,146.9110898661568,47.61281070745698,8.816443594646271,30.94168260038241,1348,001
58,145.23977164605137,46.28163653663178,136.12178877259754,47.40437678401523,9.114176974310181,30.88962892483349,1516,001
59,146.3064024390244,46.52515243902439,137.69588414634146,47.634908536585364,11.855945121951219,31.4390243902439,1684,001
60,156.0,49.991395793499045,147.16156787762907,50.99904397705545,8.836520076481836,31.601338432122372,1852,001
61,131.52190622598002,48.46502690238278,121.74711760184474,49.51575710991545,9.771714066102998,32.02382782475019,2020,001
62,151.81463878326997,48.26425855513308,143.09980988593156,49.131178707224336,8.710076045627376,29.874524714828897,2188,001
63,140.26325757575756,47.98674242424242,133.64204545454547,48.90625,8.778409090909092,30.982007575757574,2356,001
64,146.45146088595664,45.338360037700284,135.2243166823751,46.31950989632422,11.226201696512724,30.585296889726674,2524,001
65,174.59516616314198,46.129154078549846,164.952416918429,47.08761329305136,9.641238670694865,29.909365558912388,2692,001
66,190.4653371320038,45.965811965811966,178.69135802469137,46.82431149097816,11.772079772079772,30.14624881291548,2860,001
67,164.18826868495742,45.32166508987701,155.56859035004732,46.216650898770105,8.614947965941344,30.015137180700094,3028,001
68,159.1320754716981,45.296603773584906,149.6332075471698,46.182641509433964,9.499622641509434,30.683018867924527,3196,001
69,153.77431539187913,45.24645892351275,144.79414542020774,46.106704438149194,8.982058545797923,29.797922568460812,3364,001
70,173.796875,45.841911764705884,161.69669117647058,46.673713235294116,12.099264705882353,30.670036764705884,3532,001
71,152.50570342205324,47.915399239543724,142.87737642585552,48.870722433460074,10.57319391634981,31.562737642585553,3700,001
72,164.72960151802656,46.07590132827325,152.28273244781784,46.97817836812144,12.444022770398481,30.916508538899432,3868,001
73,132.43984674329502,46.330268199233714,122.0168582375479,47.40306513409962,10.55249042145594,30.51264367816092,4036,001
74,146.55904761904762,48.287619047619046,136.53428571428572,49.32857142857143,10.023809523809524,29.835238095238097,4204,001
75,99.07919847328245,45.33206106870229,89.99522900763358,46.48664122137404,9.080152671755725,29.85114503816794,4372,001
76,74.6,44.96015325670498,67.54176245210728,46.1816091954023,7.375478927203065,30.11800766283525,4540,001
77,108.24976076555023,44.22870813397129,99.39425837320574,45.21244019138756,11.027751196172249,27.866985645933013,4708,001
78,143.7232824427481,44.25190839694657,134.24141221374046,44.971374045801525,12.5,29.990458015267176,4876,001
79,136.32623574144486,45.05399239543726,126.06615969581749,45.9680608365019,10.26083650190114,28.422053231939163,5044,001
80,147.7665406427221,45.114366729678636,140.83175803402648,45.996219281663514,10.527410207939509,29.86389413988658,5212,001
81,138.0359168241966,45.040642722117205,130.38846880907371,45.80812854442344,10.978260869565217,30.49149338374291,5380,001
82,113.41948802642445,45.06936416184971,105.38232865400495,45.995045417010736,9.95045417010735,29.807597027250207,5548,001
83,88.19187145557656,44.677693761814744,79.20604914933837,45.822306238185256,9.016068052930057,29.919659735349715,5716,001
84,90.41329258976317,46.707410236822,83.05042016806723,47.72192513368984,7.359052711993889,30.174942704354468,5884,001
85,84.37019790454016,47.84284051222352,77.08847497089639,49.022118742724096,7.281722933643771,29.161816065192085,6052,001
86,81.57816091954022,46.367816091954026,74.16206896551724,47.17701149425287,7.409195402298851,30.04367816091954,6220,001
87,100.81674208144797,43.57918552036199,89.31900452488688,43.54524886877828,11.447963800904978,42.160633484162894,6388,002
88,104.93387314439946,44.15114709851552,93.70985155195682,44.0863697705803,11.15114709851552,42.388663967611336,6556,004
89,106.43564356435644,45.2013201320132,94.9059405940594,45.08910891089109,11.473597359735974,42.288778877887786,6724,004
90,162.39385065885799,45.0307467057101,150.93265007320645,44.86676427525622,11.415812591508052,42.97510980966325,6892,005
91,155.19496855345912,44.264150943396224,142.3874213836478,44.07798742138365,12.739622641509435,42.30314465408805,7060,005
92,158.80721003134795,44.391849529780565,146.63949843260187,44.1833855799373,12.130094043887148,42.48119122257053,7228,005
93,155.68304668304668,44.89312039312039,143.36117936117935,44.76535626535627,12.276412776412776,42.00982800982801,7396,005
94,148.48130841121494,45.16043613707165,138.81308411214954,45.03115264797508,9.607476635514018,42.23208722741433,7564,005
95,138.67915309446255,45.071661237785015,128.90390879478826,45.06514657980456,9.724755700325733,42.16123778501629,7732,005
96,136.83870967741936,46.36044880785414,125.9859747545582,46.03225806451613,10.806451612903226,42.546984572230016,7900,005
97,136.41424272818455,52.48244734202608,128.7592778335005,53.5616850551655,7.6529588766298895,31.091273821464394,5,001
98,161.45754245754244,50.27072927072927,149.31968031968032,51.306693306693305,12.137862137862138,34.32167832167832,173,001
99,166.6287242169595,50.21466768525592,156.56226126814363,51.19022154316272,10.068754774637128,33.629488158899925,341,001
100,170.22151898734177,47.130379746835445,159.0253164556962,48.21645569620253,11.19873417721519,32.744303797468355,509,001
101,162.1825922421949,47.614001892147584,152.72658467360455,48.64616840113529,9.45600756859035,30.879848628193,677,001
102,204.84726443768997,47.67933130699088,191.088905775076,48.598024316109424,13.761398176291793,31.943768996960486,845,001
103,186.9098753595398,47.18791946308725,176.77756471716202,48.079578139980825,10.13326941514861,30.70182166826462,1013,001
104,162.38325652841783,47.19047619047619,151.88709677419354,48.12135176651306,10.495391705069125,31.353302611367127,1181,001
105,167.56692160611854,46.63097514340344,157.7676864244742,47.70745697896749,10.109942638623327,31.17208413001912,1349,001
106,162.09351145038167,47.170801526717554,153.74045801526717,48.031488549618324,8.354961832061068,31.606870229007633,1517,001
107,162.1022120518688,47.00381388253242,151.19145690312737,47.958047292143405,10.906941266209001,32.167810831426394,1685,001
108,178.236137667304,49.25430210325048,167.82695984703633,50.132887189292546,10.410133843212238,32.78967495219885,1853,001
109,145.71973307912296,50.567206863679694,136.1916110581506,51.56244041944709,9.527168732125833,33.491897044804574,2021,001
110,162.20607787274454,47.23361823361823,150.68376068376068,48.116809116809115,11.520417853751187,31.380816714150047,2189,001
111,175.58219178082192,46.90867579908676,166.19406392694063,47.6986301369863,9.385844748858448,29.58447488584475,2357,001
112,173.84469696969697,45.353219696969695,162.97348484848484,46.347537878787875,11.361742424242424,30.047348484848484,2525,001
113,176.31221719457014,45.509803921568626,167.32428355957768,46.339366515837106,8.98265460030166,29.984917043740573,2693,001
114,197.158940397351,45.64427625354778,186.6480605487228,46.496688741721854,10.508041627246925,30.052034058656574,2861,001
115,181.28071833648394,45.36672967863894,172.30056710775048,46.21833648393195,8.946124763705104,30.292060491493384,3029,001
116,176.75736961451247,45.32501889644747,167.15343915343917,46.10355253212396,9.605442176870747,30.606198034769463,3197,001
117,178.6515580736544,45.377714825306896,168.2134088762984,46.48253068932956,10.43720491029273,30.002832861189802,3365,001
118,176.5311320754717,45.24905660377358,165.5254716981132,46.05566037735849,11.004716981132075,30.515094339622642,3533,001
119,174.39833080424887,47.252655538694995,162.28831562974204,48.134294385432476,12.11001517450683,31.012898330804248,3701,001
120,179.50425733207192,47.08703878902554,166.82308420056765,48.1438032166509,12.999053926206244,30.66887417218543,3869,001
121,148.84491978609626,47.11764705882353,137.7990832696715,48.1466768525592,11.042780748663102,29.741787624140564,4037,001
122,166.13944603629417,48.8414517669532,155.78987583572112,49.77077363896848,10.501432664756447,30.41069723018147,4205,001
123,98.20952380952382,45.843809523809526,92.21904761904761,47.03523809523809,9.957142857142857,29.312380952380952,4373,001
124,76.98567335243553,45.29417382999045,69.48328557784146,46.4937917860554,7.4947468958930274,28.05826170009551,4541,001
125,115.46738296239448,44.49577897160399,109.45587106676899,45.5287797390637,9.25863392171911,27.14274750575595,4709,001
126,138.6841603053435,44.20706106870229,130.65458015267177,45.14408396946565,11.467557251908397,28.9618320610687,4877,001
127,150.2705792682927,45.02667682926829,140.92759146341464,45.78963414634146,9.340701219512194,28.348323170731707,5045,001
128,161.17975402081362,45.18353831598865,152.0066225165563,45.89593188268685,9.168401135288553,29.894985808893093,5213,001
129,143.5505193578848,44.71860245514637,133.33333333333334,45.40132200188857,10.212464589235127,29.956562795089706,5381,001
130,119.46147607461477,46.20275750202757,111.9521492295215,46.77777777777778,7.5085158150851585,30.08840227088402,5549,001
131,88.0350710900474,44.985781990521325,80.71469194312796,45.989573459715636,7.594312796208531,29.412322274881518,5717,001
132,106.65458015267176,46.29675572519084,99.8206106870229,47.15171755725191,10.301526717557252,30.061068702290076,5885,001
133,99.76508226691043,47.515539305301644,91.16270566727606,48.54753199268738,8.59963436928702,28.93418647166362,6053,001
134,83.94063926940639,46.87899543378995,76.5296803652968,47.917808219178085,7.823059360730594,30.829908675799086,6221,001
135,102.65870307167235,45.07849829351536,92.1467576791809,45.04266211604096,10.445392491467576,42.50511945392491,6389,001
136,107.62781456953643,44.93377483443709,96.58145695364239,44.859602649006625,10.993377483443709,42.93112582781457,6557,004
137,106.92409240924093,44.993399339933994,96.06435643564356,44.85643564356435,10.813531353135314,42.57590759075907,6725,005
138,168.4454409566517,45.41405082212257,154.70254110612856,45.13153961136024,13.689088191330343,43.77428998505232,6893,005
139,159.59205776173286,44.88447653429603,148.78941034897713,44.675090252707584,10.768953068592058,42.888086642599276,7061,005
140,166.46646795827124,45.74068554396423,153.84053651266765,45.481371087928466,12.572280178837556,43.30849478390462,7229,005
141,166.56203288490283,45.20627802690583,154.0119581464873,45.04334828101644,12.497757847533633,43.11210762331839,7397,005
142,164.74078624078624,45.163390663390665,153.7886977886978,45.05773955773956,10.91031941031941,42.484029484029485,7565,005
143,162.40390879478826,47.112377850162865,153.08469055374593,47.16612377850163,9.262214983713354,43.35016286644951,7733,005
144,142.16032608695653,47.110054347826086,132.3111413043478,47.02038043478261,9.778532608695652,43.07065217391305,7901,005
145,122.2008,49.4904,112.9808,50.7696,9.22,32.6544,3,001
146,132.72155688622755,49.224550898203596,120.17065868263474,50.43712574850299,12.549900199600799,34.76646706586826,171,001
147,136.44126074498567,49.563514804202484,125.45749761222541,50.80611270296084,10.979942693409741,32.70773638968481,339,001
148,133.46455938697318,47.377394636015325,122.53831417624521,48.803639846743295,11.517241379310345,31.53065134099617,507,001
149,147.49659863945578,47.709750566893426,137.13454270597128,48.981859410430836,10.54119425547997,30.489795918367346,675,001
150,167.5170777988615,47.195445920303605,155.41366223908918,48.36907020872865,12.103415559772296,31.116698292220114,843,001
151,151.9021113243762,46.91458733205374,142.10556621880997,47.94241842610365,9.793666026871401,31.095969289827256,1011,001
152,142.09334353481256,47.07574598316756,132.59755164498853,48.045906656465185,9.487375669472074,31.569242540168325,1179,001
153,145.7444976076555,46.40191387559808,136.49473684210525,47.414354066985645,9.250717703349283,31.410526315789475,1347,001
154,150.28058103975536,46.61085626911315,143.14755351681958,47.510703363914374,7.136085626911315,29.410550458715598,1515,001
155,132.63082778306375,47.63843958135109,123.80399619410086,48.67840152235966,8.818268315889629,31.157944814462418,1683,001
156,148.38086124401914,47.41244019138756,138.25167464114833,48.43157894736842,10.12535885167464,31.356937799043063,1851,001
157,122.1423076923077,47.776923076923076,112.85461538461539,48.72,9.250769230769231,32.08615384615385,2019,001
158,133.34619093539055,48.34329797492767,124.67695274831244,49.25361620057859,8.668273866923819,31.435872709739634,2187,001
159,135.7092803030303,45.40056818181818,123.78882575757575,46.27651515151515,11.918560606060606,31.24715909090909,2355,001
160,128.8939393939394,45.03409090909091,119.31439393939394,46.21306818181818,9.576704545454545,30.31155303030303,2523,001
161,167.15297663903542,45.84626978146194,157.1605124340618,46.71062547098719,9.968349660889224,29.639035418236624,2691,001
162,174.06308851224105,45.26177024482109,164.45386064030131,46.080979284369114,9.603578154425612,30.27024482109228,2859,001
163,154.26978146194423,45.14016578749058,145.29389600602863,46.05501130369254,8.974378296910324,29.700075357950265,3027,001
164,152.79564806054873,45.0728476821192,141.14758751182592,46.02081362346263,11.635761589403973,30.214758751182593,3195,001
165,136.39798488664988,44.55541561712846,127.67002518891688,45.4471032745592,8.720403022670025,29.642317380352644,3363,001
166,135.53016591251887,45.01734539969834,126.04600301659126,46.164404223227756,12.271493212669684,30.375565610859727,3531,001
167,137.7781990521327,47.01232227488152,126.32796208530806,48.001895734597156,11.438862559241706,30.588625592417063,3699,001
168,169.07495256166982,46.74573055028463,158.83586337760912,47.57590132827325,10.236242884250474,30.040796963946867,3867,001
169,145.7343032159265,47.225114854517614,133.89433384379785,48.31163859111792,11.837672281776417,29.38820826952527,4035,001
170,137.9361904761905,47.55238095238095,128.21619047619046,48.687619047619044,10.345714285714285,28.81047619047619,4203,001
171,91.87535680304472,44.81255946717412,83.42340627973358,46.1360608943863,8.447193149381542,29.46812559467174,4371,001
172,72.14406130268199,44.98314176245211,64.06743295019157,46.23065134099617,8.070498084291188,30.143295019157087,4539,001
173,96.28625954198473,44.41507633587786,88.32824427480917,45.71087786259542,8.28148854961832,28.859732824427482,4707,001
174,136.89848197343454,44.086337760910816,125.37286527514232,44.96299810246679,11.868121442125236,29.54459203036053,4875,001
175,138.7263719512195,44.53810975609756,129.38795731707316,45.39710365853659,9.65548780487805,28.692073170731707,5043,001
176,139.2376893939394,45.353219696969695,130.00662878787878,45.91287878787879,9.223484848484848,29.642045454545453,5211,001
177,129.5499243570348,44.879727685325264,118.75340393343419,45.73676248108926,10.962178517397883,30.54160363086233,5379,001
178,103.40286975717439,45.31236203090508,95.36092715231788,46.354304635761586,12.497792494481237,30.066225165562916,5547,001
179,78.05887939221273,45.14529914529915,70.40550807217474,46.34188034188034,7.651471984805318,30.293447293447294,5715,001
180,90.02898550724638,45.69565217391305,82.77803203661327,46.65827612509535,7.252479023646072,29.620137299771166,5883,001
181,81.92172897196262,47.195093457943926,75.03271028037383,48.23948598130841,6.885514018691588,30.30373831775701,6051,001
182,77.90223792697292,46.34746760895171,69.41224970553593,47.39693757361602,8.489988221436985,30.19316843345112,6219,001
183,104.20275862068965,44.11586206896552,93.51172413793104,44.09103448275862,10.652413793103449,41.2648275862069,6387,002
184,96.69965277777777,43.53125,86.13368055555556,43.55555555555556,10.52951388888889,41.47743055555556,6555,005
185,102.97020484171323,42.906890130353815,92.8342644320298,42.77653631284916,10.072625698324023,40.93854748603352,6723,005
186,154.1050119331742,44.90572792362769,142.63126491646779,44.62171837708831,11.416467780429594,42.875894988066825,6891,005
187,157.84083601286173,43.866559485530544,146.35209003215434,43.71061093247589,11.443729903536978,41.81028938906753,7059,005
188,146.48815165876778,43.95418641390205,134.0568720379147,43.7740916271722,12.40126382306477,41.64612954186414,7227,005
189,140.7607594936709,44.7746835443038,128.1746835443038,44.575949367088604,12.556962025316455,43.14683544303797,7395,005
190,139.7795275590551,44.516535433070864,130.58582677165353,44.44094488188976,9.13228346456693,40.8503937007874,7563,005
191,127.92549668874172,44.85596026490066,118.43708609271523,44.85099337748344,9.397350993377483,41.1953642384106,7731,005
192,126.53679653679653,47.09090909090909,116.26839826839827,47.077922077922075,10.196248196248197,43.37518037518038,7899,005
193,120.63060897435898,49.31009615384615,112.06971153846153,50.50320512820513,8.555288461538462,31.255608974358974,1,001
194,111.67067067067067,49.470470470470474,101.83783783783784,50.76476476476476,9.832832832832834,32.83983983983984,169,001
195,113.09655831739961,48.45028680688336,102.67782026768643,49.70554493307839,11.47131931166348,32.75908221797323,337,001
196,139.72030651340995,47.691954022988504,129.5080459770115,48.8544061302682,10.399233716475095,31.2727969348659,505,001
197,155.12022900763358,47.56965648854962,145.79103053435114,48.62690839694657,9.323473282442748,31.294847328244273,673,001
198,152.64102564102564,47.831908831908834,141.62013295346628,48.84900284900285,11.01994301994302,31.203228869895536,841,001
199,161.3840856924254,47.56159143075746,150.22417750573834,48.62892119357307,11.78194338179036,30.478959449120122,1009,001
200,137.09351145038167,47.14885496183206,128.15935114503816,48.087786259541986,8.931297709923664,30.64503816793893,1177,001
201,131.65358851674642,47.119617224880386,123.60191387559809,48.31483253588517,8.052631578947368,30.028708133971293,1345,001
202,117.90950920245399,46.90950920245399,109.14340490797547,48.13957055214724,8.762269938650308,30.67254601226994,1513,001
203,111.71333333333334,48.58380952380952,104.52952380952381,49.72190476190476,7.182857142857143,29.524761904761906,1681,001
204,136.7501915708812,48.03908045977011,128.7057471264368,49.15478927203065,8.045210727969348,29.557854406130268,1849,001
205,107.35741811175338,49.29961464354528,99.38631984585741,50.347784200385355,7.971098265895954,31.313102119460503,2017,001
206,115.59008579599619,46.62440419447093,106.89037178265015,47.627264061010486,8.699714013346044,30.697807435653004,2185,001
207,114.01711026615969,46.956273764258555,104.69201520912547,48.16825095057034,9.324144486692015,30.297528517110266,2353,001
208,134.14806378132118,44.912680334092634,124.43887623386485,45.96886864085042,9.708428246013668,29.463933181473045,2521,001
209,138.66069745523092,45.37229029217719,129.70593779453347,46.359095193213946,8.956644674835061,29.378887841658813,2689,001
210,181.044080604534,45.6448362720403,171.58564231738035,46.47858942065491,9.758186397984886,28.96095717884131,2857,001
211,163.52696310312206,45.53263954588458,153.77956480605488,46.40302743614002,9.748344370860927,29.241248817407758,3025,001
212,138.59245283018868,44.988679245283016,130.18018867924528,45.98679245283019,8.41132075471698,30.173584905660377,3193,001
213,132.32096896290687,45.75473126419379,125.46101438304315,46.64723694171082,9.092354277062832,28.352763058289174,3361,001
214,135.79225684608122,44.551463644948065,126.2596789423985,45.76109537299339,9.52880075542965,28.796978281397546,3529,001
215,119.20359848484848,47.56155303030303,111.96212121212122,48.59375,10.233901515151516,31.43371212121212,3697,001
216,135.59318181818182,47.22878787878788,125.48409090909091,48.45378787878788,10.728030303030303,29.991666666666667,3865,001
217,109.53544061302682,48.35057471264368,100.4080459770115,49.62068965517241,9.125478927203066,30.310344827586206,4033,001
218,120.66571155682904,47.02769818529131,115.7803247373448,47.98567335243553,9.421203438395416,28.26552053486151,4201,001
219,86.37155963302752,45.37155963302752,77.52675840978593,46.62996941896024,9.008409785932722,30.461009174311926,4369,001
220,73.75904761904762,45.05428571428571,65.81809523809524,46.10857142857143,8.18,28.01142857142857,4537,001
221,96.3912213740458,44.00667938931298,85.67843511450381,45.333015267175576,11.043893129770993,28.12213740458015,4705,001
222,126.41793313069908,44.46656534954408,117.94528875379939,45.472644376899694,10.324468085106384,27.00455927051672,4873,001
223,125.84976076555024,44.90334928229665,115.36842105263158,45.91196172248804,10.48133971291866,27.52153110047847,5041,001
224,131.051593323217,45.35508345978756,122.18740515933233,46.20030349013657,8.858118361153263,29.100910470409712,5209,001
225,116.40397350993378,44.688741721854306,107.49195837275307,45.704824976348156,13.441816461684011,29.74550614947966,5377,001
226,94.2654970760234,45.150877192982456,86.80701754385964,46.18011695906433,10.210526315789474,30.5906432748538,5545,001
227,80.52279635258358,44.61550151975684,71.69908814589665,45.82294832826748,8.99240121580547,29.88905775075988,5713,001
228,76.83877159309021,47.23992322456814,73.10172744721689,48.30038387715931,7.190978886756238,29.07485604606526,5881,001
229,79.70900692840647,47.84411085450346,69.49884526558891,49.147806004618936,10.322170900692841,29.08429561200924,6049,001
230,70.63849765258216,45.47300469483568,62.30046948356807,46.13145539906103,8.333333333333334,32.01995305164319,6217,001
231,97.41489361702128,45.22872340425532,88.33865248226951,45.27836879432624,9.00354609929078,41.04964539007092,6385,002
232,98.63489208633094,43.973021582733814,89.15287769784173,43.87769784172662,9.41546762589928,40.80395683453237,6553,005
233,109.56944444444444,44.325,99.89722222222223,44.166666666666664,9.597222222222221,41.986111111111114,6721,004
234,148.7496183206107,45.102290076335876,138.15725190839694,44.84885496183206,10.50381679389313,42.581679389312974,6889,005
235,183.55692307692308,44.67076923076923,170.93846153846152,44.32769230769231,12.587692307692308,42.37538461538462,7057,005
236,137.53213367609254,45.30976863753213,125.8547557840617,45.005141388174806,11.6426735218509,42.81619537275064,7225,005
237,144.27272727272728,44.44827586206897,132.29467084639498,44.307210031347964,11.942006269592477,42.90438871473354,7393,005
238,127.1956155143339,44.60370994940978,117.01686340640809,44.52445193929174,10.102866779089377,41.897133220910625,7561,005
239,120.88072122052705,45.697642163661584,112.54507628294036,45.78918169209431,8.217753120665742,41.40499306518724,7729,005
240,117.75628140703517,45.97738693467337,108.19095477386935,45.88442211055276,9.467336683417086,42.253768844221106,7897,005
241,227.897,50.417,215.774,51.19,12.122,33.754,6,001
242,229.60179640718562,48.73253493013972,214.6117764471058,49.48802395209581,14.98502994011976,34.33632734530938,174,001
243,223.77625570776254,48.64992389649924,208.7496194824962,49.37823439878235,15.026636225266362,34.75418569254186,342,001
244,236.66602687140116,46.87619961612284,224.58829174664106,47.563339731285986,12.118042226487525,32.658349328214975,510,001
245,234.02173913043478,47.04725897920605,221.83175803402648,47.891304347826086,12.19281663516068,31.468809073724007,678,001
246,272.65651180502664,46.878141660319876,258.019040365575,47.627570449352625,14.757806549885759,31.253617669459253,846,001
247,239.41929321872016,46.658070678127984,228.55300859598853,47.293218720152815,10.865329512893982,31.617000955109837,1014,001
248,229.48850574712642,46.38793103448276,218.97701149425288,47.04214559386973,10.510536398467433,30.78639846743295,1182,001
249,250.42245989304814,46.20168067226891,239.7135217723453,46.93124522536287,10.708174178762414,31.30557677616501,1350,001
250,247.13671128107075,45.82695984703633,236.3623326959847,46.48183556405354,10.755258126195029,31.91395793499044,1518,001
251,248.56285714285715,45.88761904761905,235.46,46.4847619047619,13.102857142857143,32.11047619047619,1686,001
