Koordinaten_ID,Koordinaten
1,"POLYGON ((13.377211651349565 52.56090603589203, 13.37714765631473 52.560661717230786, 13.370831230223214 52.56054113863152, 13.369935781381221 52.559929099488734, 13.366657266179176 52.558227611553, 13.365103996263853 52.55811780458374, 13.364524295028266 52.56117595288045, 13.360097589104987 52.56047160700523, 13.359714673637889 52.56185484463376, 13.356897039911253 52.56201696112695, 13.349088933719656 52.56192863444508, 13.337101881651227 52.56445636776952, 13.331792139708408 52.56165918596783, 13.330922933458606 52.562151279582515, 13.326794780325432 52.56238208249499, 13.326163442599285 52.56141903081476, 13.324875757000486 52.56077529582408, 13.317764317433978 52.559739478878434, 13.309670201565396 52.55772201990658, 13.303617594163955 52.55129243945869, 13.301530461543415 52.5488063524014, 13.317935772613176 52.548237672943216, 13.3262333017687 52.541874207263, 13.327326130645966 52.54143052563856, 13.327191192314997 52.53964618187031, 13.329134475327642 52.53823049479058, 13.326826812244834 52.53774927965076, 13.311412898398912 52.53561428745689, 13.312549111621491 52.53264672646013, 13.313030156493687 52.531873629234056, 13.317514621551004 52.53237654532454, 13.317051554495425 52.53205028954474, 13.317305026315122 52.53154474317816, 13.316613958541526 52.5311623574167, 13.316747512327149 52.53090461070472, 13.31335419450725 52.53026077526924, 13.316648801162524 52.52096317571861, 13.317798439635203 52.52036668735391, 13.3187786360122 52.52111494453002, 13.31868781513034 52.52207240863746, 13.318942465543165 52.5230746208265, 13.319550466494151 52.52377562095262, 13.320264984382302 52.52418509907063, 13.321371660452682 52.52451911718668, 13.32325227028461 52.52468732782123, 13.325060172972186 52.524459650996704, 13.326920178386814 52.52371731968641, 13.3286601087048 52.52255121899386, 13.329195137667343 52.521929439325255, 13.329552865868836 52.52092402860814, 13.329100241727096 52.518989611443324, 13.329275288584638 52.51844061979506, 13.329787305206219 52.51781311776585, 13.330889235441399 52.517129568827485, 13.332283581462576 52.51670448230011, 13.33421538537805 52.516771992742456, 13.334793281550155 52.5155040760642, 13.335378960671024 52.514859829343564, 13.336136198279435 52.51437704585151, 13.335922725451349 52.51395811307351, 13.33610765561499 52.51396970496322, 13.33585375941424 52.513293389260916, 13.331875224090645 52.51303083809441, 13.331550538348703 52.51279421625264, 13.330558558156477 52.51283065533261, 13.330782483098908 52.51249718560138, 13.331194416097464 52.51230689016862, 13.334027283782714 52.51171587551112, 13.332755532172413 52.51096998361755, 13.330043302964043 52.510075433181065, 13.333899573256089 52.50884400023329, 13.333965651445881 52.50897599488047, 13.334658895725537 52.50875935724205, 13.334866123494129 52.50848028412865, 13.334842770933943 52.50815938461144, 13.333749856908481 52.50672136199614, 13.335404135624565 52.50587980641082, 13.336759432785692 52.50571689499377, 13.338637730121974 52.505919988740196, 13.339067545815277 52.505074228010486, 13.340010269852703 52.505152554887594, 13.341500536239147 52.50494117746471, 13.357519042162112 52.501104854064714, 13.362537544291675 52.49966269513629, 13.369356010618304 52.49873654971134, 13.370846443177475 52.499898696526806, 13.371382485755655 52.50157338294682, 13.373606237393464 52.50416332423684, 13.374398493963403 52.50338939553853, 13.374681426961407 52.503234877161056, 13.37497725748246 52.50337775476718, 13.377649151930022 52.50796749734292, 13.378938130449047 52.50693044462582, 13.399231518172625 52.50807710403674, 13.400228827370567 52.509381074384194, 13.402753419102517 52.50853567468286, 13.404434237351204 52.507774708652796, 13.405284802765404 52.50821062687838, 13.408029436066926 52.50618017960035, 13.409970810221068 52.50692568863782, 13.411520953977943 52.504891267558925, 13.414072830853002 52.504037929609034, 13.41459228318844 52.50479445042203, 13.414909208098097 52.50491633602074, 13.417601447576041 52.50417012413092, 13.41821331064228 52.50501791016916, 13.418942826714643 52.505060082916906, 13.419430913360454 52.505649108650694, 13.421542207027052 52.50507639476768, 13.423077731865622 52.50498133545222, 13.424950589673871 52.50517975615508, 13.4267088450617 52.50579859163662, 13.427200304204371 52.50566606107522, 13.428816440006937 52.50797982143057, 13.42902780934353 52.50803543255258, 13.429402280699215 52.508572215810524, 13.429126258166987 52.50890186776278, 13.428372719624877 52.50907087276204, 13.42452097922077 52.511367571602655, 13.422780582410002 52.51223442746427, 13.42384091614312 52.51336864417453, 13.425096133812303 52.51506992094366, 13.42675408594616 52.517959166561724, 13.426151225438995 52.5180685906551, 13.426305370080803 52.51828902420119, 13.425926877401633 52.518391720572765, 13.426916574765784 52.519744070350306, 13.428401378473472 52.519585885296415, 13.429181450745954 52.52122403426787, 13.425547875286602 52.522790948040644, 13.426521320920507 52.522939076088896, 13.42650191023649 52.52329123059276, 13.425433864539391 52.523440768689746, 13.423769250944954 52.52396526263721, 13.415431658813207 52.527463060497084, 13.411313721791247 52.52862115483801, 13.40558573781651 52.52966497959654, 13.406086422861279 52.53060510296824, 13.405991046649781 52.530780672238045, 13.406424250944033 52.53234845790022, 13.408349863432052 52.53434791425369, 13.407486162784648 52.53468979585039, 13.404704551635373 52.54018771114882, 13.40419076277521 52.54040126277711, 13.403527878148385 52.54021344626432, 13.40337826955189 52.540505866554625, 13.402030936160005 52.540124543875045, 13.400905798579071 52.5419602963257, 13.400245561519036 52.54337638143195, 13.399815645997768 52.545059481760106, 13.399206481877348 52.546530413294484, 13.400303697326638 52.54664552481055, 13.399233479972066 52.54906757982456, 13.398899838496513 52.550885638432405, 13.396846031574597 52.550703768798094, 13.397629799057947 52.551417956650255, 13.397980766481476 52.5521964301558, 13.398067362534048 52.55280594393734, 13.397308498184534 52.55565581496404, 13.397166649039164 52.557887740334884, 13.396536404628174 52.56043277076693, 13.395905160332646 52.56182160220538, 13.394901190362459 52.562951857348054, 13.39318954074196 52.56455726908951, 13.39134214765305 52.56562052382535, 13.390710103842359 52.56579615032513, 13.390628788397212 52.566021483603016, 13.388918414987632 52.56700113996962, 13.38879310799862 52.5671546734625, 13.389060096950498 52.56737951286904, 13.388655284766593 52.56765886587911, 13.388400559754315 52.56766859728708, 13.387902138796692 52.56731009146637, 13.384297765900941 52.567713444472005, 13.381159985472904 52.56642246213004, 13.378585028302599 52.566192970987835, 13.377211651349565 52.56090603589203))"
2,"POLYGON ((13.45529014391105 52.52127227267394, 13.456157240577744 52.52245760678711, 13.455799803194584 52.522552293566, 13.452182818460436 52.52779576788639, 13.447168281855445 52.526408396824635, 13.442277413439106 52.531025593025575, 13.438748232659188 52.528777835477904, 13.438310659635158 52.52880050043554, 13.437481555232216 52.52954802023927, 13.425026906181678 52.52809518056001, 13.424854476628346 52.52787783813533, 13.423642107832306 52.5279149667068, 13.419753208818554 52.52554559739683, 13.424098947542937 52.5238444176008, 13.42650191023649 52.52329123059276, 13.426521320920507 52.522939076088896, 13.425547875286602 52.522790948040644, 13.429189762712756 52.521203824867456, 13.428401378473472 52.519585885296415, 13.426916574765784 52.519744070350306, 13.425926877401633 52.518391720572765, 13.426305370080803 52.51828902420119, 13.426151225438995 52.5180685906551, 13.42675408594616 52.517959166561724, 13.425096133812303 52.51506992094366, 13.42384091614312 52.51336864417453, 13.422780582410002 52.51223442746427, 13.42452097922077 52.511367571602655, 13.428372719624877 52.50907087276204, 13.429126258166987 52.50890186776278, 13.429402280699215 52.508572215810524, 13.42902780934353 52.50803543255258, 13.428816440006937 52.50797982143057, 13.427200304204371 52.50566606107522, 13.4267088450617 52.50579859163662, 13.424950589673871 52.50517975615508, 13.423077731865622 52.50498133545222, 13.421542207027052 52.50507639476768, 13.419430913360454 52.505649108650694, 13.418942826714643 52.505060082916906, 13.41821331064228 52.50501791016916, 13.417601447576041 52.50417012413092, 13.414909208098097 52.50491633602074, 13.41459228318844 52.50479445042203, 13.414072830853002 52.504037929609034, 13.411520953977943 52.504891267558925, 13.409970810221068 52.50692568863782, 13.408029436066926 52.50618017960035, 13.405284802765404 52.50821062687838, 13.404434237351204 52.507774708652796, 13.402753419102517 52.50853567468286, 13.400228827370567 52.509381074384194, 13.399231518172625 52.50807710403674, 13.378938130449047 52.50693044462582, 13.377649151930022 52.50796749734292, 13.37497725748246 52.50337775476718, 13.374681426961407 52.503234877161056, 13.374398493963403 52.50338939553853, 13.373606237393464 52.50416332423684, 13.371382485755655 52.50157338294682, 13.370846443177475 52.499898696526806, 13.369528193921726 52.49886975284744, 13.369727685013343 52.49877537982533, 13.369600660893406 52.49810929239758, 13.368678416000112 52.49738540704456, 13.368412917945266 52.49448238202977, 13.368581451929892 52.49395556865321, 13.368215305236783 52.49333092108655, 13.371077209228966 52.49291285767341, 13.37106883149886 52.492756916858404, 13.376434118120615 52.49167598692637, 13.376404135645833 52.49143265291134, 13.375475267808769 52.49045635647978, 13.375399251969084 52.48943199498534, 13.374731168871655 52.489380343826156, 13.373536148385197 52.487981908515756, 13.373502307068467 52.48774584824613, 13.374163640323287 52.48771104480738, 13.374020982529645 52.485169687630744, 13.371642978243836 52.48518355050643, 13.371569403646253 52.484950547993364, 13.386268522660172 52.4848636074861, 13.38629095211158 52.48582647726411, 13.394253455314017 52.485771490565384, 13.394240009299706 52.48410472206999, 13.400228846554716 52.48390532689621, 13.406395248988474 52.48277046362933, 13.406864685168602 52.48548034249799, 13.408529432279972 52.48714199204255, 13.40771988030934 52.48875160983548, 13.407885995593105 52.48886083081797, 13.420842987388836 52.48716818967181, 13.423681544864067 52.48635828788528, 13.424938348739756 52.487784264886336, 13.425411005115498 52.48808522208677, 13.420789032243546 52.49547582654317, 13.420401145959179 52.49586381903805, 13.422619211659924 52.495408003675685, 13.438271025197382 52.49037578347339, 13.43926403416056 52.489610450991805, 13.439628201902272 52.48965901454214, 13.439761300918715 52.490352938386366, 13.440037200536368 52.49073283504471, 13.445099775628647 52.494490440023796, 13.445819127476033 52.4947167297873, 13.447093966426303 52.494634308479526, 13.447728703072533 52.49474930847277, 13.45064784305693 52.49694200941004, 13.451420371300788 52.49732338222278, 13.452666394183082 52.497574684424634, 13.454067485907274 52.4975588530189, 13.459483170992877 52.49654396386146, 13.461925782154179 52.495588979015665, 13.463056793013983 52.495352414370394, 13.463185619750396 52.49544692935499, 13.463983450208504 52.49502521762626, 13.463174255572481 52.49434876961673, 13.463199658729648 52.49421548383725, 13.46421618445135 52.493742638124935, 13.467059331928063 52.49268632038966, 13.471018876164464 52.49148723276804, 13.473787271133551 52.4910336618486, 13.475441052548225 52.490326155360336, 13.477685594891705 52.48878308701664, 13.477985511120078 52.487865248861866, 13.478631305150056 52.48703321844129, 13.479239826256114 52.4878714542077, 13.47942272891825 52.48792342684021, 13.481683971083111 52.487635114792845, 13.482055731356041 52.48744347674734, 13.482955978077154 52.486046320231374, 13.48673891093327 52.48764921252387, 13.488503832909963 52.48783601524655, 13.490709081950314 52.48744368857378, 13.49145351470173 52.48826564808013, 13.488812855939354 52.489248549772505, 13.488462082405402 52.489888247601996, 13.486087476492573 52.49079873882418, 13.485773194014147 52.49119963586023, 13.484935947176645 52.49160378876269, 13.484145436082873 52.49165805584269, 13.473080453285553 52.4989906598575, 13.468572694060816 52.499651704717, 13.469754585629683 52.50232317818982, 13.470206937595972 52.5037427572771, 13.471291134395484 52.50500238571015, 13.471163157012873 52.505134311555956, 13.471749101665628 52.50573557586633, 13.472711893348645 52.506359180745804, 13.472826546445335 52.50670679648816, 13.473408523312427 52.50692376134651, 13.473066436473099 52.507126167221436, 13.475419256079059 52.50963380748691, 13.47582822507807 52.510257072739186, 13.47626648363358 52.51044080209329, 13.475927697312123 52.51211379926169, 13.475437732670649 52.51343320959859, 13.475886882796116 52.514862971375585, 13.477484512261736 52.51438871069219, 13.47774771495388 52.51472915131085, 13.476547058411391 52.515172895925225, 13.474196624642655 52.51911651213366, 13.473759990075642 52.51908824192659, 13.473082261531344 52.51988015520756, 13.473213104050279 52.51987668264945, 13.472271610136394 52.52067821574189, 13.462695067516114 52.51992757256359, 13.45529014391105 52.52127227267394))"
3,"MULTIPOLYGON(((13.504807966473637 52.61959821024611, 13.503765626599534 52.61920565347862, 13.50344004302075 52.61899422999257, 13.505438096063594 52.61968574058789, 13.50545214962453 52.619888121262996, 13.504807966473637 52.61959821024611)), ((13.392905849730754 52.64564885142851, 13.39274416363959 52.645643735976186, 13.39270047065403 52.645581618472306, 13.392785769328478 52.64549470980901, 13.392905849730754 52.64564885142851)), ((13.393058027713492 52.645908873563684, 13.393066484628143 52.64600881423187, 13.393090160305523 52.64603353666251, 13.393020764738791 52.646005586728236, 13.393058027713492 52.645908873563684)), ((13.4519133203368 52.52773628273788, 13.452182818460436 52.52779576788639, 13.45241660749008 52.52752622733567, 13.455799803194584 52.522552293566, 13.456157240577744 52.52245760678711, 13.45529014391105 52.52127227267394, 13.462695067516114 52.51992757256359, 13.47210726619803 52.52069431861965, 13.470298635691092 52.52237922212098, 13.468585217267137 52.52329936122249, 13.466022516998185 52.524061664874395, 13.462756112244515 52.52450404543586, 13.45911774166228 52.52576808951367, 13.458179420047788 52.526398984884594, 13.45619649542896 52.52826479375529, 13.460674496678271 52.52935789897405, 13.463389440541176 52.532633739128336, 13.464444652148057 52.532989425162846, 13.464524620182432 52.533201606871444, 13.466958826294425 52.53405467842278, 13.467308158943753 52.534029595758184, 13.468742672825373 52.534712265206124, 13.467785234420807 52.536141782688915, 13.466384159255854 52.53665687208946, 13.467647657533638 52.538449745589595, 13.467310159361652 52.538495167407355, 13.469840571563248 52.54045833240522, 13.46701747704771 52.54807100372056, 13.467363053613312 52.54832073417547, 13.468525964914749 52.54823046635426, 13.469928927577953 52.547741871437594, 13.479645442271133 52.54754707068898, 13.480459527595663 52.548120483363036, 13.479765163263814 52.549101478737064, 13.479341966547675 52.549302951135274, 13.479747385685826 52.54962138523506, 13.480081860368035 52.549470065465336, 13.480254047141118 52.54960266294888, 13.480371895941193 52.54945187848759, 13.481687492302367 52.5494867701331, 13.482222382746615 52.549647518960995, 13.486116835297741 52.55239840250136, 13.490350365694699 52.55169483309932, 13.494429764964002 52.55078465402036, 13.49544336288925 52.552999723713484, 13.495673626567381 52.553865283732925, 13.495531794121762 52.555003340387074, 13.494906983358922 52.5560818327562, 13.491668200238118 52.559447868106886, 13.4908539411373 52.56008349633079, 13.487289237497393 52.56128804993897, 13.485397820586856 52.56155054077894, 13.485187787389343 52.56179867292077, 13.485321088362056 52.56227428073568, 13.485595616856525 52.56241827604068, 13.486068843286679 52.56415316452273, 13.483673268699075 52.56442665826556, 13.48415427790526 52.566026655299595, 13.483590181925013 52.56611933806449, 13.48758849506842 52.56921866285721, 13.482601034572768 52.57163500258047, 13.482795363462222 52.572631842080725, 13.482027042925507 52.57249435864826, 13.479459407440617 52.57269405839094, 13.479575391867208 52.57334127480554, 13.479855613895376 52.5733246705702, 13.479887899639587 52.57351076527692, 13.479620432457901 52.57352805486247, 13.479625124031937 52.57377805327493, 13.480076620302366 52.57502190677061, 13.48008093903596 52.5751381156807, 13.479745180638059 52.57514978167876, 13.47991450177503 52.575414984573655, 13.47999040469739 52.577694873591724, 13.48051601545209 52.57770260928377, 13.480204547442584 52.577913898650536, 13.479735411999902 52.57960355003664, 13.479719687622238 52.58106549247792, 13.480009815148701 52.58224991942228, 13.480477023940479 52.58353337798099, 13.481612510983261 52.583315098544226, 13.481974641319145 52.58400206934281, 13.483565823563016 52.584076691565784, 13.484330404730443 52.58563809196141, 13.484646283983244 52.58561831810035, 13.48530829272314 52.58713085495471, 13.486003978301566 52.58801371945109, 13.486945253765372 52.58883900260754, 13.488404905792715 52.58978404662089, 13.50517610446881 52.59646285604879, 13.49897350532754 52.60516210623847, 13.496661617590243 52.60502723840428, 13.498508983211847 52.61074347373355, 13.503308098576156 52.61899284151937, 13.503702714843662 52.619261401977525, 13.505458268667113 52.61997476200203, 13.50585469924318 52.625751924173045, 13.511391899495084 52.627787422973164, 13.517816471310576 52.62956530104784, 13.518471034971094 52.63169672542176, 13.520410882010777 52.635710482995975, 13.52105732065708 52.63749495148651, 13.521718849166124 52.638660266012906, 13.522439809690432 52.64076142907967, 13.523021983682014 52.64503466905333, 13.520391170099726 52.64487697026369, 13.519266079190484 52.64694601003011, 13.515186771711093 52.646118883181494, 13.51282787452338 52.645399462309356, 13.504722841987192 52.64956370315002, 13.50314302936833 52.64997083432509, 13.49075954785213 52.65479671597412, 13.485359316853266 52.659425587913496, 13.488424199077786 52.67078667967139, 13.485218702077994 52.669640289702556, 13.477974564122572 52.66767808971964, 13.475832749433188 52.66654756337176, 13.475697241288241 52.66665211831237, 13.475547373973425 52.66718449430723, 13.475681362310256 52.6675354106915, 13.475300995286489 52.66790194420292, 13.474585504017988 52.66806371371211, 13.474531913133868 52.66822195379881, 13.476466385680546 52.671358106109835, 13.48008439154869 52.67485839367593, 13.479487807820433 52.67550765972353, 13.477273246383964 52.6739007800604, 13.475492694787325 52.675007703702036, 13.47071450797365 52.67102347479544, 13.47052278350234 52.671073048058545, 13.465928018710235 52.66711841706355, 13.459553728300762 52.66897514709914, 13.45550608839144 52.66574873612605, 13.45078570288789 52.66266738284661, 13.453945110026147 52.66184985454982, 13.46238310369884 52.65754023032615, 13.473512918109947 52.65653123086525, 13.474262624603378 52.655752241586725, 13.474039192898013 52.654859527307444, 13.474118191236006 52.65451509134036, 13.473906539106078 52.65411854158119, 13.472176465387948 52.65341113757018, 13.470495803905159 52.65236167931479, 13.469966707036086 52.65186292511831, 13.469267385313918 52.65166524719985, 13.467074928551636 52.651653444432476, 13.46572367463658 52.65116857585512, 13.46305696796755 52.64992410139245, 13.462208668687591 52.648893040949744, 13.460413757277125 52.64847666963811, 13.459732605599267 52.64808143578244, 13.452084512812474 52.64869941660909, 13.452097803177166 52.64967166958727, 13.448737382676688 52.65000132371493, 13.447490394367534 52.65002505332758, 13.44491327221567 52.64950179450463, 13.443309602406492 52.649537529833786, 13.443198866175885 52.64934937108208, 13.442893829745305 52.64936000859396, 13.442772768340419 52.64912426008066, 13.441609849682958 52.649023017001596, 13.441546174471355 52.64938361119941, 13.440821315868671 52.6492630733278, 13.439790461216099 52.64526691821036, 13.43400913152781 52.64428278958222, 13.433389852688226 52.641474453418034, 13.434261089684515 52.63795384842032, 13.43272251482249 52.63737783173772, 13.427630518808732 52.63751173282484, 13.424354559028941 52.6354648765266, 13.420790406972515 52.63740576788614, 13.416550012222292 52.63943380855072, 13.414258350111743 52.64124018161576, 13.414751334353687 52.641779866708774, 13.414736398598404 52.642384977866094, 13.414418751430851 52.64251164313647, 13.413629492239412 52.64246571600847, 13.412292294307163 52.643481951831056, 13.40788456207366 52.64268562675024, 13.406590405053658 52.643846024761956, 13.403240885485085 52.64518696250773, 13.397905863583972 52.64811458684619, 13.397937599193986 52.64828894477655, 13.397270120995163 52.64814957607683, 13.396388676527785 52.64742385261271, 13.394501840981372 52.647532469409704, 13.393909099165228 52.64669228292976, 13.39386737655732 52.64631735429326, 13.393148187687403 52.64596353835358, 13.393297594331708 52.645798405868206, 13.392931557522648 52.64556210530384, 13.393178090581891 52.64541075182846, 13.39284570567124 52.64532265485275, 13.39284779629624 52.64546720295334, 13.39271803433611 52.645307427487786, 13.392948821323309 52.64523477400032, 13.392379452904807 52.64497805519416, 13.392406588828594 52.64478266450704, 13.391912233294983 52.64474945013641, 13.392330978298196 52.64440394865169, 13.391961188801684 52.644460167003096, 13.392016090881826 52.64432345027401, 13.391830102012404 52.64419888320212, 13.39217187672506 52.64404199154023, 13.391744685287069 52.64384145012354, 13.392285524212655 52.64370480156797, 13.39150214511976 52.64363315572238, 13.39228686280569 52.643651782391544, 13.392247742288713 52.643275665460514, 13.391971846626769 52.6432933013201, 13.391973564120963 52.643474536315715, 13.391300073325537 52.643547003335804, 13.39130400118227 52.643176172830614, 13.391117862752717 52.64321010323007, 13.391153228726795 52.643069678037406, 13.390668620755934 52.64262214587983, 13.390898762662143 52.64247214787117, 13.390144878414931 52.642435562449826, 13.390590686023597 52.64219410894915, 13.390204843178223 52.64215422460778, 13.39026195089732 52.6418890854871, 13.390464170138765 52.641825237407915, 13.390045321685102 52.64157016521923, 13.390396598371453 52.64150471050902, 13.390180733485327 52.64134611776053, 13.389658792088243 52.64151936375444, 13.389686964829963 52.64122519549973, 13.39005153011354 52.641185402691434, 13.389912872119314 52.640994808051595, 13.390115198558407 52.640839398605905, 13.390402011386099 52.64085250255544, 13.390132919592824 52.64050736233887, 13.389910561374524 52.64053820021711, 13.390609617459589 52.63991509864396, 13.389871473119285 52.639398439500354, 13.389613409645218 52.63937303884635, 13.38993628454991 52.639122283377816, 13.389605672334985 52.6390175678185, 13.389761902270026 52.638901362079245, 13.38943813531059 52.63883727012198, 13.389818036618987 52.638780576917725, 13.389353709529356 52.638249689895034, 13.38906108232078 52.63813063620756, 13.389328830744395 52.63795496210195, 13.388944268790365 52.637857935572654, 13.389205089883985 52.63762419411052, 13.388621291410399 52.637593660311396, 13.38830501250724 52.63741783800603, 13.38822835921381 52.637174489876564, 13.38761749445791 52.63723794251676, 13.387055651790932 52.63698677493257, 13.386358310508214 52.63692633552505, 13.386374440939635 52.636742636979314, 13.385150211146604 52.63651864212143, 13.385213144618183 52.636352745369976, 13.385079542583863 52.63626298390313, 13.384760668091294 52.63644789534483, 13.384530243578414 52.63624286206293, 13.384307073067244 52.636390065767436, 13.384026236730895 52.636183561699504, 13.383833297979368 52.63632525190075, 13.383934521947555 52.636462215989134, 13.383498473546842 52.63643395107681, 13.38332637004357 52.636636154976074, 13.382958020006697 52.63634945974198, 13.381813974248624 52.636396612171374, 13.382050148247815 52.636083878957706, 13.381934748305085 52.6359519972559, 13.382692580149092 52.63574656390744, 13.382859100228202 52.635217302668124, 13.379966957198256 52.634408206847276, 13.380104760739831 52.63427820338866, 13.37940117003905 52.63387206175077, 13.378709127786557 52.634352552954475, 13.377684525141655 52.63338981080221, 13.377617584449384 52.63307064185901, 13.37727405031035 52.633187736548145, 13.376793423567463 52.63291599982863, 13.376791914515122 52.63278311108116, 13.377061973447844 52.63282454634127, 13.377192577628023 52.63267355264489, 13.376563584915187 52.632414032921396, 13.376886634030742 52.6322889453897, 13.376869209467404 52.632174827413536, 13.376472927159845 52.63214061674334, 13.37653726655761 52.63194104556924, 13.376358022107723 52.63178336927749, 13.375822027908765 52.63160710853519, 13.37634362968136 52.63136868969442, 13.376157650499213 52.63114276043725, 13.37628166137343 52.63080621221166, 13.377022368665784 52.62981925887618, 13.376824795032997 52.62953538695103, 13.377023206903946 52.629337832418656, 13.376850057364974 52.62915624344118, 13.37636563557573 52.629214968598646, 13.3766789496112 52.62889477967028, 13.375827115636291 52.62903792676109, 13.376266944492745 52.6287508519502, 13.376377978646197 52.628378260781, 13.375726532401305 52.6284487196324, 13.37545221637314 52.62867854249207, 13.375233921107746 52.628606228226474, 13.374779977308826 52.62797018499868, 13.374632573677767 52.62799972066468, 13.37457248254561 52.627766839754614, 13.374185991621497 52.62791842758229, 13.374142302342042 52.62767642097623, 13.373546654165773 52.62779951144554, 13.372976807442795 52.62744526422962, 13.372690435559061 52.62757448627222, 13.372322082205736 52.62727065588559, 13.371604831596045 52.62740051703288, 13.371483504009253 52.62716031908716, 13.370802955630392 52.62737528483651, 13.370439423980367 52.62703671983166, 13.370174914383089 52.62706893649897, 13.37023189005007 52.62682275694803, 13.369872268391113 52.626688518395305, 13.369510292455564 52.62601353030106, 13.369134536835933 52.62603290260253, 13.369162050948264 52.625829366551, 13.368529863246053 52.62557898377653, 13.367684103486267 52.62571514286297, 13.367657284855607 52.62600581057627, 13.367219110240399 52.62575114430964, 13.366938655179977 52.62585065601685, 13.366928145078097 52.62534641502126, 13.36719357104013 52.62531357991791, 13.3679076596178 52.62407214073679, 13.371554259137183 52.619695237534586, 13.375227805122712 52.61422598389195, 13.375716955769203 52.61323896691891, 13.376284247905591 52.6111286358228, 13.376353890117004 52.60932251363962, 13.376211765861758 52.60773845069893, 13.370571926116343 52.5994791997084, 13.36064836473123 52.59126826554848, 13.355693495184866 52.59088689969335, 13.351757078120038 52.5907936525894, 13.347557123530532 52.59008319286122, 13.349133444104112 52.58920027864821, 13.34991952456657 52.58923928791046, 13.349791323294273 52.588909688293825, 13.352234495066616 52.58758781224804, 13.352105257566393 52.58753416238527, 13.357818719103898 52.5843861053115, 13.358813522569294 52.584171679495576, 13.359216193344507 52.58377475906889, 13.363451167536365 52.58143321761125, 13.363867895779784 52.58125229644229, 13.364011492600431 52.58146800635426, 13.365715636536788 52.58034777544061, 13.371180110301948 52.577289599709, 13.375145730879844 52.57563173360579, 13.3781569724801 52.57361443941047, 13.378483102238214 52.57371627041791, 13.37858928360776 52.5734134506335, 13.378916840278816 52.573454583648896, 13.379035902334156 52.57306611158196, 13.379270815032196 52.573094727365124, 13.379684701228241 52.57252424824315, 13.382238951334319 52.572021192828586, 13.38308223084878 52.57233288719926, 13.388263885482463 52.569478857538044, 13.387774784535807 52.569146938831736, 13.389281658499934 52.56824251814342, 13.38838078931777 52.567679414064266, 13.389060096950498 52.56737951286904, 13.38879310799862 52.5671546734625, 13.388918414987632 52.56700113996962, 13.390628788397212 52.566021483603016, 13.390710103842359 52.56579615032513, 13.39134214765305 52.56562052382535, 13.39318954074196 52.56455726908951, 13.394628151850316 52.56324530791465, 13.395905160332646 52.56182160220538, 13.396398729201561 52.56086316687071, 13.397166649039164 52.557887740334884, 13.397308498184534 52.55565581496404, 13.398067362534048 52.55280594393734, 13.397980766481476 52.5521964301558, 13.397629799057947 52.551417956650255, 13.396846031574597 52.550703768798094, 13.398899838496513 52.550885638432405, 13.399233479972066 52.54906757982456, 13.400303697326638 52.54664552481055, 13.399206481877348 52.546530413294484, 13.399815645997768 52.545059481760106, 13.400245561519036 52.54337638143195, 13.400905798579071 52.5419602963257, 13.402030936160005 52.540124543875045, 13.40337826955189 52.540505866554625, 13.403527878148385 52.54021344626432, 13.40419076277521 52.54040126277711, 13.404704551635373 52.54018771114882, 13.407486162784648 52.53468979585039, 13.408349863432052 52.53434791425369, 13.406424250944033 52.53234845790022, 13.405991046649781 52.530780672238045, 13.406086422861279 52.53060510296824, 13.40558573781651 52.52966497959654, 13.411313721791247 52.52862115483801, 13.415431658813207 52.527463060497084, 13.419753208818554 52.52554559739683, 13.423642107832306 52.5279149667068, 13.424854476628346 52.52787783813533, 13.425026906181678 52.52809518056001, 13.437481555232216 52.52954802023927, 13.438310659635158 52.52880050043554, 13.438748232659188 52.528777835477904, 13.442277413439106 52.531025593025575, 13.447168281855445 52.526408396824635, 13.4519133203368 52.52773628273788)))"
