Unfallbeteiligung_ID,Unfall_ID_FK_in_Unfallbeteiligten,Unfallbeteiligten_ID_FK
50090,31638,2
50091,31638,3
50092,31639,2
50093,31639,3
50094,31640,1
50095,31640,2
50096,31641,1
50097,31641,2
50098,31642,4
50099,31643,2
50100,31644,1
50101,31645,2
50102,31646,4
50103,31647,1
50104,31647,2
50105,31648,2
50106,31648,3
50107,31650,2
50108,31651,2
50109,31652,1
50110,31652,2
50111,31653,1
50112,31653,2
50113,31654,1
50114,31654,2
50115,31655,2
50116,31656,2
50117,31657,1
50118,31657,2
50119,31658,1
50120,31658,2
50121,31659,3
50122,31660,2
50123,31660,4
50124,31661,1
50125,31661,2
50126,31662,3
50127,31662,5
50128,31663,1
50129,31664,1
50130,31664,2
50131,31665,2
50132,31666,2
50133,31666,4
50134,31667,2
50135,31668,2
50136,31669,2
50137,31670,2
50138,31670,3
50139,31670,5
50140,31671,2
50141,31671,3
50142,31672,2
50143,31672,3
50144,31673,1
50145,31673,2
50146,31674,2
50147,31675,1
50148,31676,4
50149,31677,1
50150,31678,2
50151,31678,3
50152,31679,2
50153,31680,1
50154,31680,2
50155,31681,1
50156,31681,2
50157,31682,2
50158,31682,3
50159,31683,1
50160,31683,2
50161,31684,2
50162,31684,4
50163,31685,1
50164,31685,3
50165,31686,1
50166,31686,2
50167,31687,1
50168,31687,2
50169,31688,2
50170,31689,2
50171,31690,2
50172,31691,1
50173,31692,1
50174,31692,2
50175,31693,1
50176,31693,2
50177,31694,2
50178,31694,4
50179,31695,2
50180,31696,2
50181,31697,2
50182,31698,4
50183,31699,1
50184,31699,2
50185,31700,2
50186,31701,1
50187,31702,2
50188,31703,1
50189,31703,3
50190,31704,2
50191,31704,4
50192,31705,2
50193,31706,2
50194,31707,2
50195,31707,5
50196,31708,1
50197,31709,2
50198,31710,1
50199,31710,2
50200,31711,1
50201,31711,2
50202,31712,2
50203,31713,2
50204,31714,1
50205,31714,2
50206,31715,4
50207,31716,2
50208,31717,2
50209,31717,4
50210,31718,2
50211,31719,1
50212,31719,2
50213,31720,4
50214,31721,2
50215,31721,4
50216,31722,2
50217,31722,3
50218,31723,2
50219,31723,3
50220,31724,2
50221,31725,2
50222,31725,3
50223,31726,2
50224,31726,3
50225,31727,2
50226,31727,5
50227,31728,2
50228,31729,2
50229,31730,2
50230,31730,4
50231,31731,1
50232,31731,2
50233,31732,2
50234,31732,4
50235,31733,1
50236,31733,2
50237,31734,1
50238,31734,2
50239,31735,2
50240,31736,2
50241,31736,4
50242,31737,1
50243,31737,2
50244,31738,2
50245,31739,2
50246,31740,2
50247,31741,1
50248,31741,2
50249,31742,1
50250,31742,2
50251,31743,2
50252,31744,1
50253,31744,2
50254,31745,1
50255,31746,1
50256,31746,2
50257,31747,1
50258,31748,1
50259,31748,2
50260,31749,1
50261,31749,2
50262,31750,1
50263,31750,2
50264,31751,2
50265,31752,1
50266,31753,1
50267,31753,2
50268,31754,2
50269,31754,4
50270,31755,2
50271,31755,4
50272,31756,2
50273,31756,4
50274,31757,1
50275,31757,2
50276,31758,1
50277,31758,2
50278,31759,4
50279,31760,2
50280,31761,1
50281,31761,2
50282,31762,1
50283,31762,2
50284,31763,2
50285,31764,2
50286,31764,4
50287,31765,2
50288,31766,1
50289,31767,2
50290,31767,4
50291,31768,1
50292,31768,2
50293,31769,1
50294,31770,2
50295,31771,1
50296,31772,1
50297,31772,2
50298,31773,1
50299,31773,2
50300,31774,1
50301,31774,3
50302,31775,1
50303,31775,2
50304,31776,2
50305,31777,1
50306,31777,2
50307,31778,1
50308,31778,3
50309,31779,2
50310,31780,1
50311,31781,1
50312,31781,2
50313,31782,2
50314,31783,2
50315,31784,4
50316,31785,1
50317,31785,5
50318,31786,2
50319,31786,3
50320,31787,1
50321,31787,2
50322,31788,2
50323,31789,1
50324,31789,2
50325,31790,2
50326,31791,2
50327,31791,4
50328,31792,2
50329,31793,1
50330,31794,1
50331,31795,2
50332,31796,1
50333,31796,2
50334,31797,4
50335,31798,2
50336,31799,1
50337,31799,2
50338,31800,2
50339,31801,1
50340,31801,2
50341,31802,2
50342,31803,1
50343,31803,2
50344,31804,1
50345,31804,2
50346,31805,2
50347,31805,4
50348,31806,1
50349,31806,5
50350,31807,1
50351,31808,2
50352,31809,1
50353,31809,5
50354,31810,1
50355,31810,2
50356,31811,1
50357,31811,2
50358,31812,1
50359,31813,1
50360,31813,2
50361,31814,1
50362,31814,2
50363,31815,1
50364,31815,2
50365,31816,2
50366,31817,2
50367,31818,2
50368,31818,3
50369,31819,2
50370,31820,1
50371,31820,2
50372,31821,1
50373,31822,1
50374,31823,1
50375,31823,2
50376,31824,2
50377,31824,3
50378,31825,1
50379,31826,2
50380,31827,2
50381,31828,2
50382,31829,2
50383,31829,3
50384,31830,1
50385,31831,2
50386,31832,1
50387,31832,2
50388,31833,2
50389,31833,3
50390,31834,2
50391,31834,3
50392,31835,2
50393,31835,3
50394,31836,2
50395,31837,1
50396,31837,2
50397,31838,2
50398,31839,1
50399,31840,2
50400,31840,4
50401,31841,2
50402,31842,1
50403,31843,2
50404,31844,1
50405,31844,2
50406,31845,1
50407,31845,2
50408,31846,4
50409,31847,1
50410,31848,1
50411,31848,2
50412,31849,1
50413,31850,1
50414,31850,3
50415,31851,3
50416,31852,1
50417,31852,2
50418,31853,2
50419,31854,2
50420,31854,4
50421,31854,5
50422,31855,1
50423,31857,1
50424,31858,1
50425,31858,2
50426,31859,2
50427,31860,1
50428,31860,2
50429,31861,1
50430,31861,2
50431,31862,3
50432,31862,5
50433,31863,2
50434,31864,1
50435,31864,2
50436,31865,2
50437,31866,2
50438,31867,2
50439,31867,4
50440,31868,3
50441,31868,5
50442,31869,2
50443,31870,1
50444,31870,2
50445,31871,2
50446,31872,2
50447,31872,4
50448,31873,3
50449,31873,4
50450,31874,2
50451,31875,1
50452,31875,2
50453,31876,2
50454,31877,1
50455,31877,2
50456,31878,2
50457,31878,4
50458,31879,1
50459,31880,4
50460,31881,2
50461,31882,1
50462,31882,2
50463,31883,4
50464,31884,2
50465,31884,4
50466,31885,1
50467,31885,2
50468,31886,1
50469,31886,2
50470,31887,1
50471,31887,2
50472,31888,1
50473,31888,2
50474,31889,2
50475,31890,4
50476,31891,1
50477,31891,2
50478,31892,2
50479,31892,4
50480,31893,2
50481,31894,4
50482,31894,5
50483,31895,4
50484,31896,4
50485,31897,1
50486,31898,2
50487,31898,3
50488,31899,1
50489,31899,2
50490,31900,1
50491,31900,2
50492,31901,2
50493,31902,1
50494,31902,5
50495,31903,1
50496,31903,2
50497,31904,1
50498,31904,5
50499,31905,2
50500,31905,4
50501,31905,5
50502,31906,1
50503,31906,2
50504,31907,2
50505,31907,4
50506,31908,1
50507,31908,2
50508,31909,2
50509,31910,2
50510,31910,4
50511,31911,1
50512,31911,2
50513,31912,1
50514,31912,2
50515,31913,1
50516,31914,2
50517,31914,5
50518,31915,2
50519,31916,1
50520,31916,2
50521,31917,2
50522,31917,4
50523,31918,2
50524,31919,1
50525,31919,3
50526,31920,2
50527,31921,1
50528,31921,2
50529,31922,4
50530,31923,1
50531,31924,2
50532,31924,4
50533,31925,2
50534,31925,3
50535,31926,1
50536,31927,1
50537,31927,2
50538,31928,1
50539,31928,2
50540,31929,1
50541,31929,2
50542,31930,2
50543,31931,1
50544,31931,2
50545,31932,1
50546,31932,2
50547,31933,2
50548,31934,4
50549,31935,1
50550,31935,2
50551,31936,2
50552,31936,4
50553,31937,1
50554,31938,1
50555,31938,4
50556,31939,1
50557,31939,2
50558,31940,1
50559,31941,4
50560,31942,2
50561,31943,2
50562,31944,1
50563,31944,5
50564,31945,1
50565,31945,2
50566,31946,1
50567,31946,2
50568,31947,1
50569,31947,2
50570,31948,2
50571,31948,4
50572,31949,2
50573,31950,2
50574,31950,4
50575,31951,1
50576,31952,1
50577,31952,4
50578,31953,2
50579,31954,2
50580,31955,2
50581,31955,4
50582,31956,2
50583,31957,2
50584,31957,4
50585,31958,2
50586,31959,1
50587,31959,3
50588,31960,1
50589,31960,2
50590,31961,1
50591,31961,2
50592,31962,2
50593,31963,2
50594,31964,4
50595,31965,2
50596,31965,4
50597,31966,2
50598,31966,3
50599,31967,2
50600,31968,1
50601,31968,2
50602,31969,1
50603,31969,2
50604,31970,2
50605,31970,3
50606,31971,1
50607,31971,2
50608,31972,1
50609,31973,2
50610,31974,2
50611,31974,4
50612,31975,2
50613,31975,3
50614,31976,1
50615,31976,2
50616,31977,2
50617,31978,1
50618,31979,1
50619,31979,3
50620,31980,1
50621,31980,2
50622,31981,1
50623,31981,2
50624,31982,1
50625,31982,2
50626,31983,2
50627,31984,1
50628,31984,2
50629,31985,2
50630,31986,2
50631,31987,1
50632,31987,2
50633,31988,2
50634,31989,1
50635,31989,2
50636,31990,2
50637,31990,4
50638,31991,3
50639,31992,2
50640,31993,1
50641,31993,2
50642,31994,1
50643,31994,2
50644,31995,2
50645,31995,3
50646,31996,2
50647,31997,1
50648,31997,2
50649,31998,2
50650,31999,3
50651,32000,2
50652,32001,1
50653,32001,2
50654,32002,1
50655,32003,4
50656,32004,1
50657,32004,2
50658,32005,1
50659,32005,2
50660,32006,1
50661,32006,2
50662,32007,1
50663,32007,2
50664,32008,1
50665,32008,2
50666,32009,1
50667,32009,2
50668,32010,3
50669,32010,4
50670,32011,1
50671,32011,2
50672,32012,2
50673,32013,2
50674,32013,4
50675,32014,1
50676,32014,2
50677,32016,2
50678,32016,4
50679,32017,2
50680,32018,1
50681,32019,2
50682,32020,2
50683,32020,4
50684,32021,2
50685,32021,3
50686,32022,2
50687,32023,1
50688,32024,1
50689,32024,2
50690,32025,2
50691,32025,4
50692,32026,2
50693,32026,3
50694,32027,1
50695,32027,4
50696,32028,2
50697,32029,2
50698,32030,2
50699,32031,2
50700,32032,2
50701,32032,5
50702,32033,1
50703,32033,2
50704,32034,2
50705,32035,1
50706,32035,2
50707,32036,2
50708,32037,2
50709,32037,4
50710,32038,3
50711,32039,2
50712,32040,2
50713,32041,2
50714,32041,4
50715,32042,2
50716,32042,4
50717,32043,1
50718,32043,2
50719,32044,1
50720,32044,2
50721,32045,2
50722,32045,3
50723,32046,1
50724,32046,2
50725,32047,1
50726,32048,1
50727,32048,2
50728,32048,4
50729,32049,1
50730,32049,2
50731,32050,1
50732,32050,2
50733,32051,2
50734,32052,2
50735,32052,4
50736,32053,2
50737,32053,4
50738,32054,1
50739,32054,2
50740,32055,2
50741,32056,2
50742,32056,4
50743,32057,1
50744,32058,1
50745,32058,2
50746,32059,2
50747,32060,2
50748,32061,4
50749,32062,1
50750,32062,2
50751,32063,1
50752,32063,2
50753,32064,1
50754,32064,2
50755,32066,1
50756,32066,2
50757,32067,2
50758,32067,4
50759,32068,1
50760,32068,3
50761,32069,1
50762,32069,2
50763,32070,1
50764,32070,2
50765,32071,2
50766,32072,2
50767,32072,4
50768,32073,1
50769,32073,2
50770,32074,1
50771,32074,2
50772,32075,2
50773,32076,1
50774,32076,5
50775,32077,2
50776,32077,5
50777,32078,1
50778,32078,2
50779,32080,2
50780,32082,1
50781,32083,1
50782,32083,2
50783,32084,2
50784,32085,1
50785,32086,1
50786,32086,2
50787,32087,2
50788,32088,2
50789,32089,2
50790,32090,1
50791,32091,2
50792,32092,1
50793,32092,2
50794,32093,1
50795,32094,2
50796,32095,1
50797,32095,2
50798,32096,1
50799,32096,2
50800,32097,2
50801,32098,1
50802,32098,2
50803,32099,2
50804,32099,4
50805,32100,1
50806,32100,2
50807,32101,2
50808,32102,1
50809,32102,2
50810,32103,1
50811,32104,1
50812,32104,2
50813,32105,2
50814,32106,4
50815,32107,2
50816,32107,3
50817,32108,2
50818,32109,1
50819,32109,2
50820,32110,3
50821,32111,1
50822,32111,2
50823,32112,2
50824,32113,2
50825,32114,1
50826,32114,2
50827,32115,1
50828,32115,2
50829,32116,2
50830,32116,3
50831,32117,2
50832,32117,3
50833,32118,2
50834,32118,4
50835,32119,2
50836,32120,1
50837,32120,2
50838,32121,4
50839,32122,2
50840,32123,2
50841,32125,1
50842,32125,2
50843,32126,1
50844,32127,1
50845,32128,1
50846,32128,2
50847,32129,1
50848,32130,2
50849,32131,2
50850,32132,1
50851,32132,2
50852,32133,1
50853,32133,2
50854,32134,1
50855,32134,2
50856,32135,1
50857,32135,2
50858,32136,2
50859,32137,1
50860,32138,4
50861,32139,1
50862,32140,1
50863,32141,2
50864,32142,2
50865,32143,2
50866,32144,2
50867,32144,4
50868,32145,4
50869,32146,2
50870,32147,2
50871,32148,1
50872,32148,2
50873,32149,2
50874,32150,2
50875,32150,4
50876,32151,1
50877,32151,2
50878,32152,2
50879,32153,2
50880,32153,4
50881,32154,4
50882,32155,1
50883,32155,2
50884,32156,1
50885,32156,2
50886,32157,1
50887,32157,2
50888,32158,1
50889,32158,2
50890,32159,4
50891,32160,2
50892,32161,1
50893,32161,2
50894,32162,1
50895,32163,2
50896,32163,4
50897,32164,2
50898,32164,3
50899,32165,1
50900,32165,2
50901,32166,2
50902,32167,2
50903,32168,2
50904,32169,1
50905,32170,2
50906,32170,4
50907,32171,2
50908,32172,1
50909,32172,2
50910,32173,1
50911,32173,2
50912,32174,1
50913,32175,2
50914,32176,1
50915,32176,2
50916,32177,1
50917,32178,2
50918,32179,2
50919,32179,4
50920,32180,1
50921,32180,2
50922,32181,1
50923,32181,2
50924,32182,2
50925,32183,1
50926,32184,1
50927,32184,2
50928,32185,2
50929,32186,1
50930,32186,3
50931,32187,2
50932,32188,2
50933,32189,1
50934,32189,5
50935,32190,1
50936,32191,2
50937,32192,1
50938,32192,2
50939,32193,1
50940,32194,1
50941,32194,2
50942,32195,2
50943,32195,4
50944,32196,1
50945,32196,2
50946,32197,1
50947,32198,1
50948,32198,2
50949,32199,2
50950,32200,1
50951,32200,2
50952,32201,2
50953,32201,4
50954,32202,2
50955,32202,4
50956,32203,1
50957,32203,2
50958,32204,2
50959,32205,4
50960,32206,2
50961,32207,2
50962,32208,2
50963,32209,2
50964,32210,1
50965,32210,2
50966,32211,2
50967,32212,1
50968,32212,2
50969,32213,2
50970,32214,1
50971,32214,2
50972,32215,1
50973,32215,2
50974,32216,1
50975,32217,1
50976,32217,2
50977,32218,1
50978,32218,2
50979,32219,2
50980,32220,2
50981,32221,2
50982,32221,4
50983,32222,1
50984,32222,2
50985,32223,4
50986,32224,2
50987,32225,2
50988,32225,3
50989,32226,2
50990,32227,1
50991,32227,2
50992,32228,1
50993,32228,2
50994,32229,1
50995,32230,2
50996,32231,1
50997,32231,2
50998,32232,1
50999,32232,4
51000,32233,2
51001,32234,1
51002,32234,2
51003,32235,2
51004,32235,3
51005,32236,2
51006,32238,1
51007,32238,2
51008,32239,1
51009,32239,2
51010,32240,2
51011,32240,3
51012,32241,2
51013,32241,4
51014,32242,2
51015,32243,4
51016,32244,1
51017,32245,2
51018,32245,4
51019,32246,1
51020,32247,1
51021,32247,2
51022,32248,1
51023,32248,2
51024,32249,1
51025,32250,2
51026,32250,4
51027,32251,1
51028,32251,2
51029,32252,1
51030,32252,2
51031,32253,1
51032,32253,2
51033,32254,1
51034,32254,2
51035,32255,1
51036,32255,2
51037,32256,2
51038,32257,2
51039,32258,1
51040,32258,4
51041,32259,1
51042,32259,2
51043,32260,1
51044,32260,2
51045,32261,1
51046,32261,2
51047,32262,2
51048,32263,1
51049,32263,2
51050,32264,1
51051,32264,2
51052,32265,1
51053,32265,2
51054,32266,2
51055,32267,4
51056,32268,1
51057,32268,2
51058,32269,2
51059,32269,4
51060,32270,2
51061,32270,4
51062,32271,2
51063,32272,1
51064,32273,2
51065,32274,2
51066,32274,3
51067,32275,1
51068,32276,2
51069,32277,1
51070,32278,2
51071,32279,1
51072,32280,1
51073,32280,2
51074,32281,1
51075,32281,2
51076,32282,1
51077,32282,2
51078,32283,1
51079,32283,2
51080,32284,2
51081,32285,1
51082,32285,4
51083,32286,2
51084,32286,4
51085,32287,1
51086,32288,2
51087,32289,2
51088,32290,4
51089,32291,1
51090,32291,2
51091,32292,1
51092,32292,2
51093,32293,4
51094,32294,1
51095,32294,2
51096,32295,1
51097,32295,2
51098,32296,2
51099,32297,1
51100,32297,2
51101,32298,2
51102,32299,2
51103,32300,1
51104,32300,2
51105,32301,1
51106,32301,2
51107,32302,2
51108,32303,1
51109,32303,2
51110,32304,2
51111,32305,1
51112,32305,2
51113,32306,2
51114,32306,4
51115,32307,4
51116,32308,2
51117,32309,1
51118,32309,2
51119,32310,2
51120,32310,4
51121,32311,1
51122,32311,2
51123,32312,2
51124,32313,2
51125,32314,1
51126,32314,2
51127,32315,1
51128,32315,4
51129,32316,2
51130,32317,1
51131,32317,2
51132,32318,2
51133,32319,2
51134,32319,4
51135,32320,1
51136,32320,2
51137,32321,1
51138,32322,1
51139,32322,2
51140,32323,2
51141,32324,1
51142,32324,2
51143,32325,1
51144,32325,2
51145,32326,1
51146,32326,2
51147,32327,1
51148,32327,2
51149,32328,2
51150,32329,2
51151,32329,3
51152,32330,2
51153,32331,1
51154,32331,2
51155,32332,1
51156,32332,2
51157,32333,2
51158,32334,2
51159,32335,1
51160,32335,2
51161,32336,2
51162,32336,4
51163,32337,2
51164,32337,4
51165,32338,1
51166,32338,5
51167,32339,1
51168,32339,2
51169,32340,2
51170,32340,4
51171,32341,2
51172,32342,1
51173,32342,2
51174,32343,2
51175,32344,2
51176,32345,2
51177,32346,1
51178,32346,2
51179,32347,2
51180,32347,4
51181,32348,2
51182,32349,1
51183,32349,2
51184,32350,1
51185,32350,2
51186,32351,2
51187,32352,2
51188,32352,4
51189,32353,1
51190,32353,3
51191,32354,2
51192,32354,4
51193,32355,1
51194,32356,1
51195,32356,2
51196,32357,1
51197,32357,2
51198,32358,2
51199,32359,1
51200,32359,2
51201,32360,1
51202,32360,3
51203,32361,1
51204,32361,2
51205,32362,1
51206,32362,2
51207,32363,1
51208,32364,1
51209,32364,3
51210,32365,1
51211,32365,2
51212,32366,2
51213,32366,3
51214,32367,1
51215,32367,2
51216,32368,2
51217,32369,1
51218,32369,2
51219,32370,1
51220,32370,2
51221,32371,2
51222,32372,1
51223,32372,3
51224,32373,1
51225,32373,2
51226,32374,1
51227,32374,2
51228,32375,1
51229,32375,2
51230,32376,2
51231,32377,1
51232,32377,2
51233,32378,2
51234,32378,4
51235,32379,1
51236,32379,2
51237,32380,2
51238,32381,3
51239,32382,2
51240,32382,3
51241,32383,2
51242,32383,4
51243,32384,1
51244,32385,1
51245,32385,2
51246,32386,2
51247,32386,4
51248,32387,1
51249,32387,2
51250,32388,1
51251,32388,2
51252,32389,1
51253,32390,1
51254,32390,2
51255,32391,1
51256,32391,2
51257,32392,1
51258,32392,3
51259,32393,2
51260,32394,4
51261,32395,2
51262,32395,3
51263,32396,2
51264,32397,2
51265,32398,1
51266,32398,2
51267,32399,2
51268,32400,2
51269,32401,2
51270,32402,1
51271,32402,2
51272,32403,1
51273,32403,2
51274,32404,2
51275,32404,4
51276,32405,2
51277,32406,1
51278,32406,2
51279,32407,1
51280,32407,2
51281,32408,1
51282,32408,2
51283,32409,2
51284,32410,2
51285,32411,2
51286,32412,1
51287,32412,2
51288,32413,1
51289,32413,2
51290,32414,2
51291,32414,4
51292,32415,1
51293,32416,1
51294,32416,2
51295,32417,2
51296,32418,2
51297,32419,1
51298,32419,2
51299,32420,2
51300,32420,4
51301,32421,2
51302,32421,4
51303,32422,2
51304,32423,2
51305,32423,4
51306,32424,1
51307,32424,2
51308,32425,1
51309,32426,1
51310,32426,2
51311,32427,2
51312,32427,4
51313,32428,1
51314,32428,2
51315,32429,1
51316,32430,1
51317,32430,2
51318,32431,1
51319,32431,5
51320,32432,1
51321,32432,2
51322,32433,1
51323,32434,2
51324,32434,3
51325,32435,1
51326,32435,2
51327,32436,1
51328,32436,2
51329,32437,1
51330,32437,2
51331,32438,1
51332,32439,1
51333,32440,1
51334,32440,2
51335,32441,1
51336,32441,2
51337,32442,1
51338,32442,2
51339,32443,1
51340,32443,2
51341,32444,1
51342,32444,2
51343,32445,1
51344,32446,2
51345,32446,3
51346,32447,1
51347,32448,2
51348,32449,2
51349,32450,2
51350,32451,2
51351,32452,1
51352,32452,2
51353,32453,1
51354,32453,2
51355,32454,1
51356,32454,2
51357,32455,2
51358,32456,2
51359,32456,4
51360,32457,1
51361,32457,3
51362,32458,2
51363,32458,4
51364,32459,2
51365,32460,2
51366,32461,2
51367,32462,1
51368,32462,2
51369,32462,4
51370,32463,1
51371,32463,2
51372,32464,1
51373,32464,2
51374,32465,2
51375,32466,2
51376,32467,2
51377,32468,2
51378,32468,4
51379,32469,1
51380,32469,2
51381,32470,1
51382,32470,2
51383,32471,1
51384,32471,2
51385,32472,1
51386,32473,2
51387,32474,1
51388,32474,2
51389,32475,1
51390,32475,3
51391,32476,2
51392,32477,1
51393,32477,2
51394,32478,1
51395,32478,2
51396,32479,1
51397,32479,2
51398,32480,1
51399,32480,2
51400,32481,1
51401,32482,1
51402,32482,2
51403,32483,1
51404,32483,2
51405,32484,2
51406,32484,4
51407,32485,2
51408,32486,2
51409,32486,4
51410,32487,2
51411,32488,1
51412,32488,2
51413,32489,1
51414,32489,2
51415,32490,1
51416,32490,4
51417,32491,1
51418,32491,2
51419,32492,2
51420,32493,1
51421,32493,2
51422,32494,1
51423,32494,2
51424,32495,1
51425,32495,2
51426,32496,2
51427,32496,4
51428,32497,2
51429,32497,3
51430,32498,2
51431,32499,1
51432,32499,2
51433,32500,1
51434,32500,2
51435,32501,1
51436,32501,2
51437,32502,1
51438,32502,2
51439,32503,1
51440,32503,2
51441,32504,1
51442,32504,2
51443,32505,1
51444,32506,2
51445,32506,3
51446,32507,2
51447,32507,4
51448,32508,2
51449,32509,3
51450,32510,2
51451,32510,3
51452,32511,1
51453,32511,2
51454,32512,1
51455,32513,1
51456,32513,2
51457,32514,1
51458,32514,2
51459,32515,4
51460,32517,2
51461,32518,2
51462,32518,4
51463,32519,2
51464,32520,2
51465,32521,2
51466,32522,1
51467,32523,2
51468,32524,1
51469,32524,5
51470,32526,1
51471,32526,2
51472,32527,1
51473,32527,3
51474,32528,2
51475,32529,2
51476,32530,1
51477,32530,4
51478,32531,2
51479,32532,2
51480,32532,4
51481,32533,1
51482,32533,2
51483,32534,1
51484,32534,2
51485,32535,2
51486,32535,4
51487,32536,2
51488,32536,4
51489,32537,1
51490,32537,2
51491,32538,2
51492,32539,1
51493,32539,3
51494,32540,1
51495,32541,1
51496,32541,2
51497,32542,4
51498,32543,1
51499,32543,2
51500,32544,1
51501,32544,2
51502,32545,2
51503,32545,4
51504,32546,1
51505,32547,1
51506,32547,3
51507,32548,2
51508,32548,4
51509,32549,1
51510,32550,2
51511,32551,2
51512,32552,2
51513,32553,2
51514,32554,2
51515,32555,1
51516,32556,2
51517,32556,4
51518,32557,1
51519,32557,2
51520,32558,1
51521,32559,1
51522,32560,1
51523,32560,4
51524,32561,1
51525,32561,2
51526,32562,1
51527,32562,2
51528,32563,2
51529,32563,3
51530,32564,1
51531,32564,2
51532,32565,1
51533,32565,2
51534,32566,2
51535,32566,4
51536,32567,1
51537,32567,2
51538,32568,1
51539,32568,2
51540,32569,1
51541,32569,2
51542,32570,2
51543,32571,1
51544,32572,1
51545,32572,2
51546,32573,2
51547,32574,2
51548,32575,1
51549,32575,2
51550,32576,2
51551,32576,4
51552,32577,1
51553,32577,3
51554,32579,2
51555,32579,4
51556,32580,2
51557,32581,1
51558,32581,2
51559,32582,2
51560,32582,4
51561,32583,1
51562,32583,2
51563,32584,2
51564,32585,2
51565,32586,1
51566,32587,2
51567,32588,2
51568,32588,4
51569,32589,1
51570,32589,2
51571,32590,2
51572,32590,3
51573,32591,2
51574,32592,2
51575,32593,1
51576,32593,2
51577,32594,1
51578,32594,2
51579,32595,1
51580,32595,3
51581,32596,1
51582,32597,2
51583,32597,3
51584,32598,2
51585,32598,4
51586,32599,1
51587,32600,2
51588,32600,4
51589,32601,1
51590,32601,3
51591,32602,2
51592,32603,1
51593,32604,4
51594,32605,1
51595,32606,2
51596,32607,1
51597,32607,2
51598,32608,2
51599,32609,1
51600,32609,2
51601,32610,1
51602,32611,1
51603,32612,1
51604,32612,2
51605,32613,1
51606,32613,2
51607,32614,1
51608,32614,2
51609,32615,1
51610,32615,3
51611,32616,2
51612,32616,4
51613,32617,2
51614,32617,3
51615,32618,1
51616,32618,2
51617,32619,1
51618,32620,2
51619,32620,4
51620,32621,2
51621,32622,1
51622,32622,2
51623,32623,2
51624,32624,2
51625,32624,4
51626,32625,2
51627,32626,2
51628,32626,4
51629,32627,1
51630,32627,2
51631,32628,1
51632,32629,3
51633,32630,1
51634,32630,2
51635,32631,1
51636,32631,2
51637,32632,1
51638,32632,2
51639,32633,1
51640,32633,2
51641,32634,1
51642,32634,3
51643,32635,1
51644,32635,2
51645,32636,1
51646,32637,1
51647,32637,2
51648,32638,1
51649,32639,1
51650,32640,1
51651,32641,2
51652,32641,4
51653,32642,2
51654,32643,2
51655,32644,1
51656,32644,2
51657,32645,2
51658,32646,2
51659,32647,1
51660,32647,3
51661,32648,1
51662,32648,2
51663,32649,1
51664,32649,3
51665,32650,1
51666,32650,2
51667,32651,1
51668,32651,2
51669,32652,1
51670,32652,2
51671,32653,1
51672,32653,2
51673,32654,1
51674,32654,3
51675,32655,1
51676,32655,2
51677,32656,2
51678,32657,1
51679,32658,1
51680,32658,2
51681,32659,4
51682,32660,2
51683,32661,1
51684,32661,2
51685,32662,1
51686,32663,1
51687,32663,2
51688,32664,2
51689,32664,4
51690,32665,4
51691,32666,2
51692,32666,4
51693,32667,1
51694,32667,2
51695,32668,2
51696,32668,4
51697,32669,1
51698,32670,1
51699,32671,2
51700,32672,1
51701,32672,2
51702,32673,1
51703,32673,2
51704,32674,2
51705,32674,4
51706,32675,1
51707,32675,2
51708,32676,1
51709,32676,2
51710,32677,2
51711,32677,4
51712,32678,1
51713,32678,2
51714,32679,2
51715,32679,4
51716,32680,2
51717,32681,1
51718,32681,2
51719,32682,2
51720,32682,3
51721,32683,1
51722,32683,3
51723,32684,2
51724,32685,2
51725,32686,2
51726,32687,1
51727,32687,2
51728,32688,1
51729,32688,2
51730,32689,1
51731,32689,2
51732,32690,1
51733,32690,2
51734,32691,1
51735,32691,3
51736,32692,2
51737,32692,3
51738,32693,2
51739,32693,5
51740,32694,1
51741,32695,2
51742,32696,1
51743,32696,2
51744,32697,1
51745,32697,2
51746,32698,1
51747,32698,2
51748,32699,1
51749,32699,3
51750,32700,1
51751,32700,2
51752,32701,2
51753,32701,3
51754,32702,1
51755,32702,2
51756,32703,2
51757,32703,5
51758,32704,2
51759,32704,3
51760,32705,2
51761,32706,1
51762,32707,2
51763,32708,1
51764,32709,2
51765,32710,4
51766,32711,2
51767,32711,5
51768,32712,2
51769,32713,1
51770,32713,2
51771,32714,1
51772,32714,2
51773,32715,2
51774,32715,3
51775,32716,1
51776,32716,2
51777,32717,2
51778,32718,1
51779,32718,2
51780,32719,1
51781,32719,2
51782,32720,2
51783,32721,2
51784,32722,1
51785,32722,3
51786,32723,2
51787,32723,3
51788,32724,1
51789,32724,2
51790,32725,1
51791,32725,5
51792,32726,1
51793,32726,2
51794,32727,2
51795,32728,1
51796,32729,2
51797,32730,2
51798,32731,2
51799,32732,2
51800,32733,3
51801,32734,2
51802,32734,3
51803,32735,2
51804,32735,4
51805,32736,2
51806,32737,1
51807,32737,2
51808,32738,1
51809,32740,1
51810,32740,2
51811,32741,1
51812,32741,2
51813,32742,1
51814,32742,2
51815,32743,2
51816,32744,5
51817,32745,1
51818,32745,3
51819,32746,4
51820,32747,2
51821,32748,4
51822,32749,1
51823,32750,2
51824,32751,2
51825,32752,2
51826,32753,1
51827,32753,2
51828,32754,2
51829,32754,3
51830,32755,2
51831,32756,3
51832,32756,4
