Unfallbeteiligung_ID,Unfall_ID_FK_in_Unfallbeteiligten,Unfallbeteiligten_ID_FK
14631,9543,1
14632,9543,2
14633,9544,1
14634,9544,2
14635,9545,2
14636,9545,4
14637,9546,2
14638,9546,4
14639,9547,1
14640,9547,2
14641,9548,1
14642,9548,2
14643,9549,1
14644,9549,2
14645,9550,1
14646,9551,2
14647,9551,4
14648,9552,1
14649,9552,2
14650,9553,2
14651,9553,3
14652,9554,2
14653,9555,2
14654,9556,2
14655,9556,4
14656,9557,2
14657,9557,4
14658,9558,1
14659,9559,2
14660,9560,1
14661,9560,2
14662,9561,3
14663,9561,5
14664,9562,2
14665,9562,3
14666,9563,3
14667,9563,4
14668,9564,1
14669,9565,2
14670,9566,2
14671,9567,1
14672,9568,1
14673,9569,1
14674,9569,2
14675,9570,2
14676,9571,1
14677,9571,3
14678,9572,2
14679,9573,2
14680,9574,1
14681,9574,2
14682,9575,4
14683,9576,2
14684,9577,2
14685,9577,4
14686,9578,2
14687,9578,4
14688,9579,2
14689,9580,1
14690,9580,2
14691,9581,2
14692,9581,3
14693,9582,1
14694,9583,2
14695,9584,2
14696,9585,4
14697,9586,1
14698,9586,3
14699,9587,1
14700,9587,2
14701,9588,2
14702,9589,1
14703,9589,2
14704,9590,1
14705,9591,1
14706,9592,1
14707,9592,2
14708,9593,1
14709,9593,2
14710,9594,2
14711,9594,4
14712,9595,2
14713,9596,1
14714,9596,2
14715,9597,1
14716,9597,2
14717,9598,1
14718,9598,5
14719,9599,2
14720,9599,3
14721,9600,1
14722,9601,2
14723,9602,1
14724,9602,3
14725,9603,1
14726,9603,2
14727,9604,2
14728,9604,4
14729,9605,1
14730,9605,3
14731,9606,4
14732,9607,1
14733,9607,2
14734,9608,2
14735,9609,2
14736,9609,4
14737,9610,2
14738,9610,4
14739,9611,2
14740,9611,3
14741,9612,1
14742,9612,2
14743,9613,1
14744,9613,2
14745,9614,2
14746,9615,1
14747,9615,2
14748,9616,2
14749,9616,4
14750,9617,1
14751,9617,2
14752,9618,2
14753,9619,1
14754,9619,2
14755,9619,3
14756,9620,2
14757,9621,1
14758,9621,2
14759,9622,2
14760,9623,2
14761,9623,4
14762,9624,1
14763,9625,1
14764,9626,1
14765,9627,4
14766,9629,1
14767,9629,2
14768,9630,3
14769,9630,4
14770,9631,1
14771,9631,2
14772,9631,4
14773,9632,1
14774,9633,2
14775,9633,3
14776,9634,1
14777,9634,2
14778,9635,2
14779,9636,2
14780,9637,2
14781,9638,1
14782,9638,2
14783,9639,2
14784,9639,4
14785,9640,2
14786,9640,4
14787,9641,1
14788,9641,2
14789,9642,1
14790,9643,1
14791,9644,1
14792,9644,2
14793,9645,2
14794,9645,4
14795,9646,1
14796,9646,2
14797,9647,1
14798,9647,2
14799,9648,4
14800,9649,1
14801,9649,3
14802,9650,1
14803,9650,2
14804,9651,2
14805,9652,2
14806,9653,2
14807,9653,3
14808,9654,2
14809,9655,2
14810,9655,3
14811,9656,2
14812,9656,3
14813,9657,1
14814,9658,1
14815,9658,2
14816,9659,4
14817,9660,1
14818,9660,2
14819,9661,1
14820,9661,2
14821,9662,2
14822,9662,4
14823,9663,1
14824,9664,2
14825,9664,3
14826,9665,2
14827,9665,3
14828,9666,4
14829,9667,1
14830,9667,3
14831,9668,1
14832,9668,2
14833,9669,1
14834,9669,2
14835,9670,2
14836,9670,3
14837,9671,1
14838,9671,2
14839,9672,2
14840,9673,2
14841,9673,3
14842,9674,4
14843,9675,1
14844,9675,2
14845,9676,1
14846,9676,2
14847,9677,1
14848,9678,2
14849,9679,2
14850,9680,4
14851,9680,5
14852,9681,1
14853,9681,2
14854,9682,1
14855,9682,2
14856,9683,2
14857,9684,2
14858,9684,4
14859,9685,2
14860,9686,2
14861,9687,2
14862,9688,1
14863,9688,3
14864,9689,1
14865,9689,2
14866,9690,2
14867,9690,4
14868,9691,2
14869,9691,3
14870,9692,2
14871,9693,2
14872,9694,1
14873,9694,4
14874,9695,1
14875,9696,1
14876,9697,2
14877,9697,4
14878,9698,2
14879,9698,4
14880,9699,1
14881,9700,2
14882,9701,1
14883,9701,2
14884,9702,2
14885,9703,1
14886,9703,2
14887,9704,1
14888,9705,1
14889,9705,3
14890,9706,2
14891,9706,4
14892,9707,4
14893,9708,1
14894,9709,1
14895,9709,2
14896,9710,1
14897,9710,4
14898,9711,1
14899,9711,2
14900,9712,1
14901,9712,2
14902,9713,4
14903,9714,2
14904,9715,1
14905,9716,2
14906,9717,4
14907,9718,1
14908,9718,2
14909,9719,2
14910,9720,1
14911,9720,2
14912,9721,1
14913,9721,2
14914,9722,2
14915,9723,1
14916,9723,2
14917,9724,2
14918,9725,2
14919,9725,4
14920,9726,2
14921,9727,2
14922,9728,2
14923,9728,4
14924,9729,2
14925,9729,3
14926,9730,1
14927,9730,3
14928,9731,1
14929,9731,2
14930,9732,1
14931,9732,2
14932,9733,1
14933,9733,2
14934,9734,2
14935,9734,3
14936,9735,2
14937,9736,2
14938,9737,4
14939,9738,2
14940,9738,4
14941,9739,1
14942,9739,2
14943,9740,2
14944,9740,4
14945,9741,1
14946,9742,2
14947,9742,4
14948,9743,1
14949,9744,1
14950,9744,2
14951,9745,2
14952,9745,4
14953,9746,2
14954,9746,3
14955,9747,4
14956,9748,2
14957,9748,4
14958,9749,1
14959,9749,2
14960,9750,1
14961,9751,2
14962,9752,1
14963,9752,2
14964,9753,4
14965,9754,1
14966,9754,2
14967,9755,1
14968,9755,2
14969,9756,2
14970,9756,3
14971,9757,2
14972,9757,4
14973,9758,1
14974,9758,2
14975,9759,2
14976,9759,4
14977,9760,2
14978,9761,2
14979,9761,3
14980,9762,2
14981,9763,1
14982,9763,2
14983,9764,2
14984,9765,2
14985,9765,4
14986,9766,1
14987,9766,2
14988,9767,2
14989,9768,2
14990,9769,1
14991,9769,5
14992,9770,2
14993,9771,2
14994,9772,4
14995,9773,4
14996,9774,1
14997,9775,1
14998,9775,2
14999,9776,4
15000,9777,2
15001,9778,1
15002,9778,2
15003,9779,2
15004,9780,1
15005,9780,2
15006,9781,2
15007,9782,2
15008,9782,3
15009,9783,1
15010,9783,2
15011,9784,3
15012,9784,4
15013,9785,1
15014,9785,2
15015,9786,2
15016,9786,4
15017,9787,1
15018,9787,2
15019,9788,1
15020,9788,2
15021,9789,2
15022,9789,4
15023,9790,1
15024,9790,2
15025,9791,2
15026,9792,2
15027,9792,4
15028,9793,2
15029,9794,2
15030,9794,3
15031,9795,1
15032,9796,2
15033,9797,4
15034,9798,1
15035,9799,1
15036,9799,2
15037,9800,2
15038,9800,4
15039,9801,3
15040,9802,2
15041,9803,1
15042,9803,2
15043,9804,2
15044,9805,2
15045,9805,4
15046,9806,2
15047,9807,1
15048,9807,2
15049,9808,1
15050,9808,2
15051,9809,2
15052,9810,2
15053,9811,2
15054,9811,3
15055,9812,2
15056,9812,3
15057,9813,2
15058,9814,1
15059,9814,2
15060,9815,2
15061,9815,4
15062,9816,2
15063,9817,1
15064,9817,2
15065,9818,1
15066,9818,2
15067,9819,1
15068,9819,2
15069,9820,2
15070,9821,1
15071,9821,2
15072,9822,1
15073,9822,4
15074,9823,2
15075,9824,1
15076,9824,2
15077,9825,1
15078,9826,1
15079,9826,2
15080,9827,1
15081,9827,2
15082,9828,2
15083,9828,4
15084,9829,2
15085,9830,2
15086,9831,1
15087,9832,2
15088,9832,4
15089,9833,1
15090,9833,2
15091,9834,1
15092,9834,2
15093,9834,3
15094,9835,2
15095,9835,4
15096,9836,2
15097,9836,3
15098,9837,1
15099,9837,2
15100,9838,1
15101,9838,2
15102,9839,2
15103,9839,4
15104,9840,2
15105,9841,2
15106,9841,4
15107,9842,1
15108,9842,2
15109,9843,1
15110,9843,2
15111,9844,2
15112,9844,4
15113,9845,5
15114,9846,2
15115,9847,1
15116,9847,5
15117,9848,1
15118,9849,1
15119,9849,2
15120,9850,2
15121,9851,4
15122,9852,2
15123,9852,5
15124,9853,2
15125,9854,3
15126,9855,1
15127,9855,5
15128,9856,1
15129,9856,2
15130,9857,2
15131,9858,2
15132,9859,2
15133,9859,4
15134,9860,1
15135,9861,1
15136,9861,2
15137,9862,2
15138,9863,2
15139,9863,3
15140,9864,1
15141,9865,2
15142,9866,2
15143,9867,2
15144,9868,1
15145,9868,2
15146,9869,2
15147,9870,1
15148,9871,1
15149,9872,1
15150,9872,2
15151,9873,1
15152,9873,3
15153,9874,2
15154,9876,2
15155,9877,1
15156,9877,2
15157,9878,1
15158,9878,2
15159,9879,2
15160,9880,2
15161,9880,3
15162,9881,2
15163,9881,3
15164,9882,2
15165,9882,4
15166,9883,1
15167,9883,2
15168,9884,2
15169,9884,4
15170,9885,1
15171,9885,2
15172,9886,2
15173,9886,4
15174,9887,1
15175,9887,2
15176,9888,2
15177,9889,2
15178,9890,2
15179,9890,4
15180,9891,1
15181,9891,2
15182,9892,1
15183,9893,1
15184,9893,2
15185,9894,2
15186,9894,4
15187,9895,1
15188,9896,2
15189,9897,3
15190,9898,1
15191,9898,2
15192,9900,2
15193,9900,4
15194,9901,2
15195,9901,4
15196,9902,1
15197,9902,2
15198,9903,2
15199,9904,2
15200,9905,2
15201,9906,2
15202,9907,1
15203,9907,2
15204,9908,1
15205,9909,4
15206,9910,1
15207,9911,1
15208,9911,2
15209,9912,4
15210,9913,2
15211,9913,4
15212,9914,1
15213,9914,2
15214,9915,2
15215,9915,4
15216,9916,1
15217,9916,2
15218,9917,1
15219,9917,2
15220,9918,1
15221,9918,3
15222,9919,2
15223,9920,4
15224,9921,2
15225,9922,1
15226,9922,2
15227,9923,2
15228,9923,3
15229,9924,2
15230,9924,4
15231,9925,1
15232,9925,2
15233,9926,1
15234,9926,2
15235,9927,1
15236,9927,2
15237,9928,3
15238,9928,4
15239,9929,2
15240,9930,2
15241,9931,2
15242,9931,4
15243,9932,2
15244,9933,2
15245,9934,1
15246,9934,2
15247,9935,2
15248,9936,2
15249,9937,1
15250,9937,2
15251,9938,1
15252,9938,2
15253,9939,1
15254,9939,2
15255,9940,2
15256,9940,3
15257,9941,2
15258,9942,2
15259,9942,3
15260,9943,1
15261,9943,2
15262,9944,1
15263,9944,2
15264,9945,2
15265,9946,2
15266,9946,4
15267,9947,1
15268,9948,1
15269,9948,2
15270,9949,2
15271,9950,1
15272,9951,1
15273,9951,2
15274,9952,2
15275,9953,1
15276,9954,1
15277,9954,2
15278,9955,2
15279,9955,4
15280,9956,2
15281,9957,1
15282,9958,1
15283,9958,2
15284,9959,2
15285,9959,4
15286,9960,1
15287,9960,2
15288,9961,1
15289,9962,1
15290,9963,2
15291,9963,4
15292,9964,1
15293,9965,2
15294,9965,4
15295,9966,2
15296,9967,2
15297,9967,4
15298,9968,3
15299,9968,5
15300,9969,1
15301,9969,3
15302,9970,2
15303,9970,4
15304,9971,2
15305,9971,4
15306,9972,2
15307,9972,4
15308,9973,1
15309,9974,2
15310,9974,4
15311,9975,1
15312,9975,3
15313,9976,1
15314,9976,2
15315,9977,2
15316,9978,2
15317,9979,2
15318,9979,3
15319,9980,1
15320,9980,2
15321,9981,1
15322,9981,2
15323,9982,2
15324,9983,1
15325,9983,3
15326,9984,2
15327,9984,4
15328,9985,1
15329,9985,2
15330,9986,1
15331,9986,2
15332,9987,1
15333,9987,2
15334,9988,2
15335,9988,4
15336,9989,1
15337,9989,2
15338,9990,1
15339,9990,2
15340,9991,1
15341,9992,1
15342,9992,2
15343,9993,2
15344,9994,1
15345,9994,2
15346,9995,1
15347,9995,2
15348,9996,2
15349,9997,1
15350,9997,2
15351,9998,2
15352,9999,2
15353,10000,1
15354,10000,2
15355,10001,1
15356,10001,2
15357,10002,2
15358,10002,3
15359,10002,4
15360,10003,2
15361,10004,2
15362,10005,2
15363,10006,2
15364,10007,2
15365,10008,1
15366,10008,2
15367,10009,3
15368,10010,2
15369,10010,5
15370,10011,2
15371,10011,4
15372,10012,2
15373,10013,2
15374,10014,2
15375,10015,3
15376,10015,4
15377,10016,2
15378,10016,4
15379,10017,1
15380,10017,2
15381,10018,2
15382,10018,4
15383,10019,1
15384,10019,2
15385,10020,1
15386,10020,2
15387,10021,1
15388,10022,1
15389,10022,3
15390,10023,2
15391,10023,4
15392,10024,1
15393,10024,2
15394,10025,2
15395,10025,3
15396,10026,2
15397,10027,1
15398,10028,1
15399,10028,4
15400,10029,1
15401,10029,2
15402,10030,3
15403,10031,1
15404,10031,3
15405,10032,1
15406,10032,2
15407,10033,1
15408,10033,2
15409,10034,1
15410,10034,2
15411,10035,1
15412,10035,2
15413,10036,2
15414,10036,4
15415,10037,2
15416,10037,3
15417,10038,2
15418,10039,1
15419,10039,2
15420,10040,1
15421,10040,5
15422,10041,1
15423,10042,2
15424,10042,4
15425,10043,2
15426,10043,4
15427,10044,4
15428,10045,1
15429,10045,2
15430,10046,1
15431,10046,2
15432,10047,1
15433,10047,2
15434,10048,2
15435,10048,4
15436,10049,2
15437,10050,2
15438,10051,2
15439,10052,2
15440,10052,4
15441,10053,1
15442,10053,5
15443,10054,1
15444,10054,2
15445,10055,2
15446,10056,2
15447,10056,4
15448,10057,3
15449,10057,5
15450,10058,1
15451,10058,2
15452,10059,1
15453,10059,2
15454,10060,1
15455,10060,2
15456,10061,2
15457,10062,1
15458,10063,4
15459,10063,5
15460,10064,2
15461,10065,2
15462,10065,3
15463,10066,2
15464,10067,1
15465,10067,2
15466,10068,1
15467,10068,4
15468,10069,1
15469,10069,2
15470,10070,1
15471,10070,2
15472,10071,1
15473,10071,2
15474,10072,2
15475,10072,3
15476,10072,4
15477,10073,2
15478,10074,2
15479,10074,4
15480,10075,2
15481,10075,4
15482,10076,2
15483,10077,2
15484,10077,4
15485,10078,2
15486,10078,3
15487,10079,2
15488,10080,1
15489,10080,2
15490,10081,1
15491,10082,1
15492,10082,2
15493,10083,4
15494,10084,2
15495,10085,2
15496,10086,4
15497,10087,2
15498,10088,2
15499,10089,2
15500,10090,2
15501,10091,3
15502,10092,2
15503,10092,3
15504,10093,1
15505,10093,2
15506,10094,2
15507,10094,4
15508,10095,1
15509,10096,1
15510,10096,2
15511,10097,3
15512,10097,4
15513,10098,1
15514,10098,2
15515,10099,2
15516,10100,1
15517,10100,4
15518,10101,1
15519,10101,2
15520,10102,2
15521,10103,2
15522,10103,5
15523,10104,2
15524,10105,2
15525,10105,3
15526,10106,2
15527,10107,2
15528,10107,4
15529,10108,2
15530,10109,1
15531,10109,2
15532,10110,1
15533,10110,2
15534,10111,1
15535,10111,2
15536,10112,2
15537,10113,4
15538,10115,1
15539,10115,2
15540,10116,2
15541,10117,3
15542,10117,4
15543,10118,1
15544,10118,2
15545,10119,2
15546,10120,1
15547,10120,2
15548,10121,1
15549,10121,2
15550,10122,1
15551,10122,2
15552,10123,2
15553,10123,4
15554,10124,1
15555,10124,2
15556,10125,1
15557,10126,2
15558,10127,1
15559,10127,2
15560,10128,1
15561,10128,2
15562,10129,2
15563,10130,1
15564,10131,2
15565,10131,3
15566,10132,4
15567,10133,1
15568,10133,2
15569,10134,1
15570,10135,1
15571,10135,3
15572,10136,1
15573,10136,3
15574,10137,1
15575,10137,2
15576,10138,2
15577,10138,4
15578,10139,2
15579,10140,1
15580,10141,1
15581,10141,2
15582,10142,1
15583,10142,2
15584,10143,2
15585,10143,3
15586,10144,2
15587,10145,1
15588,10146,1
15589,10146,2
15590,10147,1
15591,10147,2
15592,10148,1
15593,10148,2
15594,10149,1
15595,10149,2
15596,10150,2
15597,10150,3
15598,10151,1
15599,10151,2
15600,10152,2
15601,10152,3
15602,10153,2
15603,10154,1
15604,10154,2
15605,10155,1
15606,10155,2
15607,10156,1
15608,10156,2
15609,10157,2
15610,10158,1
15611,10159,1
15612,10159,2
15613,10160,2
15614,10160,5
15615,10161,1
15616,10161,2
15617,10162,1
15618,10163,1
15619,10163,2
15620,10164,1
15621,10164,2
15622,10165,1
15623,10165,2
15624,10166,2
15625,10167,1
15626,10167,3
15627,10168,1
15628,10168,3
15629,10169,2
15630,10170,1
15631,10170,2
15632,10171,2
15633,10171,4
15634,10172,1
15635,10173,2
15636,10173,4
15637,10174,1
15638,10175,2
15639,10175,4
15640,10176,1
15641,10177,3
15642,10177,5
15643,10178,1
15644,10178,2
15645,10179,2
15646,10179,3
15647,10180,1
15648,10180,3
15649,10181,1
15650,10181,4
15651,10182,1
15652,10182,2
15653,10183,2
15654,10184,1
15655,10184,2
15656,10185,2
15657,10185,3
15658,10186,2
15659,10187,2
15660,10188,1
15661,10188,2
15662,10189,1
15663,10189,2
15664,10190,2
15665,10191,2
15666,10191,4
15667,10192,2
15668,10193,1
15669,10194,4
15670,10195,1
15671,10195,2
15672,10196,1
15673,10197,1
15674,10197,2
15675,10198,1
15676,10199,3
15677,10200,2
15678,10201,2
15679,10202,1
15680,10202,2
15681,10203,1
15682,10203,3
15683,10204,2
15684,10204,4
15685,10205,1
15686,10205,3
15687,10206,2
15688,10206,4
15689,10207,1
15690,10208,2
15691,10208,4
15692,10209,2
15693,10209,4
15694,10210,1
15695,10210,2
15696,10211,1
15697,10211,3
15698,10212,1
15699,10212,2
15700,10213,1
15701,10213,2
15702,10214,1
15703,10214,3
15704,10215,2
15705,10216,3
15706,10217,2
15707,10218,1
15708,10218,2
15709,10219,2
15710,10219,4
15711,10220,4
15712,10221,2
15713,10222,1
15714,10222,2
15715,10223,2
15716,10223,3
15717,10224,1
15718,10224,2
15719,10225,2
15720,10225,3
15721,10226,1
15722,10227,1
15723,10227,2
15724,10228,4
15725,10229,1
15726,10229,2
15727,10230,2
15728,10231,2
15729,10232,2
15730,10232,3
15731,10233,2
15732,10234,1
15733,10234,2
15734,10235,2
15735,10235,3
15736,10236,2
15737,10236,4
15738,10237,1
15739,10237,2
15740,10238,1
15741,10238,2
15742,10239,1
15743,10239,2
15744,10240,4
15745,10241,1
15746,10241,4
15747,10242,4
15748,10243,2
15749,10244,2
15750,10244,4
15751,10245,1
15752,10245,2
15753,10246,1
15754,10246,3
15755,10247,1
15756,10247,2
15757,10248,2
15758,10248,4
15759,10249,2
15760,10250,2
15761,10250,3
15762,10251,2
15763,10252,1
15764,10252,2
15765,10253,2
15766,10254,2
15767,10255,2
15768,10256,1
15769,10256,2
15770,10257,2
15771,10258,2
15772,10259,1
15773,10260,1
15774,10260,2
15775,10261,2
15776,10262,1
15777,10262,5
15778,10263,4
15779,10264,2
15780,10265,2
15781,10265,4
15782,10266,1
15783,10266,2
15784,10267,2
15785,10267,4
15786,10268,2
15787,10269,4
15788,10270,2
15789,10271,2
15790,10272,1
15791,10272,2
15792,10273,1
15793,10273,2
15794,10274,1
15795,10275,1
15796,10275,2
15797,10276,2
15798,10277,2
15799,10278,2
15800,10279,2
15801,10280,2
15802,10281,1
15803,10282,2
15804,10283,1
15805,10283,2
15806,10284,2
15807,10284,4
15808,10285,1
15809,10286,2
15810,10287,2
15811,10287,4
15812,10288,2
15813,10289,1
15814,10289,3
15815,10290,2
15816,10290,3
15817,10291,1
15818,10292,2
15819,10293,4
15820,10294,2
15821,10294,3
15822,10295,2
15823,10295,4
15824,10296,1
15825,10296,2
15826,10297,2
15827,10297,4
15828,10298,4
15829,10299,2
15830,10299,5
15831,10300,1
15832,10300,2
15833,10301,2
15834,10302,2
15835,10302,4
15836,10303,2
15837,10303,4
15838,10304,4
15839,10305,2
15840,10305,4
15841,10306,2
15842,10307,4
15843,10308,2
15844,10309,1
15845,10309,2
15846,10310,2
15847,10311,2
15848,10312,1
15849,10312,2
15850,10313,4
15851,10314,1
15852,10314,2
15853,10315,1
15854,10315,2
15855,10316,2
15856,10316,4
15857,10317,2
15858,10318,1
15859,10318,2
15860,10319,1
15861,10319,2
15862,10320,1
15863,10320,3
15864,10321,2
15865,10322,2
15866,10322,4
15867,10323,4
15868,10323,5
15869,10324,1
15870,10324,2
15871,10325,2
15872,10325,5
15873,10326,1
15874,10326,2
15875,10327,2
15876,10327,4
15877,10328,1
15878,10328,2
15879,10329,1
15880,10329,2
15881,10330,2
15882,10331,1
15883,10331,2
15884,10332,2
15885,10333,1
15886,10333,2
15887,10334,1
15888,10334,2
15889,10335,1
15890,10335,2
15891,10336,2
15892,10336,4
15893,10337,1
15894,10337,3
15895,10338,1
15896,10338,2
15897,10339,4
15898,10340,1
15899,10340,2
15900,10341,1
15901,10341,2
15902,10342,2
15903,10342,4
15904,10343,1
15905,10343,2
15906,10344,1
15907,10344,2
15908,10345,2
15909,10346,4
15910,10347,2
15911,10347,4
15912,10348,2
15913,10349,1
15914,10349,2
15915,10350,2
15916,10351,1
15917,10352,1
15918,10352,2
15919,10353,1
15920,10353,2
15921,10354,3
15922,10354,4
15923,10355,1
15924,10356,1
15925,10356,2
15926,10357,2
15927,10357,3
15928,10358,1
15929,10358,4
15930,10359,1
15931,10360,1
15932,10360,2
15933,10361,1
15934,10361,2
15935,10362,1
15936,10362,3
15937,10363,1
15938,10364,4
15939,10365,3
15940,10366,1
15941,10366,2
15942,10367,1
15943,10367,2
15944,10368,1
15945,10368,2
15946,10369,1
15947,10369,4
15948,10370,1
15949,10370,2
15950,10371,1
15951,10371,2
15952,10372,1
15953,10373,2
15954,10373,4
15955,10374,1
15956,10374,2
15957,10375,1
15958,10375,2
15959,10376,2
15960,10376,4
15961,10377,1
15962,10377,2
15963,10378,1
15964,10378,2
15965,10379,2
15966,10380,4
15967,10381,2
15968,10381,4
15969,10382,2
15970,10382,4
15971,10383,1
15972,10384,2
15973,10384,4
15974,10385,2
15975,10385,4
15976,10386,1
15977,10386,2
15978,10387,2
15979,10387,4
15980,10388,2
15981,10388,3
15982,10389,4
15983,10390,2
15984,10390,3
15985,10391,2
15986,10392,2
15987,10392,3
15988,10393,1
15989,10393,2
15990,10394,1
15991,10394,3
15992,10395,1
15993,10395,2
15994,10396,2
15995,10396,4
15996,10397,1
15997,10397,3
15998,10398,1
15999,10398,2
16000,10399,2
16001,10400,1
16002,10400,2
16003,10401,1
16004,10401,2
16005,10402,1
16006,10402,2
16007,10403,2
16008,10404,1
16009,10405,2
16010,10406,2
16011,10407,2
16012,10408,1
16013,10408,2
16014,10409,2
16015,10409,4
16016,10410,1
16017,10410,4
16018,10411,1
16019,10411,2
16020,10412,2
16021,10413,1
16022,10413,2
16023,10414,1
16024,10415,1
16025,10415,2
16026,10416,2
16027,10417,2
16028,10418,1
16029,10418,2
16030,10419,1
16031,10420,1
16032,10421,2
16033,10422,2
16034,10423,1
16035,10423,2
16036,10424,2
16037,10425,1
16038,10425,2
16039,10426,2
16040,10426,4
16041,10427,2
16042,10427,4
16043,10428,1
16044,10428,4
16045,10429,2
16046,10429,4
16047,10430,2
16048,10431,1
16049,10431,4
16050,10432,2
16051,10432,3
16052,10433,2
16053,10434,2
16054,10435,1
16055,10435,2
16056,10436,2
16057,10436,4
16058,10437,2
16059,10438,2
16060,10439,1
16061,10439,2
16062,10440,1
16063,10440,2
16064,10441,2
16065,10442,4
16066,10443,1
16067,10443,4
16068,10444,2
16069,10445,2
16070,10445,3
16071,10446,1
16072,10446,2
16073,10447,1
16074,10448,1
16075,10448,2
16076,10449,2
16077,10450,2
16078,10451,2
16079,10451,4
16080,10452,2
16081,10452,4
16082,10453,2
16083,10454,2
16084,10454,4
16085,10455,1
16086,10455,2
16087,10456,1
16088,10456,2
16089,10457,2
16090,10457,4
16091,10458,1
16092,10459,2
16093,10459,3
16094,10460,2
16095,10460,4
16096,10461,2
16097,10461,3
16098,10462,1
16099,10462,2
16100,10463,2
16101,10463,4
16102,10464,2
16103,10465,2
16104,10465,4
16105,10466,1
16106,10466,2
16107,10467,2
16108,10468,2
16109,10468,4
16110,10469,2
16111,10470,1
16112,10470,2
16113,10471,1
16114,10471,2
16115,10472,1
16116,10472,2
16117,10473,1
16118,10473,2
16119,10474,1
16120,10475,1
16121,10475,2
16122,10476,4
16123,10477,4
16124,10478,2
16125,10478,4
16126,10479,1
16127,10480,2
16128,10481,2
16129,10481,3
16130,10482,2
16131,10482,4
16132,10483,2
16133,10484,2
16134,10484,4
16135,10485,2
16136,10486,2
16137,10487,1
16138,10487,2
16139,10488,2
16140,10489,2
16141,10490,4
16142,10491,1
16143,10491,2
16144,10492,2
16145,10493,2
16146,10494,1
16147,10495,2
16148,10495,4
16149,10496,2
16150,10496,3
16151,10497,1
16152,10497,2
16153,10498,1
16154,10498,2
16155,10499,1
16156,10499,3
16157,10500,1
16158,10500,3
16159,10501,2
16160,10502,2
16161,10502,4
16162,10503,1
16163,10504,1
16164,10504,2
16165,10505,1
16166,10505,2
16167,10506,2
16168,10507,2
16169,10508,2
16170,10509,1
16171,10509,2
16172,10510,1
16173,10510,2
16174,10511,1
16175,10511,5
16176,10512,2
16177,10513,2
16178,10513,4
16179,10514,2
16180,10514,4
16181,10515,2
16182,10516,2
16183,10517,2
16184,10518,1
16185,10518,2
16186,10519,2
16187,10519,3
16188,10520,1
16189,10520,2
16190,10521,2
16191,10522,2
16192,10523,1
16193,10523,2
16194,10524,1
16195,10524,2
16196,10525,1
16197,10525,2
16198,10526,2
16199,10526,4
16200,10527,2
16201,10527,4
16202,10528,1
16203,10529,1
16204,10529,2
16205,10530,2
16206,10530,4
16207,10531,1
16208,10532,2
16209,10533,1
16210,10533,2
16211,10534,2
16212,10534,4
16213,10535,2
16214,10536,2
16215,10537,1
16216,10538,2
16217,10539,2
16218,10539,4
16219,10540,1
16220,10540,2
16221,10541,4
16222,10541,5
16223,10542,2
16224,10542,4
16225,10543,2
16226,10543,4
16227,10544,2
16228,10544,4
16229,10545,2
16230,10546,3
16231,10546,5
16232,10547,2
16233,10547,4
16234,10548,2
16235,10548,4
16236,10549,1
16237,10549,2
16238,10550,2
16239,10550,3
16240,10551,2
16241,10552,2
16242,10553,2
16243,10554,1
16244,10554,4
16245,10555,1
16246,10555,2
16247,10556,1
16248,10556,2
16249,10557,1
16250,10557,2
16251,10558,2
16252,10559,1
16253,10560,2
16254,10561,1
16255,10561,3
16256,10562,2
16257,10563,1
16258,10563,2
16259,10564,2
16260,10564,4
16261,10565,1
16262,10565,2
16263,10566,1
16264,10566,2
16265,10567,2
16266,10568,1
16267,10568,2
16268,10569,1
16269,10569,2
16270,10570,1
16271,10570,2
16272,10571,1
16273,10571,2
16274,10572,2
16275,10572,3
16276,10573,4
16277,10574,2
16278,10575,2
16279,10576,1
16280,10577,2
16281,10578,1
16282,10578,2
16283,10579,2
16284,10580,2
16285,10581,2
16286,10582,2
16287,10583,1
16288,10583,2
16289,10584,2
16290,10585,1
16291,10586,2
16292,10587,2
16293,10587,4
16294,10588,2
16295,10588,3
16296,10589,2
16297,10589,3
16298,10590,2
16299,10591,1
16300,10591,2
16301,10592,2
16302,10593,2
16303,10593,3
16304,10594,4
16305,10594,5
16306,10595,2
16307,10595,5
16308,10596,1
16309,10596,2
16310,10597,2
16311,10598,2
16312,10599,2
16313,10600,1
16314,10601,2
16315,10601,4
16316,10602,2
16317,10602,3
16318,10603,2
16319,10604,1
16320,10605,1
16321,10605,2
16322,10606,2
16323,10607,1
16324,10607,2
16325,10608,2
16326,10609,1
16327,10609,2
16328,10610,2
16329,10610,3
16330,10611,1
16331,10611,2
16332,10612,2
16333,10613,1
16334,10613,2
16335,10614,2
16336,10615,1
16337,10615,2
16338,10617,2
16339,10618,1
16340,10618,2
16341,10619,2
16342,10620,4
16343,10621,2
16344,10622,1
16345,10622,2
16346,10623,2
16347,10624,1
16348,10624,3
16349,10625,1
16350,10625,2
16351,10626,2
16352,10627,2
16353,10627,3
16354,10628,2
16355,10628,4
16356,10629,2
16357,10630,1
16358,10630,2
16359,10631,1
16360,10632,2
16361,10632,3
16362,10633,2
16363,10634,1
16364,10634,2
16365,10635,2
16366,10635,4
16367,10636,2
16368,10637,1
16369,10638,1
16370,10638,2
16371,10639,2
16372,10639,3
16373,10640,2
