Gefahrenbereich_ID,Unfall_ID_FK,Baustelle_ID_FK
1137,17853,137
1138,19534,137
1139,20750,137
1140,22731,137
1141,29370,137
1142,32504,137
1143,32629,137
1144,32801,137
1145,33756,137
1146,34350,137
1147,34911,137
1148,38517,137
1149,39139,137
1150,39426,137
1151,41248,137
1152,42199,137
1153,42345,137
1154,44383,137
1155,46214,137
1156,6769,138
1157,10573,138
1158,11195,138
1159,16193,138
1160,22418,138
1161,25043,138
1162,30699,138
1163,37409,138
1164,39919,138
1165,40187,138
1166,45179,138
1167,6715,139
1168,19985,139
1169,9648,140
1170,10872,140
1171,19236,140
1172,20635,140
1173,26857,140
1174,39123,140
1175,39123,141
1176,2952,142
1177,3009,142
1178,4269,142
1179,6667,142
1180,7687,142
1181,8141,142
1182,9275,142
1183,10515,142
1184,11991,142
1185,12047,142
1186,14213,142
1187,14787,142
1188,18772,142
1189,19171,142
1190,21163,142
1191,23545,142
1192,24468,142
1193,25261,142
1194,25830,142
1195,26153,142
1196,29594,142
1197,29632,142
1198,30358,142
1199,31799,142
1200,31960,142
1201,37716,142
1202,38130,142
1203,38200,142
1204,42512,142
1205,44247,142
1206,44820,142
1207,45854,142
1208,47343,142
1209,3848,143
1210,29289,143
1211,47834,143
1212,2482,144
1213,2769,144
1214,6467,144
1215,6952,144
1216,7332,144
1217,7894,144
1218,8325,144
1219,12609,144
1220,15701,144
1221,15887,144
1222,18897,144
1223,19716,144
1224,21099,144
1225,25087,144
1226,25323,144
1227,26603,144
1228,31524,144
1229,32320,144
1230,33257,144
1231,34604,144
1232,37285,144
1233,39187,144
1234,40209,144
1235,41278,144
1236,41425,144
1237,42472,144
1238,43169,144
1239,43816,144
1240,46430,144
1241,8466,145
1242,20450,145
1243,30236,145
1244,43861,145
1245,8237,146
1246,11879,146
1247,17705,146
1248,20212,146
1249,20280,146
1250,29706,146
1251,35414,146
1252,36906,146
1253,38863,146
1254,44486,146
1255,46072,146
1256,47506,146
1257,12635,147
1258,13322,147
1259,23724,147
1260,33035,147
1261,35865,147
1262,39008,147
1263,1525,148
1264,27626,148
1265,28522,148
1266,28633,148
1267,48683,148
1268,49325,148
1269,49872,148
1270,12556,150
1271,18093,150
1272,22180,150
1273,23171,150
1274,32780,150
1275,33252,150
1276,47396,150
1277,4439,151
1278,4888,151
1279,5316,151
1280,19100,151
1281,19598,151
1282,20882,151
1283,24930,151
1284,33755,151
1285,33893,151
1286,21453,152
1287,31436,152
1288,36384,152
1289,7979,153
1290,9026,153
1291,12781,153
1292,29874,153
1293,30700,153
1294,31788,153
1295,43364,153
1296,821,154
1297,1108,154
1298,1120,154
1299,1246,154
1300,1272,154
1301,5190,154
1302,9813,154
1303,12895,154
1304,14346,154
1305,15169,154
1306,20188,154
1307,21406,154
1308,21636,154
1309,24985,154
1310,27167,154
1311,27870,154
1312,30176,154
1313,30897,154
1314,35209,154
1315,36543,154
1316,43267,154
1317,48548,154
1318,48771,154
1319,49229,154
1320,49883,154
1321,86,155
1322,385,155
1323,698,155
1324,821,155
1325,1108,155
1326,1272,155
1327,1530,155
1328,4540,155
1329,5882,155
1330,9315,155
1331,9736,155
1332,10269,155
1333,10557,155
1334,10590,155
1335,11428,155
1336,12035,155
1337,13964,155
1338,14222,155
1339,15169,155
1340,18773,155
1341,21406,155
1342,21709,155
1343,22195,155
1344,22512,155
1345,25690,155
1346,27167,155
1347,28576,155
1348,32362,155
1349,32496,155
1350,35755,155
1351,35761,155
1352,38332,155
1353,39205,155
1354,43486,155
1355,44068,155
1356,45727,155
1357,48771,155
1358,49848,155
1359,49883,155
1360,25628,156
1361,26397,156
1362,2608,157
1363,4461,157
1364,7757,157
1365,7797,157
1366,8159,157
1367,8518,157
1368,12487,157
1369,15770,157
1370,16302,157
1371,17410,157
1372,18190,157
1373,24080,157
1374,24361,157
1375,31532,157
1376,33007,157
1377,33456,157
1378,35879,157
1379,36937,157
1380,37884,157
1381,43289,157
1382,44982,157
1383,45494,157
1384,46129,157
1385,46660,157
1386,46823,157
1387,46974,157
1388,48043,157
1389,3683,158
1390,10017,158
1391,10527,158
1392,18208,158
1393,19088,158
1394,22024,158
1395,22505,158
1396,24164,158
1397,24421,158
1398,30329,158
1399,34547,158
1400,34973,158
1401,44413,158
1402,44543,158
1403,45084,158
1404,45206,158
1405,46695,158
1406,47083,158
1407,48455,158
1408,9373,159
1409,10723,159
1410,19026,159
1411,21856,159
1412,32065,159
1413,33887,159
1414,36926,159
1415,24644,160
1416,30241,160
1417,32030,160
1418,8009,161
1419,8237,161
1420,9173,161
1421,11879,161
1422,17705,161
1423,20212,161
1424,20280,161
1425,29706,161
1426,35414,161
1427,36906,161
1428,38863,161
1429,44486,161
1430,46072,161
1431,47506,161
1432,3827,162
1433,4078,162
1434,5979,162
1435,8352,162
1436,9047,162
1437,12716,162
1438,22026,162
1439,22975,162
1440,24107,162
1441,25660,162
1442,26785,162
1443,26903,162
1444,26939,162
1445,33843,162
1446,38104,162
1447,38992,162
1448,40410,162
1449,44291,162
1450,44609,162
1451,48180,162
1452,3256,163
1453,3269,163
1454,5888,163
1455,6280,163
1456,17174,163
1457,19788,163
1458,21138,163
1459,26285,163
1460,32732,163
1461,38761,163
1462,4056,164
1463,7989,164
1464,10076,164
1465,17264,164
1466,17496,164
1467,17531,164
1468,17866,164
1469,18641,164
1470,19771,164
1471,22039,164
1472,23281,164
1473,28756,164
1474,31256,164
1475,35103,164
1476,37489,164
1477,41100,164
1478,44239,164
1479,45852,164
1480,11210,165
1481,21538,165
1482,23218,165
1483,25091,165
1484,32837,165
1485,43792,165
1486,48432,165
1487,4414,166
1488,4876,166
1489,5867,166
1490,6225,166
1491,7032,166
1492,22267,166
1493,22333,166
1494,29569,166
1495,35992,166
1496,39988,166
1497,40288,166
1498,40525,166
1499,41025,166
1500,41283,166
1501,41700,166
1502,42408,166
1503,45732,166
1504,4607,167
1505,5559,168
1506,8902,168
1507,10961,168
1508,12126,168
1509,12156,168
1510,16635,168
1511,25371,168
1512,30165,168
1513,32299,168
1514,33173,168
1515,40643,168
1516,41076,168
1517,45875,168
1518,2818,169
1519,5042,169
1520,8770,169
1521,21373,169
1522,23928,169
1523,24249,169
1524,25362,169
1525,26953,169
1526,28823,169
1527,36165,169
1528,43885,169
1529,4382,170
1530,5276,170
1531,8339,170
1532,10572,170
1533,12735,170
1534,12827,170
1535,15727,170
1536,15805,170
1537,15942,170
1538,20925,170
1539,23061,170
1540,26559,170
1541,31066,170
1542,33130,170
1543,33741,170
1544,43591,170
1545,39,172
1546,882,172
1547,4817,172
1548,13958,172
1549,14008,172
1550,14392,172
1551,14545,172
1552,27655,172
1553,28285,172
1554,48671,172
1555,49705,172
1556,13040,173
1557,22189,173
1558,23578,173
1559,26703,173
1560,4,174
1561,708,174
1562,866,174
1563,944,174
1564,983,174
1565,1003,174
1566,1312,174
1567,1315,174
1568,1552,174
1569,1559,174
1570,1571,174
1571,2210,174
1572,3068,174
1573,7839,174
1574,13914,174
1575,14078,174
1576,14340,174
1577,14560,174
1578,14766,174
1579,15381,174
1580,15481,174
1581,26978,174
1582,27362,174
1583,27368,174
1584,27528,174
1585,27707,174
1586,27862,174
1587,27964,174
1588,28493,174
1589,28625,174
1590,48554,174
1591,48746,174
1592,48807,174
1593,48942,174
1594,49162,174
1595,49297,174
1596,49659,174
1597,49670,174
1598,49691,174
1599,49709,174
1600,49751,174
1601,49896,174
1602,2415,175
1603,3093,175
1604,4585,175
1605,5674,175
1606,6810,175
1607,7119,175
1608,7367,175
1609,9859,175
1610,12028,175
1611,13214,175
1612,13311,175
1613,16304,175
1614,17390,175
1615,21130,175
1616,24628,175
1617,29748,175
1618,35251,175
1619,35300,175
1620,35466,175
1621,36194,175
1622,36392,175
1623,37026,175
1624,43923,175
1625,46513,175
1626,46734,175
1627,46924,175
1628,47590,175
1629,610,176
1630,6577,176
1631,15517,176
1632,9929,177
1633,18304,177
1634,18966,177
1635,34796,177
1636,45962,177
1637,46338,177
1638,47302,177
1639,1880,178
1640,7379,178
1641,11288,178
1642,13198,178
1643,1880,179
1644,7379,179
1645,11288,179
1646,13198,179
1647,513,180
1648,13709,180
1649,14206,180
1650,27609,180
1651,49882,180
1652,50034,180
1653,174,181
1654,1158,181
1655,1880,181
1656,7379,181
1657,11288,181
1658,13198,181
1659,14118,181
1660,49126,181
1661,1933,182
1662,2634,182
1663,2963,182
1664,4814,182
1665,5886,182
1666,7337,182
1667,7694,182
1668,9133,182
1669,11674,182
1670,12447,182
1671,13574,182
1672,15371,182
1673,16067,182
1674,16181,182
1675,20018,182
1676,20207,182
1677,20988,182
1678,24311,182
1679,24533,182
1680,25016,182
1681,25095,182
1682,25382,182
1683,25389,182
1684,32366,182
1685,34110,182
1686,34368,182
1687,35060,182
1688,36913,182
1689,41274,182
1690,43090,182
1691,9205,183
1692,13421,183
1693,16705,183
1694,17292,183
1695,23009,183
1696,24751,183
1697,29521,183
1698,31794,183
1699,48418,183
1700,3698,184
1701,9205,184
1702,13421,184
1703,19311,184
1704,24751,184
1705,29521,184
1706,31794,184
1707,48418,184
1708,2631,185
1709,3124,185
1710,16205,185
1711,30903,185
1712,44829,185
1713,45799,185
1714,47209,185
1715,2806,186
1716,22770,186
1717,36095,186
1718,38048,186
1719,48013,186
1720,4541,187
1721,5490,187
1722,8929,187
1723,11918,187
1724,12863,187
1725,18377,187
1726,23145,187
1727,26809,187
1728,28749,187
1729,30941,187
1730,32689,187
1731,37220,187
1732,37747,187
1733,37865,187
1734,39901,187
1735,45009,187
1736,46323,187
1737,6225,188
1738,10625,188
1739,41283,188
1740,41700,188
1741,25865,189
1742,25991,189
1743,30314,189
1744,33039,189
1745,45686,189
1746,43002,191
1747,17597,192
1748,31816,192
1749,38913,192
1750,8789,194
1751,9263,194
1752,17871,194
1753,22012,194
1754,40531,194
1755,4681,195
1756,26668,195
1757,4472,197
1758,12602,197
1759,13527,197
1760,22113,197
1761,22667,197
1762,23153,197
1763,24241,197
1764,29123,197
1765,35267,197
1766,40933,197
1767,45280,197
1768,48056,197
1769,28088,198
1770,38089,199
1771,39350,199
1772,2265,200
1773,2327,200
1774,3898,200
1775,8915,200
1776,9376,200
1777,16718,200
1778,18675,200
1779,34953,200
1780,35139,200
1781,35591,200
1782,45218,200
1783,25196,201
1784,37774,201
1785,23627,202
1786,29329,202
1787,16088,204
1788,23020,204
1789,12908,205
1790,19545,205
1791,34551,205
1792,37803,205
1793,3245,207
1794,3413,207
1795,5708,207
1796,7207,207
1797,8165,207
1798,8670,207
1799,12389,207
1800,12761,207
1801,15912,207
1802,20275,207
1803,24737,207
1804,25483,207
1805,28900,207
1806,32555,207
1807,33366,207
1808,35323,207
1809,36089,207
1810,36919,207
1811,41398,207
1812,44054,207
1813,44944,207
1814,45667,207
1815,46834,207
1816,48030,207
1817,24044,208
1818,1285,209
1819,28099,209
1820,28566,209
1821,14905,210
1822,7248,211
1823,12391,211
1824,38744,211
1825,47692,211
1826,269,213
1827,2090,213
1828,6730,213
1829,10892,213
1830,14352,213
1831,22221,213
1832,27107,213
1833,27531,213
1834,39739,213
1835,3404,214
1836,3592,214
1837,4246,214
1838,5137,214
1839,11220,214
1840,13333,214
1841,15552,214
1842,17536,214
1843,18895,214
1844,19091,214
1845,24486,214
1846,26629,214
1847,26741,214
1848,28762,214
1849,33958,214
1850,36302,214
1851,40400,214
1852,40604,214
1853,43451,214
1854,43765,214
1855,44178,214
1856,44505,214
1857,46471,214
