Gefahrenbereich_ID,Unfall_ID_FK,Baustelle_ID_FK
1858,46547,214
1859,2462,215
1860,3523,215
1861,5447,215
1862,16798,215
1863,18444,215
1864,26265,215
1865,26804,215
1866,29523,215
1867,33892,215
1868,38656,215
1869,42214,215
1870,48488,215
1871,2453,216
1872,2545,216
1873,3310,216
1874,4957,216
1875,5228,216
1876,5749,216
1877,6642,216
1878,7228,216
1879,10138,216
1880,11087,216
1881,11244,216
1882,12870,216
1883,14853,216
1884,17985,216
1885,19020,216
1886,26765,216
1887,28935,216
1888,29131,216
1889,35027,216
1890,35418,216
1891,39401,216
1892,40627,216
1893,41538,216
1894,42239,216
1895,43227,216
1896,43640,216
1897,43912,216
1898,45449,216
1899,49289,216
1900,202,217
1901,432,217
1902,676,217
1903,724,217
1904,837,217
1905,1231,217
1906,1280,217
1907,1405,217
1908,1738,217
1909,1766,217
1910,1786,217
1911,7094,217
1912,8459,217
1913,13744,217
1914,13893,217
1915,14202,217
1916,14244,217
1917,14366,217
1918,14417,217
1919,14618,217
1920,14755,217
1921,14902,217
1922,14906,217
1923,15227,217
1924,15356,217
1925,15397,217
1926,23803,217
1927,27098,217
1928,27136,217
1929,27211,217
1930,27241,217
1931,27247,217
1932,27759,217
1933,27891,217
1934,27969,217
1935,28043,217
1936,28184,217
1937,28369,217
1938,28509,217
1939,28518,217
1940,28645,217
1941,29951,217
1942,37040,217
1943,42219,217
1944,49181,217
1945,49199,217
1946,49205,217
1947,49500,217
1948,49590,217
1949,49600,217
1950,49618,217
1951,49833,217
1952,202,218
1953,432,218
1954,676,218
1955,724,218
1956,837,218
1957,1231,218
1958,1280,218
1959,1405,218
1960,1738,218
1961,1766,218
1962,1786,218
1963,7094,218
1964,8459,218
1965,13744,218
1966,13893,218
1967,14202,218
1968,14244,218
1969,14366,218
1970,14417,218
1971,14618,218
1972,14755,218
1973,14902,218
1974,14906,218
1975,15227,218
1976,15356,218
1977,15397,218
1978,16380,218
1979,19605,218
1980,23803,218
1981,24601,218
1982,25176,218
1983,27136,218
1984,27211,218
1985,27241,218
1986,27247,218
1987,27759,218
1988,27891,218
1989,27969,218
1990,28043,218
1991,28184,218
1992,28369,218
1993,28509,218
1994,28518,218
1995,28645,218
1996,29951,218
1997,37040,218
1998,41243,218
1999,42219,218
2000,49181,218
2001,49199,218
2002,49205,218
2003,49500,218
2004,49590,218
2005,49600,218
2006,49618,218
2007,49833,218
2008,554,219
2009,1853,219
2010,14356,219
2011,14504,219
2012,15106,219
2013,28166,219
2014,46582,219
2015,47737,219
2016,48297,219
2017,49776,219
2018,50001,219
2019,2106,220
2020,5236,220
2021,20231,220
2022,20245,220
2023,20785,220
2024,22595,220
2025,25036,220
2026,31969,220
2027,36097,220
2028,13851,223
2029,14069,223
2030,28410,223
2031,49507,223
2032,11042,224
2033,15199,224
2034,17442,224
2035,17812,224
2036,18266,224
2037,21910,224
2038,21927,224
2039,24347,224
2040,24599,224
2041,24723,224
2042,26890,224
2043,29017,224
2044,29873,224
2045,30293,224
2046,30707,224
2047,32616,224
2048,35826,224
2049,35937,224
2050,39661,224
2051,44135,224
2052,44631,224
2053,45881,224
2054,46183,224
2055,47853,224
2056,48524,224
2057,48814,224
2058,49030,224
2059,49553,224
2060,488,225
2061,1733,225
2062,27675,225
2063,28102,225
2064,49569,225
2065,49980,225
2066,488,226
2067,1733,226
2068,27675,226
2069,28102,226
2070,49569,226
2071,49980,226
2072,1860,227
2073,8865,227
2074,21913,227
2075,26907,227
2076,49052,227
2077,60,229
2078,571,229
2079,13728,229
2080,27303,229
2081,28367,229
2082,49773,229
2083,48887,230
2084,49052,230
2085,3060,231
2086,3115,231
2087,3537,231
2088,3604,231
2089,3694,231
2090,4356,231
2091,5509,231
2092,7653,231
2093,8681,231
2094,9540,231
2095,11269,231
2096,11609,231
2097,12700,231
2098,13555,231
2099,16260,231
2100,17097,231
2101,17757,231
2102,17849,231
2103,18606,231
2104,19627,231
2105,19915,231
2106,20618,231
2107,20680,231
2108,20932,231
2109,22701,231
2110,26498,231
2111,26954,231
2112,29429,231
2113,32564,231
2114,32909,231
2115,34296,231
2116,35410,231
2117,36480,231
2118,36652,231
2119,38983,231
2120,39164,231
2121,39277,231
2122,40582,231
2123,41069,231
2124,41461,231
2125,42283,231
2126,45303,231
2127,348,232
2128,1487,232
2129,15125,232
2130,15150,232
2131,23353,232
2132,27080,232
2133,27209,232
2134,27527,232
2135,28222,232
2136,49857,232
2137,49098,233
2138,3217,234
2139,21031,234
2140,24549,234
2141,34268,234
2142,1860,235
2143,8865,235
2144,21913,235
2145,26907,235
2146,49052,235
2147,1860,236
2148,2051,237
2149,3384,237
2150,7389,237
2151,7631,237
2152,16750,237
2153,18695,237
2154,23586,237
2155,25992,237
2156,36951,237
2157,39382,237
2158,39717,237
2159,39991,237
2160,41569,237
2161,850,238
2162,7851,238
2163,8745,238
2164,28124,238
2165,28421,238
2166,34724,238
2167,49559,238
2168,49962,238
2169,6671,239
2170,9227,239
2171,9840,239
2172,13364,239
2173,17268,239
2174,22609,239
2175,36905,239
2176,36914,239
2177,38350,239
2178,39035,239
2179,39370,239
2180,41370,239
2181,42174,239
2182,47945,239
2183,2157,240
2184,3058,240
2185,3359,240
2186,4162,240
2187,18526,240
2188,18605,240
2189,19868,240
2190,19958,240
2191,31530,240
2192,32630,240
2193,35324,240
2194,35884,240
2195,37500,240
2196,40548,240
2197,41916,240
2198,42227,240
2199,42337,240
2200,45653,240
2201,12113,241
2202,32991,241
2203,1198,242
2204,13545,242
2205,14264,242
2206,14644,242
2207,14666,242
2208,15145,242
2209,15347,242
2210,27383,242
2211,27806,242
2212,28147,242
2213,49124,242
2214,49811,242
2215,19526,243
2216,37045,243
2217,38432,243
2218,33961,244
2219,41007,244
2220,3491,245
2221,5661,245
2222,16206,245
2223,22967,245
2224,25680,245
2225,26623,245
2226,33620,245
2227,34468,245
2228,36073,245
2229,38017,245
2230,39135,245
2231,39431,245
2232,599,246
2233,616,246
2234,625,246
2235,634,246
2236,718,246
2237,979,246
2238,1395,246
2239,1769,246
2240,12270,246
2241,13977,246
2242,13981,246
2243,14029,246
2244,14223,246
2245,14709,246
2246,14844,246
2247,15370,246
2248,22624,246
2249,27068,246
2250,27235,246
2251,27277,246
2252,27402,246
2253,27543,246
2254,28171,246
2255,28175,246
2256,28215,246
2257,28227,246
2258,28496,246
2259,43891,246
2260,48563,246
2261,48854,246
2262,49082,246
2263,49220,246
2264,49245,246
2265,49514,246
2266,49677,246
2267,49745,246
2268,49838,246
2269,49855,246
2270,18232,247
2271,29559,247
2272,34343,247
2273,15890,248
2274,16281,248
2275,17220,248
2276,17824,248
2277,19459,248
2278,21229,248
2279,24388,248
2280,24474,248
2281,24519,248
2282,33601,248
2283,39649,248
2284,41616,248
2285,44950,248
2286,46831,248
2287,46839,248
2288,1946,249
2289,2088,249
2290,3244,249
2291,5044,249
2292,6066,249
2293,7682,249
2294,12876,249
2295,13178,249
2296,15624,249
2297,19016,249
2298,26052,249
2299,26432,249
2300,2326,250
2301,2795,250
2302,6091,250
2303,6391,250
2304,7995,250
2305,10914,250
2306,11068,250
2307,12358,250
2308,13336,250
2309,15551,250
2310,15988,250
2311,16023,250
2312,16150,250
2313,16170,250
2314,16439,250
2315,19439,250
2316,19893,250
2317,20880,250
2318,20992,250
2319,22484,250
2320,22709,250
2321,23266,250
2322,25503,250
2323,25957,250
2324,30833,250
2325,31500,250
2326,32611,250
2327,34893,250
2328,36767,250
2329,37210,250
2330,37956,250
2331,38275,250
2332,38398,250
2333,38473,250
2334,38806,250
2335,41237,250
2336,41932,250
2337,42045,250
2338,43106,250
2339,44781,250
2340,45199,250
2341,45711,250
2342,46872,250
2343,47437,250
2344,48101,250
2345,2802,251
2346,3998,251
2347,7874,251
2348,8682,251
2349,13142,251
2350,15702,251
2351,17466,251
2352,33587,251
2353,35839,251
2354,25862,252
2355,3543,253
2356,20797,253
2357,32052,253
2358,11588,254
2359,30659,254
2360,44074,254
2361,45134,254
2362,48006,254
2363,48321,254
2364,8565,255
2365,10899,255
2366,34412,255
2367,41180,255
2368,42619,255
2369,44350,255
2370,47582,255
2371,15224,256
2372,2578,258
2373,5814,258
2374,10622,258
2375,38774,258
2376,44622,258
2377,36,259
2378,51,259
2379,358,259
2380,608,259
2381,773,259
2382,887,259
2383,1028,259
2384,1200,259
2385,1473,259
2386,1622,259
2387,12559,259
2388,13792,259
2389,13991,259
2390,14761,259
2391,15023,259
2392,15061,259
2393,15070,259
2394,28146,259
2395,28335,259
2396,28510,259
2397,35382,259
2398,48908,259
2399,49249,259
2400,49323,259
2401,49516,259
2402,49528,259
2403,49695,259
2404,49790,259
2405,49836,259
2406,49865,259
2407,49932,259
2408,49951,259
2409,50025,259
2410,36,260
2411,51,260
2412,224,260
2413,259,260
2414,358,260
2415,608,260
2416,773,260
2417,1028,260
2418,1200,260
2419,1379,260
2420,1473,260
2421,1622,260
2422,1845,260
2423,13792,260
2424,13991,260
2425,14096,260
2426,14306,260
2427,14757,260
2428,15023,260
2429,15061,260
2430,15070,260
2431,24453,260
2432,27459,260
2433,28129,260
2434,28335,260
2435,28510,260
2436,35382,260
2437,48908,260
2438,49323,260
2439,49516,260
2440,49528,260
2441,49695,260
2442,49790,260
2443,49836,260
2444,49865,260
2445,49932,260
2446,49951,260
2447,50025,260
2448,16088,261
2449,23020,261
2450,20174,262
2451,44645,262
2452,3788,263
2453,4307,263
2454,11218,263
2455,35316,263
2456,43125,263
2457,47476,263
2458,1968,264
2459,4019,264
2460,4426,264
2461,4896,264
2462,6668,264
2463,6720,264
2464,7046,264
2465,7838,264
2466,7902,264
2467,7920,264
2468,9576,264
2469,10061,264
2470,10093,264
2471,10538,264
2472,10972,264
2473,11273,264
2474,15777,264
2475,16599,264
2476,16852,264
2477,20380,264
2478,20482,264
2479,20490,264
2480,21023,264
2481,21307,264
2482,22184,264
2483,22903,264
2484,23326,264
2485,23964,264
2486,24104,264
2487,24240,264
2488,26775,264
2489,27040,264
2490,29409,264
2491,31152,264
2492,31161,264
2493,31248,264
2494,34600,264
2495,35996,264
2496,36923,264
2497,42649,264
2498,44114,264
2499,46250,264
2500,13985,265
2501,11332,266
2502,11452,266
2503,20216,266
2504,23036,266
2505,25486,266
2506,32294,266
2507,4852,267
2508,18797,267
2509,23159,267
2510,39797,267
2511,35674,268
2512,35821,268
2513,4541,269
2514,5490,269
2515,8929,269
2516,11918,269
2517,12863,269
2518,18377,269
2519,23145,269
2520,26809,269
2521,28749,269
2522,30941,269
2523,32689,269
2524,37220,269
2525,37747,269
2526,37865,269
2527,39901,269
2528,45009,269
2529,46323,269
2530,2220,270
2531,4054,270
2532,5136,270
2533,6299,270
2534,7422,270
2535,8678,270
2536,9079,270
2537,10434,270
2538,11758,270
2539,17144,270
2540,17149,270
2541,17190,270
2542,17239,270
2543,18127,270
2544,19194,270
2545,21151,270
2546,21533,270
2547,21705,270
2548,22414,270
2549,23473,270
2550,23475,270
2551,23958,270
2552,25011,270
2553,29124,270
2554,32246,270
2555,33668,270
2556,35003,270
2557,37014,270
2558,37872,270
2559,38406,270
2560,39970,270
2561,40786,270
2562,42273,270
2563,42507,270
2564,43434,270
2565,44312,270
2566,45981,270
2567,47431,270
2568,47878,270
2569,2355,271
2570,3946,271
2571,4290,271
2572,8779,271
2573,9017,271
2574,11171,271
2575,11365,271
2576,13015,271
2577,15769,271
2578,16921,271
2579,18092,271
2580,18584,271
2581,19658,271
2582,21477,271
2583,22763,271
2584,23636,271
2585,30038,271
2586,31902,271
2587,31925,271
2588,32055,271
2589,33799,271
2590,34146,271
2591,35605,271
2592,41818,271
2593,42050,271
2594,42631,271
2595,42741,271
2596,2333,272
2597,3415,272
2598,3726,272
2599,5345,272
2600,6731,272
2601,8150,272
2602,8559,272
2603,8934,272
2604,9432,272
2605,9541,272
2606,9710,272
2607,10830,272
2608,12133,272
2609,13186,272
2610,13271,272
2611,16280,272
2612,17833,272
2613,17912,272
2614,18124,272
2615,18148,272
2616,18689,272
2617,19381,272
2618,19648,272
2619,20243,272
2620,23000,272
2621,26327,272
2622,28920,272
2623,29044,272
2624,30064,272
2625,30549,272
2626,30747,272
2627,32239,272
2628,32414,272
2629,35856,272
2630,37944,272
2631,39036,272
2632,40743,272
2633,41513,272
2634,47884,272
2635,2160,273
2636,3432,273
2637,17080,273
2638,22117,273
2639,24989,273
2640,27562,273
2641,28570,273
2642,38338,273
2643,43202,273
2644,46215,273
2645,2368,274
2646,2442,274
2647,2468,274
2648,2866,274
2649,4126,274
2650,4401,274
2651,6050,274
2652,9244,274
2653,10360,274
2654,11953,274
2655,12879,274
2656,18380,274
2657,19364,274
2658,20435,274
2659,20644,274
2660,21637,274
2661,22675,274
2662,22766,274
2663,25676,274
2664,26249,274
2665,26341,274
2666,29346,274
2667,31000,274
2668,31989,274
2669,34567,274
2670,35739,274
2671,36421,274
2672,37124,274
2673,38888,274
2674,39515,274
2675,41750,274
2676,42731,274
2677,43440,274
2678,43662,274
2679,44077,274
2680,44082,274
2681,45898,274
2682,2778,275
2683,5441,275
2684,6788,275
2685,9938,275
2686,19663,275
2687,21417,275
2688,33590,275
2689,34298,275
2690,38244,275
2691,39653,275
2692,43945,275
2693,3639,276
2694,7555,276
2695,8528,276
2696,10728,276
2697,21548,276
2698,34465,276
2699,35972,276
2700,38368,276
2701,3309,277
2702,8837,277
2703,16419,277
2704,20015,277
2705,21062,277
2706,23456,277
2707,24223,277
2708,33985,277
2709,26,278
2710,597,278
2711,1127,278
2712,1319,278
2713,7313,278
2714,13846,278
2715,13884,278
2716,14555,278
2717,14799,278
2718,15121,278
2719,27108,278
2720,27369,278
2721,27388,278
2722,27658,278
2723,28121,278
2724,28341,278
2725,28525,278
2726,28577,278
2727,47574,278
2728,48781,278
2729,48784,278
2730,48792,278
2731,48810,278
2732,48823,278
2733,49067,278
2734,49117,278
2735,49174,278
2736,49190,278
2737,49198,278
2738,49275,278
2739,49517,278
2740,49582,278
2741,49676,278
2742,49720,278
2743,49976,278
2744,15876,279
2745,16501,279
2746,21052,279
2747,24763,279
2748,24854,279
2749,25352,279
2750,32951,279
2751,39049,279
2752,41183,279
2753,367,280
2754,409,280
2755,565,280
2756,1117,280
2757,1417,280
2758,1604,280
2759,2865,280
2760,7278,280
2761,9800,280
2762,12413,280
2763,13046,280
2764,13868,280
2765,14531,280
2766,14701,280
2767,15337,280
2768,15448,280
2769,17741,280
2770,18763,280
2771,20617,280
2772,28016,280
2773,29990,280
2774,32293,280
2775,34657,280
2776,37709,280
2777,38694,280
2778,41632,280
2779,42710,280
2780,48390,280
2781,48618,280
2782,49045,280
2783,49444,280
2784,7517,281
2785,7774,281
2786,19437,281
2787,21313,281
2788,24586,281
2789,29576,281
2790,36311,281
2791,79,282
2792,297,282
2793,311,282
2794,578,282
2795,1210,282
2796,1277,282
2797,1576,282
2798,1682,282
2799,14058,282
2800,14089,282
2801,14128,282
2802,14268,282
2803,14368,282
2804,14741,282
2805,15155,282
2806,15429,282
2807,15459,282
2808,27053,282
2809,27318,282
2810,27408,282
2811,27480,282
2812,27758,282
2813,28196,282
2814,28379,282
2815,28452,282
2816,28529,282
2817,48777,282
2818,48925,282
2819,48951,282
2820,49328,282
2821,49378,282
2822,49449,282
2823,49515,282
2824,49523,282
2825,49580,282
2826,49722,282
2827,49874,282
2828,49923,282
2829,7736,283
2830,34910,283
2831,40454,283
2832,43724,283
2833,44577,283
2834,47231,283
2835,15807,284
2836,16746,284
2837,17273,284
2838,21316,284
2839,22891,284
2840,23531,284
2841,23910,284
2842,25454,284
2843,25479,284
2844,29158,284
2845,31643,284
2846,34508,284
2847,43249,284
2848,44821,284
2849,885,285
2850,5705,285
2851,6541,285
2852,24327,285
2853,32666,285
2854,42841,285
2855,2054,286
2856,7595,286
2857,12117,286
2858,16521,286
2859,17914,286
2860,19329,286
2861,20716,286
2862,25444,286
2863,30935,286
2864,34535,286
2865,41508,286
2866,48008,286
2867,2054,287
2868,7595,287
2869,12117,287
2870,16521,287
2871,17914,287
2872,19329,287
2873,20716,287
2874,25444,287
2875,30935,287
2876,34535,287
2877,41508,287
2878,48008,287
2879,33559,288
2880,4200,289
2881,6164,289
2882,12527,289
2883,12834,289
2884,15880,289
2885,17120,289
2886,18296,289
2887,18481,289
2888,21974,289
2889,23525,289
2890,24890,289
2891,26042,289
2892,46708,289
2893,943,290
2894,1226,290
2895,1445,290
2896,1488,290
2897,1635,290
2898,13717,290
2899,14081,290
2900,14410,290
2901,14627,290
2902,14659,290
2903,14858,290
2904,14927,290
2905,15033,290
2906,15079,290
2907,15539,290
2908,27566,290
2909,27750,290
2910,27863,290
2911,27928,290
2912,48606,290
2913,48791,290
2914,48838,290
2915,48845,290
2916,48897,290
2917,49033,290
2918,49445,290
2919,49449,290
2920,49580,290
2921,49762,290
2922,50111,290
2923,4728,291
2924,5737,291
2925,6482,291
2926,8747,291
2927,12215,291
2928,18099,291
2929,19552,291
2930,25681,291
2931,25973,291
2932,31183,291
2933,33506,291
2934,33522,291
2935,35332,291
2936,35412,291
2937,39310,291
2938,47572,291
2939,1422,292
2940,40359,292
2941,11326,293
2942,3751,294
2943,4489,294
2944,11925,294
2945,17197,294
2946,37009,294
2947,599,295
2948,616,295
2949,625,295
2950,634,295
2951,718,295
2952,979,295
2953,1395,295
2954,1769,295
2955,12270,295
2956,13977,295
2957,13981,295
2958,14029,295
2959,14223,295
2960,14709,295
2961,14844,295
2962,15370,295
2963,22624,295
2964,27068,295
2965,27235,295
2966,27277,295
2967,27402,295
2968,27543,295
2969,28171,295
2970,28175,295
2971,28215,295
2972,28227,295
2973,28496,295
2974,43891,295
2975,48563,295
2976,48854,295
2977,49082,295
2978,49220,295
2979,49245,295
2980,49514,295
2981,49677,295
2982,49745,295
2983,49838,295
2984,49855,295
2985,3133,296
2986,6735,296
2987,13491,296
2988,20485,296
2989,25518,296
2990,33002,296
2991,40904,296
2992,41228,296
2993,616,297
2994,634,297
2995,718,297
2996,979,297
2997,1395,297
2998,1476,297
2999,1769,297
3000,3778,297
3001,7427,297
3002,10693,297
3003,11421,297
3004,11684,297
3005,13977,297
3006,13981,297
3007,14029,297
3008,14223,297
3009,14709,297
3010,14844,297
3011,15370,297
3012,17609,297
3013,19055,297
3014,19225,297
3015,22624,297
3016,24936,297
3017,26015,297
3018,27068,297
3019,27235,297
3020,27277,297
3021,27402,297
3022,27543,297
3023,28171,297
3024,28175,297
3025,28215,297
3026,28227,297
3027,28496,297
3028,41096,297
3029,48563,297
3030,48854,297
3031,49082,297
3032,49220,297
3033,49245,297
3034,49514,297
3035,49677,297
3036,49745,297
3037,49855,297
3038,329,298
3039,374,298
3040,827,298
3041,14005,298
3042,14019,298
3043,14194,298
3044,14248,298
3045,14270,298
3046,14447,298
3047,14534,298
3048,14658,298
3049,14884,298
3050,15177,298
3051,15195,298
3052,15234,298
3053,16218,298
3054,27128,298
3055,27550,298
3056,28108,298
3057,28524,298
3058,49022,298
3059,49653,298
3060,49993,298
3061,50088,298
3062,14447,299
3063,28405,299
3064,49653,299
3065,599,300
3066,616,300
3067,625,300
3068,634,300
3069,718,300
3070,979,300
3071,1395,300
3072,1769,300
3073,12270,300
3074,13977,300
3075,13981,300
3076,14029,300
3077,14223,300
3078,14709,300
3079,14844,300
3080,15370,300
3081,22624,300
3082,27068,300
3083,27235,300
3084,27277,300
3085,27402,300
3086,27543,300
3087,28171,300
3088,28175,300
3089,28215,300
3090,28227,300
3091,28496,300
3092,43891,300
3093,48563,300
3094,48854,300
3095,49082,300
3096,49220,300
3097,49245,300
3098,49514,300
3099,49677,300
3100,49745,300
3101,49838,300
3102,49855,300
3103,3097,301
3104,8333,301
3105,244,302
3106,662,302
3107,937,302
3108,1316,302
3109,10976,302
3110,13747,302
3111,14166,302
3112,14245,302
3113,14742,302
3114,14901,302
3115,15112,302
3116,15193,302
3117,27097,302
3118,27693,302
3119,28286,302
3120,28602,302
3121,48776,302
3122,48795,302
3123,49070,302
3124,49519,302
3125,49985,302
3126,50021,302
3127,390,303
3128,1245,303
3129,1362,303
3130,1441,303
3131,1477,303
3132,13791,303
3133,14188,303
3134,14448,303
3135,14450,303
3136,14579,303
3137,14822,303
3138,27562,303
3139,28144,303
3140,49290,303
3141,49774,303
3142,14840,304
3143,14979,304
3144,15361,304
3145,27094,304
3146,27287,304
3147,27491,304
3148,27702,304
3149,28002,304
3150,28164,304
3151,28642,304
3152,49147,304
3153,49263,304
3154,49453,304
3155,4355,305
3156,9533,305
3157,11969,305
3158,24966,305
3159,35775,305
