,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,SNWD,TMAX,TMIN
10604,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-01-13,7.1,0.0,3.7,1.4
10605,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-01-14,2.6,0.0,6.4,2.2
10606,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-01-15,3.6,0.0,3.5,0.1
10607,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-01-16,0.2,0.0,1.5,-1.6
10608,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-01-17,0.1,10.0,0.0,-4.6
10609,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-01-18,3.6,0.0,1.6,-8.2
10610,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-01-19,4.3,0.0,8.2,1.6
10611,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-01-20,0.4,0.0,10.3,2.5
10612,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-01-21,0.0,0.0,6.5,2.9
10613,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-01-22,0.8,0.0,5.7,1.8
10614,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-01-23,4.8,0.0,7.6,1.5
10615,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-01-24,0.1,0.0,5.1,0.1
10616,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-01-25,0.4,0.0,2.7,0.3
10617,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-01-26,0.3,10.0,1.2,-0.8
10618,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-01-27,0.2,10.0,-0.5,-2.5
10619,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-01-28,0.0,10.0,0.3,-5.7
10620,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-01-29,0.0,0.0,2.0,-5.7
10621,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-01-30,0.0,0.0,4.0,-0.6
10622,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-01-31,0.0,0.0,1.2,-0.4
10623,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-02-01,0.3,0.0,4.5,0.2
10624,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-02-02,0.3,10.0,1.7,-3.6
10625,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-02-03,0.0,10.0,-1.9,-6.1
10626,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-02-04,0.0,10.0,-2.5,-10.4
10627,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-02-05,0.0,0.0,-3.2,-11.1
10628,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-02-06,0.1,0.0,-2.4,-13.1
10629,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-02-07,0.5,10.0,-2.5,-13.8
10630,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-02-08,0.1,30.0,-5.7,-18.8
10631,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-02-09,0.8,30.0,-7.5,-20.0
10632,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-02-10,0.0,50.0,-1.4,-7.5
10633,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-02-11,0.0,40.0,-2.0,-9.1
10634,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-02-12,0.0,40.0,-2.3,-13.3
10635,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-02-13,0.0,40.0,-2.6,-14.3
10636,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-02-14,0.0,30.0,-2.5,-10.9
10637,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-02-15,0.0,20.0,-3.5,-8.6
10638,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-02-16,0.0,20.0,-2.9,-7.8
10639,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-02-17,0.0,20.0,-3.3,-12.5
10640,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-02-18,0.6,20.0,-3.6,-7.0
10641,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-02-19,3.2,40.0,-3.8,-8.6
10642,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-02-20,0.7,200.0,-5.7,-13.6
10643,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-02-21,0.1,220.0,-4.2,-10.1
10644,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-02-22,0.0,220.0,-5.8,-17.9
10645,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-02-23,0.0,220.0,-5.6,-17.3
10646,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-02-24,0.0,220.0,-5.2,-18.9
10647,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-02-25,0.0,220.0,-4.5,-14.2
10648,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-02-26,0.0,170.0,-3.2,-18.6
10649,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-02-27,0.0,160.0,-1.7,-22.0
10650,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-02-28,0.0,160.0,-1.8,-15.2
10651,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-03-01,0.0,160.0,-0.2,-13.2
10652,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-03-02,0.0,150.0,-1.0,-8.2
10653,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-03-03,0.0,140.0,-0.6,-14.5
10654,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-03-04,1.3,140.0,1.6,-16.0
10655,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-03-05,1.1,110.0,4.0,0.5
10656,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-03-06,7.7,0.0,6.2,3.1
10657,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-03-07,1.0,0.0,6.7,2.5
10658,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-03-08,0.0,0.0,4.2,-1.9
10659,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-03-09,0.0,0.0,3.4,0.0
10660,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-03-10,0.0,0.0,4.8,1.4
10661,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-03-11,0.0,0.0,3.0,1.2
10662,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-03-12,0.0,0.0,2.2,0.0
10663,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-03-13,0.0,0.0,8.1,1.6
10664,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-03-14,0.0,0.0,9.6,1.3
10665,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-03-15,0.3,0.0,7.9,1.2
10666,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-03-16,0.0,0.0,6.7,1.0
10667,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-03-17,0.0,0.0,11.3,0.1
10668,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-03-18,0.0,0.0,13.3,-2.9
10669,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-03-19,0.0,0.0,13.2,-2.2
10670,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-03-20,0.0,0.0,13.8,-2.5
10671,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-03-21,4.0,0.0,8.9,-2.3
10672,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-03-22,0.0,0.0,9.2,-2.2
10673,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-03-23,13.2,0.0,7.0,2.5
10674,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-03-24,6.0,0.0,6.7,0.8
10675,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-03-25,0.4,0.0,9.8,1.8
10676,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-03-26,0.0,0.0,9.3,1.4
10677,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-03-27,0.0,0.0,12.1,1.5
10678,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-03-28,0.0,0.0,18.0,8.9
10679,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-03-29,0.0,0.0,14.6,4.3
10680,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-03-30,0.8,0.0,10.8,1.6
10681,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-03-31,10.8,0.0,9.9,3.2
10682,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-04-01,1.7,0.0,9.5,3.4
10683,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-04-02,0.0,0.0,10.7,0.2
10684,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-04-03,1.2,0.0,8.8,1.4
10685,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-04-04,0.4,0.0,9.0,2.9
10686,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-04-05,4.3,0.0,5.7,3.1
10687,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-04-06,0.0,0.0,8.8,0.6
10688,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-04-07,0.0,0.0,6.3,3.6
10689,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-04-08,0.1,0.0,7.5,5.2
10690,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-04-09,3.3,0.0,6.0,3.8
10691,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-04-10,5.5,0.0,4.0,-1.8
10692,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-04-11,0.2,20.0,1.4,-3.4
10693,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-04-12,0.0,0.0,3.0,-4.6
10694,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-04-13,0.0,0.0,5.3,-6.5
10695,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-04-14,0.3,0.0,9.2,-3.6
10696,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-04-15,0.0,0.0,16.1,2.5
10697,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-04-16,0.0,0.0,19.0,4.3
10698,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-04-17,0.8,0.0,17.2,6.5
10699,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-04-18,3.8,0.0,14.2,7.2
10700,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-04-19,2.0,0.0,9.3,5.8
10701,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-04-20,0.0,0.0,8.8,3.4
10702,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-04-21,0.0,0.0,15.0,3.6
10703,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-04-22,4.8,0.0,13.0,8.8
10704,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-04-23,0.2,0.0,12.2,6.1
10705,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-04-24,8.9,0.0,20.0,6.1
10706,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-04-25,0.5,0.0,15.3,9.4
10707,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-04-26,0.9,0.0,11.4,6.5
10708,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-04-27,0.0,0.0,15.6,8.1
10709,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-04-28,0.0,0.0,19.7,5.2
10710,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-04-29,0.0,0.0,19.2,7.0
10711,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-04-30,0.0,0.0,19.6,7.8
10712,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-05-01,0.0,0.0,18.8,6.2
10713,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-05-02,0.0,0.0,22.5,4.8
10714,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-05-03,0.0,0.0,25.0,9.3
10715,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-05-04,0.0,0.0,26.0,11.0
10716,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-05-05,0.0,0.0,24.5,12.3
10717,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-05-06,0.0,0.0,25.6,10.3
10718,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-05-07,7.3,0.0,25.1,13.0
10719,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-05-08,3.8,0.0,21.4,11.6
10720,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-05-09,6.6,0.0,14.2,4.8
10721,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-05-10,1.7,0.0,17.9,5.8
10722,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-05-11,4.4,0.0,17.5,12.5
10723,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-05-12,0.0,0.0,18.2,6.0
10724,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-05-13,1.4,0.0,25.9,9.5
10725,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-05-14,1.2,0.0,17.4,10.5
10726,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-05-15,3.2,0.0,19.0,9.6
10727,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-05-16,0.0,0.0,18.0,4.1
10728,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-05-17,0.0,0.0,20.3,5.5
10729,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-05-18,3.8,0.0,25.0,12.5
10730,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-05-19,0.0,0.0,21.9,12.1
10731,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-05-20,0.0,0.0,22.0,8.5
10732,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-05-21,4.5,0.0,24.4,12.4
10733,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-05-22,0.0,0.0,21.0,15.1
10734,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-05-23,0.0,0.0,25.0,10.0
10735,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-05-24,1.7,0.0,22.6,11.2
10736,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-05-25,0.0,0.0,19.5,5.8
10737,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-05-26,0.0,0.0,26.7,9.0
10738,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-05-27,7.1,0.0,28.5,12.0
10739,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-05-28,0.4,0.0,23.2,14.1
10740,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-05-29,17.6,0.0,16.0,11.0
10741,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-05-30,9.6,0.0,11.3,6.9
10742,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-05-31,4.9,0.0,11.3,8.4
10743,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-06-01,0.2,0.0,14.7,7.0
10744,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-06-02,19.6,0.0,17.0,3.6
10745,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-06-03,10.5,0.0,16.9,9.7
10746,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-06-04,5.6,0.0,15.0,9.7
10747,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-06-05,19.6,0.0,13.2,4.0
10748,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-06-06,11.3,0.0,12.5,7.3
10749,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-06-07,2.3,0.0,11.5,8.2
10750,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-06-08,2.1,0.0,16.2,8.6
10751,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-06-09,0.0,0.0,20.7,8.0
10752,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-06-10,0.0,0.0,24.5,10.3
10753,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-06-11,0.0,0.0,21.4,11.5
10754,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-06-12,0.4,0.0,15.3,11.5
10755,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-06-13,0.0,0.0,21.0,10.6
10756,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-06-14,0.0,0.0,24.1,10.0
10757,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-06-15,0.0,0.0,26.2,11.5
10758,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-06-16,0.0,0.0,28.9,13.2
10759,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-06-17,0.0,0.0,31.2,16.6
10760,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-06-18,2.6,0.0,27.8,16.5
10761,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-06-19,0.0,0.0,25.1,16.0
10762,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-06-20,0.0,0.0,26.8,14.5
10763,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-06-21,0.0,0.0,24.3,13.0
10764,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-06-22,0.0,0.0,23.0,8.2
10765,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-06-23,0.0,0.0,22.6,9.7
10766,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-06-24,0.0,0.0,23.9,9.3
10767,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-06-25,0.0,0.0,24.5,10.0
10768,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-06-26,0.0,0.0,27.4,10.8
10769,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-06-27,0.0,0.0,27.9,14.0
10770,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-06-28,0.0,0.0,28.7,13.7
10771,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-06-29,0.0,0.0,27.7,16.4
10772,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-06-30,0.0,0.0,26.0,14.0
10773,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-07-01,0.0,0.0,30.5,12.9
10774,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-07-02,0.0,0.0,31.6,15.2
10775,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-07-03,0.0,0.0,32.6,16.6
10776,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-07-04,0.0,0.0,29.5,19.6
10777,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-07-05,0.0,0.0,30.2,15.4
10778,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-07-06,1.7,0.0,26.2,17.2
10779,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-07-07,0.0,0.0,22.0,14.5
10780,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-07-08,0.1,0.0,19.6,9.9
10781,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-07-09,0.2,0.0,19.0,8.4
10782,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-07-10,6.1,0.0,16.0,8.1
10783,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-07-11,8.0,0.0,18.0,8.2
10784,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-07-12,0.0,0.0,16.0,8.4
10785,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-07-13,0.0,0.0,16.5,10.0
10786,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-07-14,0.0,0.0,19.5,9.0
10787,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-07-15,0.0,0.0,23.8,7.0
10788,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-07-16,0.0,0.0,28.9,12.8
10789,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-07-17,0.0,0.0,30.7,15.9
10790,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-07-18,0.0,0.0,28.4,16.2
10791,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-07-19,0.0,0.0,19.5,12.0
10792,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-07-20,0.0,0.0,21.4,12.3
10793,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-07-21,0.0,0.0,24.0,8.9
10794,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-07-22,8.4,0.0,25.3,11.6
10795,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-07-23,26.6,0.0,21.1,13.5
10796,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-07-24,3.7,0.0,19.4,11.3
10797,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-07-25,2.0,0.0,21.1,10.3
10798,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-07-26,0.0,0.0,21.0,12.7
10799,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-07-27,0.0,0.0,25.5,10.9
10800,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-07-28,0.0,0.0,28.2,15.5
10801,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-07-29,1.0,0.0,31.1,17.2
10802,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-07-30,0.0,0.0,28.9,15.0
10803,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-07-31,5.2,0.0,31.2,13.1
10804,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-08-01,0.0,0.0,26.5,18.0
10805,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-08-02,0.0,0.0,28.7,12.3
10806,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-08-03,0.0,0.0,33.2,17.1
10807,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-08-04,6.0,0.0,35.2,19.5
10808,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-08-05,3.1,0.0,29.0,15.9
10809,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-08-06,0.0,0.0,24.7,11.0
10810,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-08-07,0.0,0.0,28.8,11.8
10811,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-08-08,0.0,0.0,25.8,13.1
10812,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-08-09,0.0,0.0,22.3,11.1
10813,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-08-10,0.0,0.0,26.1,12.5
10814,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-08-11,0.0,0.0,25.4,13.0
10815,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-08-12,0.0,0.0,23.2,14.9
10816,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-08-13,0.0,0.0,23.1,14.5
10817,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-08-14,0.0,0.0,25.7,12.2
10818,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-08-15,9.7,0.0,28.5,13.5
10819,GME00127930,"BERLIN SCHONEFELD, GM",52.3819,13.5325,46.0,1986-08-16,0.0,0.0,25.5,17.0
